Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Wisdomtree europe hedged equity fund-n/a,HEDJ,"",833127.0,51445000.0,0.00977812,0.0133,888,-159007.0,-16.026767,reduction,No Data,Q2 2010,FINANCE,13F,09/30/2020,61.82,66.2
Cognizant technology solutions corp,CTSH,"",740086.0,51377000.0,0.0097652,0.0071,889,178139.0,31.70032,addition,0.1364866,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,53.2317,81.07
Yum china holdings inc,YUMC,"",968754.0,51296000.0,0.0097498,0.0104,890,-4107.0,-0.422157,reduction,0.2311475,Q4 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,37.84,57.71
Ishares cmbs bond etf,CMBS,"",923674.0,51282000.0,0.00974714,0.0101,891,91220.0,10.957963,addition,No Data,Q1 2012,FINANCE,13F,09/30/2020,52.7802,55.23
Alcon inc,ALC,"",900351.0,51275000.0,0.00974581,0.0119,892,-35446.0,-3.787787,reduction,0.1840832,Q2 2019,HEALTH CARE,13F,09/30/2020,59.01,64.87
Nevro corp,NVRO,"",367705.0,51222000.0,0.00973574,0.0105,893,-29578.0,-7.445071,reduction,1.0716212,Q4 2014,HEALTH CARE,13F,09/30/2020,100.54,182.41
Proshares short russell2000,RWM,"",1504165.0,51051000.0,0.00970324,0.0116,894,57136.0,3.948504,addition,No Data,Q1 2010,FINANCE,13F,09/30/2020,47.0234,25.07
Paccar inc.,PCAR,"",598498.0,51040000.0,0.00970115,0.0097,895,15924.0,2.733387,addition,0.1729019,Q1 2001,INDUSTRIALS,13F,09/30/2020,66.4643,86.11
Nokia corp. adr class a adr,NOK,"",13050629.0,51027000.0,0.00969868,0.0045,896,8424274.0,182.093117,addition,0.2322618,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,4.4878,3.89
Synopsys inc.,SNPS,"",237440.0,50807000.0,0.00965686,0.0074,897,66160.0,38.62681,addition,0.1564558,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,137.9125,256.28
United states oil etf,USO,"",1792338.0,50704000.0,0.00963728,0.0144,898,-531869.0,-22.883891,reduction,No Data,Q2 2006,FINANCE,13F,09/30/2020,1513.21,32.92
Ishares ibonds dec 2024 term corp etf,IBDP,PRN,1915880.0,50665000.0,0.00962987,0.0099,899,220762.0,13.0234,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,,26.51
Proshares vix mid-term futures etf,VIXM,"",1242558.0,50547000.0,0.00960744,0.0049,900,696439.0,127.525136,addition,No Data,Q1 2011,FINANCE,13F,09/30/2020,38.2759,
Rogers communications inc. class b (nyse),RCI,"",1273218.0,50483000.0,0.00959528,0.006,901,603774.0,90.190367,addition,0.3233401,Q1 2001,COMMUNICATIONS,13F,09/30/2020,43.8879,46.76
Royal dutch shell plc class a adr,RDS.A,"",2004805.0,50461000.0,0.0095911,0.0224,902,-1093558.0,-35.294702,reduction,0.0513564,Q3 2005,ENERGY,13F,09/30/2020,62.67,35.83
Mr cooper group inc,COOP,"",2253671.0,50301000.0,0.00956068,0.007,903,-296117.0,-11.613397,reduction,2.4490573,Q3 2015,FINANCE,13F,09/30/2020,13.86,30.6
Novavax inc,NVAX,"",463998.0,50274000.0,0.00955555,0.0046,904,215103.0,86.423191,addition,0.7571998,Q2 2007,HEALTH CARE,13F,09/30/2020,1094.6382,129.34
Pra health sciences inc,PRAH,"",494331.0,50144000.0,0.00953084,0.0018,905,411270.0,495.142124,addition,0.7728628,Q4 2014,HEALTH CARE,13F,09/30/2020,100.9309,121.14
Oneok inc. (oklahoma natural gas),OKE,"",1924248.0,49994000.0,0.00950233,0.0233,906,-1241272.0,-39.212262,reduction,0.4331922,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,59.1,38.8
Lamar advertising co,LAMR,"",754963.0,49956000.0,0.00949511,0.0084,907,187299.0,32.994694,addition,0.7488977,Q1 2001,COMMUNICATIONS,13F,09/30/2020,61.9743,81.39
Vanguard s&p small-cap 600 etf,VIOO,"",385412.0,49772000.0,0.00946014,0.0101,908,22361.0,6.15919,addition,No Data,Q1 2011,FINANCE,13F,09/30/2020,122.5273,168.23
First trust emerging markets alphadex fd,FEM,"",2291804.0,49594000.0,0.00942631,0.0109,909,-64334.0,-2.730485,reduction,No Data,Q2 2011,FINANCE,13F,09/30/2020,25.44,24.65
Cheniere energy partners lp,CQP,"",1490681.0,49580000.0,0.00942364,0.0106,910,121780.0,8.896188,addition,0.3079814,Q2 2007,ENERGY,13F,09/30/2020,32.9937,33.22
Tc energy corp,TRP,"",1175608.0,49400000.0,0.00938943,0.0106,911,54052.0,4.819376,addition,0.1250683,Q1 2001,ENERGY,13F,09/30/2020,46.0555,41.34
Vanguard s&p mid-cap 400 etf,IVOO,"",393075.0,49347000.0,0.00937936,0.0108,912,-13127.0,-3.231643,reduction,No Data,Q1 2011,FINANCE,13F,09/30/2020,118.15,156.17
Celanese corp,CE,"",458861.0,49305000.0,0.00937137,0.0064,913,126029.0,37.86565,addition,0.3879097,Q1 2005,MATERIALS,13F,09/30/2020,109.4882,129.85
Ishares msci all cntry asia ex japan index fund,AAXJ,"",638436.0,49268000.0,0.00936434,0.0061,914,242169.0,61.112583,addition,No Data,Q1 2009,FINANCE,13F,09/30/2020,71.9066,86.76
Cohen & steers quality income realty fnd,RQI,"",4404740.0,48937000.0,0.00930143,0.0109,915,-107736.0,-2.387514,reduction,No Data,Q2 2003,REAL ESTATE,13F,09/30/2020,10.09,11.95
Blackrock taxable municipal bond trust,BBN,"",1883992.0,48833000.0,0.00928166,0.0107,916,-50409.0,-2.605923,reduction,No Data,Q3 2010,FINANCE,13F,09/30/2020,22.25,27.3
Exponent inc.,EXPO,"",677922.0,48831000.0,0.00928128,0.0054,917,373892.0,122.978653,addition,1.3132324,Q1 2011,INDUSTRIALS,13F,09/30/2020,66.5945,88.79
Nextera energy partners lp,NEP,"",812132.0,48695000.0,0.00925543,0.0084,918,70344.0,9.483033,addition,1.2393406,Q3 2014,ENERGY,13F,09/30/2020,42.9528,66.14
Bank of nova scotia (nyse) adr,BNS,"",1169690.0,48554000.0,0.00922863,0.0123,919,-175150.0,-13.023854,reduction,0.0965546,Q2 2002,FINANCE,13F,09/30/2020,49.96,53.49
Invesco s&p 500 pure value etf,RPV,"",988796.0,48471000.0,0.00921286,0.0102,920,20760.0,2.144548,addition,No Data,Q4 2009,FINANCE,13F,09/30/2020,54.4241,60.57
Rollins  inc.,ROL,"",1339999.5,48411000.0,0.00920145,0.0049,921,551032.5,69.842275,addition,0.2725580,Q1 2003,INDUSTRIALS,13F,09/30/2020,32.6784,40.05
Aes corp. (the),AES,"",2668749.0,48332000.0,0.00918644,0.0056,922,911393.0,51.861603,addition,0.4012365,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,15.4168,23.27
Invesco s&p midcap low volatility etf,XMLV,"",1159231.0,48294000.0,0.00917921,0.013,923,-258515.0,-18.234225,reduction,No Data,Q1 2013,FINANCE,13F,09/30/2020,45.61,48.04
Ametek inc.,AME,"",484681.0,48177000.0,0.00915698,0.009,924,27572.0,6.031822,addition,0.2110701,Q1 2001,INDUSTRIALS,13F,09/30/2020,79.0193,119.04
First trust high income long short fund,FSD,"",3457795.0,48132000.0,0.00914842,0.0097,925,159973.0,4.850868,addition,No Data,Q4 2010,FINANCE,13F,09/30/2020,15.7321,14.63
Alliancebernstein holding lp,AB,"",1779424.0,48116000.0,0.00914538,0.0113,926,-93412.0,-4.98773,reduction,1.8471791,Q1 2001,FINANCE,13F,09/30/2020,26.15,33.37
Spdr port emerging markets etf,SPEM,"",1315359.0,48090000.0,0.00914044,0.0099,927,-25718.0,-1.917712,reduction,No Data,Q4 2008,FINANCE,13F,09/30/2020,35.31,41.18
First trust developed markets ex-us alphadex fund,FDT,"",956205.0,48082000.0,0.00913892,0.0094,928,54650.0,6.061749,addition,No Data,Q3 2011,FINANCE,13F,09/30/2020,55.7202,55.74
Sunoco lp,SUN,"",1957130.0,47735000.0,0.00907297,0.0105,929,-121239.0,-5.833372,reduction,2.3565223,Q4 2014,INDUSTRIALS,13F,09/30/2020,22.21,28.58
Invesco kbw bank etf,KBWB,"",1270659.0,47637000.0,0.00905434,0.0053,930,639849.0,101.43292,addition,No Data,Q1 2012,FINANCE,13F,09/30/2020,36.4326,49.48
Entergy corp.,ETR,"",481891.0,47479000.0,0.00902431,0.0067,931,157852.0,48.713889,addition,0.2406912,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,98.5569,95.35
Blackrock enhanced intl dividend trust,BGY,"",8994071.0,47399000.0,0.0090091,0.0099,932,254654.0,2.913856,addition,No Data,Q3 2007,FINANCE,13F,09/30/2020,7.0676,5.8
Invesco s&p 500 high dividend low volati,SPHD,"",1432820.0,47269000.0,0.00898439,0.0124,933,-262324.0,-15.475027,reduction,No Data,Q4 2012,FINANCE,13F,09/30/2020,39.12,37.26
Invesco ftse rafi us 1000 etf,PRF,"",413703.0,47076000.0,0.00894771,0.0103,934,-15218.0,-3.547973,reduction,No Data,Q3 2006,FINANCE,13F,09/30/2020,91.46,131.8
Ishares u.s. telecommunications etf,IYZ,"",1725590.0,46936000.0,0.0089211,0.0097,935,137951.0,8.689066,addition,No Data,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,28.7089,30.22
Nuveen municipal value fund,NUV,"",4399498.0,46899000.0,0.00891407,0.0105,936,-231735.0,-5.003743,reduction,No Data,Q1 2002,FINANCE,13F,09/30/2020,9.88,11.12
Snap-on inc.,SNA,"",317104.0,46656000.0,0.00886788,0.0099,937,-6553.0,-2.024674,reduction,0.5822038,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,163.29,169.77
Cdw corp.,CDW,"",389298.0,46532000.0,0.00884431,0.0093,938,29431.0,8.178299,addition,0.2728667,Q3 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,115.1391,129.23
Avangrid inc,AGR,"",921456.0,46497000.0,0.00883766,0.0005,939,870823.0,1719.872415,addition,0.2982005,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,50.4452,44.88
Vanguard extended duration treasury etf,EDV,"",280725.0,46477000.0,0.00883386,0.0078,940,68381.0,32.202935,addition,No Data,Q1 2009,FINANCE,13F,09/30/2020,152.6556,152.08
Arthur j. gallagher & co inc,AJG,"",439195.0,46370000.0,0.00881352,0.0103,941,-39674.0,-8.284938,reduction,0.2293818,Q1 2001,FINANCE,13F,09/30/2020,66.17,123.42
Invesco s&p global water index etf,CGW,"",1120896.0,46348000.0,0.00880934,0.0094,942,-16710.0,-1.468874,reduction,No Data,Q2 2007,MUTUAL FUND,13F,09/30/2020,28.36,46.33
Invesco bulletshares 2024 corporate bd e,BSCO,"",2085297.0,46252000.0,0.00879109,0.0106,943,-92648.0,-4.253918,reduction,No Data,Q1 2015,FINANCE,13F,09/30/2020,20.99,22.34
First trust europe alphadex fund,FEP,"",1391569.0,46227000.0,0.00878634,0.0107,944,-203501.0,-12.758123,reduction,No Data,Q4 2011,FINANCE,13F,09/30/2020,36.27,38.45
Altice usa inc,ATUS,"",1773174.0,46103000.0,0.00876277,0.0005,945,1681630.0,1836.963646,addition,0.3067258,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,26.0392,36.03
Koninklijke philips electronics nv adr,PHG,"",977229.0,46077000.0,0.00875783,0.0065,946,349450.0,55.664493,addition,0.1074592,Q1 2001,INDUSTRIALS,13F,09/30/2020,40.2441,53.79
Eog resources inc,EOG,"",1281069.0,46041000.0,0.00875099,0.0179,947,-311575.0,-19.56338,reduction,0.2200229,Q1 2001,ENERGY,13F,09/30/2020,79.44,49.6
Domo inc,DOMO,"",1316461.0,46023476.56,0.00874766,0.0072,948,338880.0,34.665158,addition,4.4974826,,INFORMATION TECHNOLOGY,13G,10/26/2020,,67.26
Waste connections inc,WCN,"",443200.0,46004000.0,0.00874396,0.008,949,58544.0,15.219833,addition,0.1685836,Q1 2001,INDUSTRIALS,13F,09/30/2020,86.737,101.49
Restaurant brands international inc,QSR,"",799584.0,45984000.0,0.00874015,0.009,950,57399.0,7.733786,addition,0.2634362,Q4 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,58.9859,60.71
Invesco s and p midcap momentum etf,XMMO,"",692234.0,45846000.0,0.00871392,0.0091,951,-1571.0,-0.226432,reduction,No Data,Q4 2006,FINANCE,13F,09/30/2020,51.91,79.47
Gravity co. ltd adr,GRVY,"",318436.0,45648000.0,0.00867629,0.003,952,74876.0,30.742322,addition,4.5825382,Q3 2012,INFORMATION TECHNOLOGY,13F,09/30/2020,71.5676,200.6
Hca healthcare inc,HCA,"",365549.0,45577000.0,0.0086628,0.0072,953,29148.0,8.664659,addition,0.1081399,Q1 2011,HEALTH CARE,13F,09/30/2020,122.8579,164.24
Annaly mortgage management  inc.,NLY,"",6394207.0,45529000.0,0.00865367,0.0092,954,52458.0,0.827185,addition,0.4558053,Q3 2001,REAL ESTATE,13F,09/30/2020,9.2821,8.44
Doubleline income solutions fund,DSL,"",2836063.0,45433000.0,0.00863543,0.0099,955,-86035.0,-2.944289,reduction,2.7844968,Q2 2013,FINANCE,13F,09/30/2020,20.77,16.35
Hartford financial services group,HIG,"",1232365.0,45425000.0,0.00863391,0.0073,956,372460.0,43.314087,addition,0.3440473,Q1 2001,FINANCE,13F,09/30/2020,47.1939,48.41
Generac holdlings inc,GNRC,"",234256.0,45361000.0,0.00862174,0.0058,957,18909.0,8.780712,addition,0.3730805,Q4 2010,INDUSTRIALS,13F,09/30/2020,86.838,233.2
Halliburton co.,HAL,"",3762152.0,45335000.0,0.0086168,0.0083,958,885000.0,30.759584,addition,0.4282617,Q1 2001,ENERGY,13F,09/30/2020,29.4713,19.21
Cbre group inc common stock class a,CBRE,"",964342.0,45297000.0,0.00860958,0.009,959,68084.0,7.596473,addition,0.2876248,Q1 2005,REAL ESTATE,13F,09/30/2020,46.3008,62.93
Nisource inc.,NI,"",2055216.0,45216000.0,0.00859418,0.0106,960,-47184.0,-2.244292,reduction,0.5365776,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,26.47,22.09
Emerging markets internet and ecommerce etf,EMQQ,"",865643.0,45212000.0,0.00859342,0.0074,961,149886.0,20.940906,addition,No Data,Q1 2017,FINANCE,13F,09/30/2020,39.5709,61.4
Nasdaq inc,NDAQ,"",367553.0,45103000.0,0.0085727,0.0085,962,45412.0,14.096933,addition,0.2237651,Q3 2005,FINANCE,13F,09/30/2020,79.6238,128.62
Gartner  inc.,IT,"",360857.0,45089000.0,0.00857004,0.0084,963,47387.0,15.116917,addition,0.4044004,Q3 2005,INFORMATION TECHNOLOGY,13F,09/30/2020,142.7232,158.63
Rio tinto plc (nyse) adr,RIO,"",746588.0,45087000.0,0.00856966,0.0088,964,40397.0,5.720407,addition,0.0598851,Q1 2001,MATERIALS,13F,09/30/2020,46.7786,75.94
Turkcell iletisim hizmetleri as adr,TKC,"",9363070.0,44849000.0,0.00852443,0.0124,965,-389045.0,-3.98934,reduction,1.0722188,Q4 2003,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,7.79,5.27
Alps sector dividend dogs etf,SDOG,"",1184219.0,44776000.0,0.00851055,0.0119,966,-289401.0,-19.638781,reduction,No Data,Q3 2012,FINANCE,13F,09/30/2020,38.85,44.24
Campbell soup co.,CPB,"",923830.0,44685000.0,0.00849325,0.0095,967,60175.0,6.967481,addition,0.3056296,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,43.7144,48.55
Weingarten realty investors,WRI,"",2634649.0,44682000.0,0.00849268,0.0142,968,-764884.0,-22.499679,reduction,2.0566626,Q1 2001,REAL ESTATE,13F,09/30/2020,21.66,21.38
Proofpoint inc,PFPT,"",423273.0,44677000.0,0.00849173,0.0096,969,31569.0,8.059402,addition,0.7343171,Q1 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,113.2402,135.13
Invesco s&p 500 top 50 etf,XLG,"",170463.0,44651000.0,0.00848679,0.0086,970,6677.0,4.076661,addition,No Data,Q1 2007,FINANCE,13F,09/30/2020,159.9767,281.59
Sk telecom co.  ltd. adr,SKM,"",1980876.0,44411000.0,0.00844118,0.0086,971,-34436.0,-1.708718,reduction,0.3006398,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,20.87,24.66
Eaton vance tax-advantaged global dividend income fund,ETG,"",2983175.0,44360000.0,0.00843148,0.0095,972,-24974.0,-0.830212,reduction,No Data,Q2 2005,FINANCE,13F,09/30/2020,14.97,17.77
Booz allen hamilton holding corp,BAH,"",534304.0,44336000.0,0.00842692,0.0086,973,32018.0,6.374456,addition,0.3877318,Q1 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,61.6027,87.37
Oshares u.s. quality dividend etf-oshares u.s. quality dividend etf,OUSA,"",1220481.0,44255000.0,0.00841152,0.0088,974,15356.0,1.274225,addition,No Data,Q2 2016,FINANCE,13F,09/30/2020,29.5456,
Compania de minas buenaventura s.a. adr,BVN,"",3619558.0,44231000.0,0.00840696,0.0082,975,-457124.0,-11.213139,reduction,1.4250965,Q1 2001,MATERIALS,13F,09/30/2020,15.79,12.26
Invesco taxable municipal bond etf,BAB,"",1325850.0,44217000.0,0.0084043,0.0086,976,142096.0,12.003845,addition,No Data,Q4 2009,FINANCE,13F,09/30/2020,30.4305,33.53
Twitter inc,TWTR,PRN,43108000.0,43998000.0,0.00836268,0.01,977,-3392000.0,-7.294624,reduction,N/A,Q4 2015,COMMUNICATIONS,13F,09/30/2020,,53.97
Noble energy inc,NBL,"",5124484.0,43813000.0,0.00832751,0.0019,978,4165800.0,434.533173,addition,1.0573581,Q1 2001,ENERGY,13F,09/30/2020,11.3824,
Invesco s&p 500 pure growth etf,RPG,"",309290.0,43807000.0,0.00832637,0.0091,979,-8848.0,-2.781183,reduction,No Data,Q1 2007,FINANCE,13F,09/30/2020,71.84,161.99
Sumitomo mitsui financial group inc. adr,SMFG,"",7831134.0,43776000.0,0.00832048,0.0099,980,-133822.0,-1.680135,reduction,0.1142852,Q4 2010,FINANCE,13F,09/30/2020,8.5,6.02
Invesco financial preferred etf,PGF,"",2332208.0,43706000.0,0.00830718,0.0083,981,238017.0,11.365582,addition,No Data,Q1 2007,FINANCE,13F,09/30/2020,17.9139,19.15
Victoryshares us eq income enhanced vola,CDC,"",921341.0,43682000.0,0.00830261,0.0106,982,-104650.0,-10.199895,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2020,43.85,53.151
Sensata technologies holding n.v.,ST,"",1006915.0,43438000.0,0.00825624,0.0018,983,783772.0,351.242029,addition,0.6404792,Q1 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,43.6785,52.23
Shell midstream partners l.p.,SHLX,"",4589510.0,43417000.0,0.00825225,0.0074,984,1854666.0,67.816153,addition,1.1669545,Q4 2014,ENERGY,13F,09/30/2020,14.4297,10.08
Nustar energy unit,NS,"",4088068.0,43416000.0,0.00825206,0.0101,985,903507.0,28.371477,addition,3.7438104,Q1 2003,ENERGY,13F,09/30/2020,21.6972,14.46
Blackrock science and technology trust,BST,"",1006986.0,43351000.0,0.0082397,0.0074,986,124409.0,14.096107,addition,No Data,Q4 2014,FINANCE,13F,09/30/2020,24.2325,53.26
Blackrock enhanced global div trust,BOE,"",4521254.0,43268000.0,0.00822393,0.0093,987,71689.0,1.611146,addition,No Data,Q3 2006,FINANCE,13F,09/30/2020,13.231,10.68
Davis select worldwide etf,DWLD,"",1674716.0,43174000.0,0.00820606,0.0084,988,68687.0,4.276822,addition,No Data,Q3 2017,FINANCE,13F,09/30/2020,25.4252,30.09
Incyte corporation,INCY,"",479570.0,43036000.0,0.00817983,0.0087,989,99810.0,26.282389,addition,0.2192830,Q1 2001,HEALTH CARE,13F,09/30/2020,95.2911,87.37
Verint systems inc,VRNT,PRN,42157000.0,42941000.0,0.00816177,0.0079,990,5882000.0,16.215024,addition,N/A,Q1 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,,66.25
Hubspot inc,HUBS,"",146039.0,42677000.0,0.00811159,0.0065,991,14959.0,11.412115,addition,0.3205132,Q4 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,111.1276,414.76
American campus communities inc,ACC,"",1219693.0,42591000.0,0.00809525,0.0133,992,-499278.0,-29.045167,reduction,0.8861981,Q3 2004,REAL ESTATE,13F,09/30/2020,35.02,43.5
Innovative industrial properties inc,IIPR,"",342928.0,42560000.0,0.00808936,0.0067,993,192.0,0.05602,addition,1.5802822,Q4 2016,REAL ESTATE,13F,09/30/2020,66.4723,188.43
Henry (jack) & associates  inc.,JKHY,"",261684.0,42547000.0,0.00808689,0.0124,994,-43607.0,-14.283749,reduction,0.3414376,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,141.59,157.69
Palo alto networks inc,PANW,PRN,37726000.0,42540000.0,0.00808556,0.0107,995,-6987000.0,-15.626328,reduction,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,,367.14
Clearway energy inc,CWEN,"",1569720.0,42320000.0,0.00804374,0.0081,996,-10759.0,-0.680743,reduction,0.7822015,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,19.43,32.67
Ritchie brothers auctioneers  inc.,RBA,"",713337.0,42264000.0,0.0080331,0.0035,997,326387.0,84.348624,addition,0.6523673,Q3 2005,INDUSTRIALS,13F,09/30/2020,48.6017,71.24
Nexstar media group inc,NXST,"",469419.0,42216000.0,0.00802397,0.0085,998,9588.0,2.085114,addition,1.0365107,Q4 2012,COMMUNICATIONS,13F,09/30/2020,85.4729,105.03
Invesco db commodity index tracking fund,DBC,"",3231798.0,42207000.0,0.00802226,0.0047,999,1511041.0,87.812573,addition,No Data,Q1 2006,MATERIALS,13F,09/30/2020,16.3079,14.6
Ishares msci germany etf,EWG,"",1447432.0,42164000.0,0.00801409,0.0067,1000,336540.0,30.294574,addition,No Data,Q1 2002,FINANCE,13F,09/30/2020,28.5314,31.84
Blackrock limited duration income trust,BLW,"",2864611.0,42138000.0,0.00800915,0.0087,1001,34780.0,1.229049,addition,No Data,Q1 2004,FINANCE,13F,09/30/2020,15.846,15.92
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",4594438.0,42131000.0,0.00800782,0.0145,1002,-2655615.0,-36.628905,reduction,0.4516263,Q1 2001,FINANCE,13F,09/30/2020,10.63,12.35
Victoryshares us 500 enhanced volatility,CFO,"",773820.0,42129000.0,0.00800744,0.0088,1003,3778.0,0.490623,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,47.5638,61.876
Crispr therapeutics ag,CRSP,"",503500.0,42114000.0,0.00800459,0.0091,1004,-57813.0,-10.299601,reduction,0.7175229,Q4 2016,HEALTH CARE,13F,09/30/2020,41.75,168.5
Golar lng ltd,GLNG,"",5040994.0,42092299.9,0.00800046,0.0041,1005,1530354.0,43.591881,addition,5.1503882,,ENERGY,13G,11/12/2020,,9.31
Calamos strategic total return fund,CSQ,"",3122172.0,42024000.0,0.00798748,0.0087,1006,-38250.0,-1.210281,reduction,No Data,Q2 2006,FINANCE,13F,09/30/2020,10.78,15.84
Veon ltd adr,VEON,"",33298714.0,41956000.0,0.00797455,0.0187,1007,-13536226.0,-28.901982,reduction,1.9037329,Q2 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,2.65,1.61
First trust dorsey wright international focus 5 etf-first trust dorsey wright international focus 5 etf,IFV,"",2231012.0,41921000.0,0.0079679,0.0085,1008,-60050.0,-2.621055,reduction,No Data,Q3 2014,FINANCE,13F,09/30/2020,19.53,21.88
Spdr s&p metals & mining etf,XME,"",1803558.0,41914000.0,0.00796657,0.0042,1009,910588.0,101.972967,addition,No Data,Q1 2007,FINANCE,13F,09/30/2020,25.0422,32.6
Vanguard s&p 500 value etf,VOOV,"",382051.0,41613000.0,0.00790936,0.0083,1010,22908.0,6.378518,addition,No Data,Q1 2011,FINANCE,13F,09/30/2020,98.4762,121.92
American capital agency corp.,AGNC,"",2982916.0,41493000.0,0.00788655,0.0041,1011,1548254.0,107.917684,addition,0.5369620,Q2 2008,REAL ESTATE,13F,09/30/2020,15.0114,15.57
Wisdomtree u.s. smallcap dividend fund-n/a,DES,"",1968233.0,41490000.0,0.00788598,0.0101,1012,-190114.0,-8.808315,reduction,No Data,Q3 2006,FINANCE,13F,09/30/2020,22.34,26.55
Vanguard international high dividend yield etf,VYMI,"",796117.0,41446000.0,0.00787762,0.0085,1013,47201.0,6.302576,addition,No Data,Q4 2016,FINANCE,13F,09/30/2020,59.8867,60.41
Nrg energy inc,NRG,"",1340602.0,41211000.0,0.00783295,0.0079,1014,245227.0,22.387493,addition,0.5491168,Q2 2004,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,30.5848,35.08
Sunstone hotel investors  inc.,SHO,"",5188055.0,41193000.0,0.00782953,0.01,1015,-358890.0,-6.470048,reduction,2.4059368,Q4 2004,REAL ESTATE,13F,09/30/2020,12.75,11.35
Vroom  inc.,VRM,"",795554.0,41193000.0,0.00782953,0.0095,1016,-26085.0,-3.174752,reduction,0.6666472,Q2 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,52.14,42.89
Fireeye inc,FEYE,"",3336572.0,41190000.0,0.00782896,0.0087,1017,108698.0,3.36748,addition,1.4794933,Q4 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,14.8361,22.37
First trust water etf,FIW,"",680673.0,41140000.0,0.00781946,0.0079,1018,37592.0,5.845609,addition,No Data,Q1 2008,MUTUAL FUND,13F,09/30/2020,42.5649,71.46
Verisign inc.,VRSN,"",200402.0,41052000.0,0.00780273,0.0078,1019,29783.0,17.455852,addition,0.1744846,Q1 2001,COMMUNICATIONS,13F,09/30/2020,147.7817,214.59
Perkinelmer inc.,PKI,"",326689.0,41003000.0,0.00779342,0.0063,1020,38098.0,13.201382,addition,0.2921705,Q1 2001,HEALTH CARE,13F,09/30/2020,85.5547,139.71
Suncor energy  inc.,SU,"",3350390.0,40974000.0,0.00778791,0.0161,1021,-961918.0,-22.306338,reduction,0.2196760,Q1 2001,ENERGY,13F,09/30/2020,26.47,17.1
Invesco credit opportunities fund,VTA,"",4434298.0,40840000.0,0.00776244,0.0089,1022,-92146.0,-2.035726,reduction,No Data,Q3 2007,FINANCE,13F,09/30/2020,12.13,10.49
Cubesmart,CUBE,"",1263689.0,40830000.0,0.00776054,0.01,1023,-409958.0,-24.49489,reduction,0.6522342,Q2 2005,REAL ESTATE,13F,09/30/2020,27.92,33.7
Gap (the),GPS,"",2395555.0,40797000.0,0.00775426,0.0027,1024,1416314.0,144.633854,addition,0.6412204,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,18.5016,20.43
Cincinnati bell inc. (broadwing - cincinnati & suburban bell telephone),CBB,"",2676799.0,40687344.8,0.00773342,0.0009,1025,2379187.0,799.425762,addition,5.2817029,,UTILITIES AND TELECOMMUNICATIONS,13G,10/26/2020,,15.29
Spdr portfolio intm term corp bond etf,SPIB,"",1106558.0,40677000.0,0.00773146,0.0087,1026,24644.0,2.277815,addition,No Data,Q2 2009,FINANCE,13F,09/30/2020,34.433,37.1
Costar group inc,CSGP,"",47863.0,40612000.0,0.0077191,0.0087,1027,-7509.0,-13.561006,reduction,0.1215812,Q3 2005,INDUSTRIALS,13F,09/30/2020,442.11,906.63
Kinross gold corp. adr,KGC,"",4600726.0,40579000.0,0.00771283,0.0068,1028,358407.0,8.448375,addition,0.3656372,Q4 2001,MATERIALS,13F,09/30/2020,4.2464,7.39
