Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Insight enterprises  inc.,NSIT,"",516165.0,29106000.0,0.00487104,0.0053,1258,-45065.0,-8.029685,reduction,1.4706484,Q1 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,43.2,79.12
United states steel corp.,X,"",3951253.0,29082000.0,0.00486703,0.0055,1259,16186.0,0.411327,addition,1.7927302,Q1 2001,MATERIALS,13F,09/30/2020,6.8719,20.88
Roku inc,ROKU,"",154313.0,28992000.0,0.00485196,0.008,1260,-199866.0,-56.430788,reduction,0.1415892,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,87.49,408.3
Supernus pharmaceuticals inc,SUPN,PRN,31346000.0,28904000.0,0.00483724,0.0034,1261,11562000.0,58.441165,addition,N/A,Q2 2019,HEALTH CARE,13F,09/30/2020,,29.22
Cincinnati financial corp. (cincinnati insurance co.),CINF,"",369999.0,28819000.0,0.00482301,0.0035,1262,90205.0,32.239791,addition,0.2299603,Q1 2001,FINANCE,13F,09/30/2020,65.9313,93.7
Corning inc.,GLW,"",901298.0,28814000.0,0.00482218,0.003,1263,310890.0,52.656807,addition,0.1179694,Q1 2001,MATERIALS,13F,09/30/2020,27.0909,37.8
Arc document solutions inc,ARC,CALL,331000.0,28761000.0,0.00481331,0.0036,1264,140200.0,73.480084,addition,N/A,Q3 2015,INDUSTRIALS,13F,09/30/2020,,2.09
Plug power inc.,PLUG,"",2184048.0,28741000.0,0.00480996,0.0014,1265,1310396.0,149.990614,addition,0.5255190,Q4 2015,INDUSTRIALS,13F,09/30/2020,10.9219,60.14
National general holdings corp,NGHC,"",844036.0,28621000.0,0.00478988,0.0011,1266,580236.0,219.952995,addition,10.5504500,Q2 2015,FINANCE,13F,09/30/2020,30.2745,
Black hills corp.,BKH,"",535219.0,28425000.0,0.00475707,0.0058,1267,1797.0,0.336881,addition,0.8529836,Q4 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,72.4262,61.97
Welbilt inc,WBT,"",4773408.0,28403000.0,0.00475339,0.0052,1268,308710.0,6.914465,addition,3.3730548,Q1 2016,INDUSTRIALS,13F,09/30/2020,15.1017,14.18
Clearway energy inc,CWEN,"",1098319.0,28303000.0,0.00473666,0.005,1269,-20186.0,-1.80473,reduction,1.3466584,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,18.3,33.78
Jpmorgan corporate bond research enhanced etf,JIGB,"",494707.0,28250000.0,0.00472779,0.0054,1270,207.0,0.04186,addition,No Data,Q4 2018,FINANCE,13F,09/30/2020,50.2828,56.98
Allscripts healthcare solutions inc,MDRX,"",3504541.0,28246000.0,0.00472712,0.0054,1271,-603768.0,-14.696266,reduction,2.2183211,Q3 2009,HEALTH CARE,13F,09/30/2020,11.69,16.64
Horizon therapeutics plc,HZNP,PUT,360000.0,28138000.0,0.00470904,,1272,360000.0,,new,N/A,Q3 2020,HEALTH CARE,13F,09/30/2020,,78.72
Idacorp inc. holding co.,IDA,"",349502.0,27994000.0,0.00468494,0.0055,1273,21334.0,6.500939,addition,0.6926059,Q3 2004,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,82.2756,90.35
Bhp group ltd,BHP,"",542038.0,27968000.0,0.00468059,0.006,1274,-78518.0,-12.652847,reduction,0.0214332,Q1 2003,ENERGY,13F,09/30/2020,41.92,70.61
Ishares russell 2000 value etf,IWN,"",281928.0,27937000.0,0.0046754,0.005,1275,14503.0,5.423203,addition,No Data,Q1 2002,FINANCE,13F,09/30/2020,107.5635,141.98
Unilever n.v. adr,UN,"",459960.0,27883000.0,0.00466637,0.0061,1276,-133804.0,-22.534879,reduction,N/A,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,47.35,
Sabra healthcare reit inc,SBRA,"",2001006.0,27854000.0,0.00466151,0.0042,1277,486536.0,32.125826,addition,0.9670044,Q2 2012,HEALTH CARE,13F,09/30/2020,18.8609,17.5
Stepstone group inc.,STEP,"",1089549.0,27850000.0,0.00466084,,1278,1089549.0,,new,3.7265464,Q3 2020,FINANCE,13F,09/30/2020,26.61,37.46
Sensata technologies holding n.v.,ST,"",652351.0,27849000.0,0.00466068,0.0044,1279,45195.0,7.443721,addition,0.4146924,Q1 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,37.807,54.72
Biotechne corp,TECH,"",112777.0,27828000.0,0.00465716,0.005,1280,15144.0,15.511149,addition,0.2920980,Q1 2001,HEALTH CARE,13F,09/30/2020,199.5182,347.71
Pinterest inc,PINS,CALL,686100.0,27828000.0,0.00465716,,1281,686100.0,,new,N/A,Q3 2020,COMMUNICATIONS,13F,09/30/2020,,69.75
Avangrid inc,AGR,"",564669.0,27815000.0,0.00465499,0.0033,1282,157148.0,38.561939,addition,0.1824508,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,51.2972,45.71
Teva pharmaceutical industries ltd  adr,TEVA,PUT,3136900.0,27762000.0,0.00464612,0.0068,1283,260000.0,9.037506,addition,N/A,Q4 2014,HEALTH CARE,13F,09/30/2020,,11.96
Radian group inc.,RDN,"",1898997.0,27706000.0,0.00463675,0.0055,1284,57043.0,3.096874,addition,0.9913505,Q4 2015,FINANCE,13F,09/30/2020,18.0922,21.69
Dynatrace inc,DT,"",672141.0,27706000.0,0.00463675,0.0094,1285,-525855.0,-43.894554,reduction,0.2382663,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,20.96,43.3
Apollo glbl management llc,APO,"",610649.0,27694000.0,0.00463474,0.0058,1286,9271.0,1.541626,addition,0.2668736,Q3 2011,FINANCE,13F,09/30/2020,36.1919,47.95
Mcdonalds corp.,MCD,PUT,126600.0,27685000.0,0.00463323,0.0034,1287,32100.0,33.968254,addition,N/A,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,,209.91
Norwegian cruise line holdings ltd,NCLH,CALL,1669900.0,27653000.0,0.00462788,0.0036,1288,535600.0,47.218549,addition,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,,25.38
Vereit inc  6.70% series f cumulative redeemable preferred stock,VER+F,"",1098677.0,27631726.55,0.00462432,,1289,-1513721.0,-57.943736,reduction,5.8219632,,REAL ESTATE,13G,12/31/2020,,25.27
Aflac inc.,AFL,"",764386.0,27533000.0,0.00460779,0.0046,1290,107661.0,16.39362,addition,0.1088179,Q1 2001,FINANCE,13F,09/30/2020,38.9532,46.48
Brown & brown inc.,BRO,"",609322.0,27522000.0,0.00460595,0.0054,1291,-82752.0,-11.957103,reduction,0.2145054,Q1 2001,FINANCE,13F,09/30/2020,32.64,46.3
Kbr inc,KBR,"",1209658.0,27460000.0,0.00459558,0.0057,1292,-101554.0,-7.745048,reduction,0.8487217,Q1 2007,INDUSTRIALS,13F,09/30/2020,21.24,31.53
Spdr s&p industrial etf,XLI,PUT,355600.0,27445000.0,0.00459307,0.0086,1293,-294400.0,-45.292308,reduction,No Data,Q3 2017,INDUSTRIALS,13F,09/30/2020,,88.83
Lkq corp,LKQ,"",989832.0,27369000.0,0.00458035,0.0042,1294,165404.0,20.06288,addition,0.3252332,Q1 2006,INDUSTRIALS,13F,09/30/2020,31.0033,37.85
Scotts miracle-gro co. (the),SMG,"",179452.0,27332000.0,0.00457415,0.0023,1295,91855.0,104.860897,addition,0.3222411,Q1 2001,MATERIALS,13F,09/30/2020,120.1805,220.89
Bank of new york mellon corp,BK,"",806001.0,27300000.0,0.0045688,0.0179,1296,-1597466.0,-66.465069,reduction,0.0909568,Q1 2001,FINANCE,13F,09/30/2020,40.68,45.57
Williams-sonoma inc.,WSM,"",305426.0,27260000.0,0.00456211,0.0036,1297,80196.0,35.606269,addition,0.3987403,Q2 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,73.9806,124.86
Ishares trust ishares s&p midcap 400 growth index fund,IJK,"",457132.0,27192000.0,0.00455073,0.0052,1298,-19420.0,-4.075106,reduction,No Data,Q3 2004,FINANCE,13F,09/30/2020,46.19,75.92
Dominion energy units series a n3:domini,DCUE,"",266814.0,27152000.0,0.00454403,0.0052,1299,-735.0,-0.274716,reduction,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,105.14,96.79
Arvinas holding company llc,ARVN,"",1154569.0,27144000.0,0.00454269,0.0025,1300,762484.0,194.469056,addition,2.4276732,Q3 2018,HEALTH CARE,13F,09/30/2020,26.7886,90.6
Medalist diversified reit inc,MDRR,PUT,384800.0,27136000.0,0.00454135,0.0004,1301,354800.0,1182.666667,addition,N/A,Q1 2020,REAL ESTATE,13F,09/30/2020,,2.42
Avient corp. (polyone corp.),AVNT,"",1001764.0,27128000.0,0.00454001,0.0042,1302,179828.0,21.878589,addition,1.0951161,Q4 2015,MATERIALS,13F,09/30/2020,25.6313,42.83
Carnival corp.,CCL,PUT,1797500.0,27088000.0,0.00453332,0.0054,1303,90700.0,5.314038,addition,N/A,Q2 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,,20.79
Renaissancere holdings ltd,RNR,"",160327.0,27016000.0,0.00452127,0.0041,1304,36051.0,29.008819,addition,0.3155419,Q1 2001,FINANCE,13F,09/30/2020,175.0652,159.74
Netapp inc.,NTAP,"",613629.0,26994000.0,0.00451759,0.0049,1305,37501.0,6.509144,addition,0.2746959,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,48.0932,64.66
Check point software technologies ltd,CHKP,"",222961.0,26919000.0,0.00450504,0.0021,1306,120483.0,117.569625,addition,0.1590306,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,113.2434,127.61
Core-mark holding co inc,CORE,"",923610.0,26905000.0,0.00450269,0.0047,1307,-55720.0,-5.689604,reduction,2.0560512,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,29.9,32.39
Unitedhealth group inc.,UNH,PUT,88200.0,26826000.0,0.00448947,0.0051,1308,-1900.0,-2.108768,reduction,N/A,Q3 2014,HEALTH CARE,13F,09/30/2020,,351.3
Vanguard health care etf,VHT,"",133458.0,26815000.0,0.00448763,0.0045,1309,13695.0,11.435084,addition,No Data,Q4 2012,HEALTH CARE,13F,09/30/2020,157.3899,232.3
Worthington industries inc.,WOR,"",648656.0,26685000.0,0.00446588,0.0053,1310,-87193.0,-11.849306,reduction,1.2295864,Q4 2002,MATERIALS,13F,09/30/2020,33.1,56.22
Block (h&r) inc.,HRB,"",1644275.0,26637000.0,0.00445784,0.0042,1311,107422.0,6.989738,addition,0.8964616,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,19.6361,16.5
Lpl financial holdings inc,LPLA,"",350108.0,26623000.0,0.0044555,0.0021,1312,211968.0,153.444332,addition,0.4415618,Q4 2012,FINANCE,13F,09/30/2020,67.4885,118.73
Dowdupont inc. (dow chemical),DD,CALL,482000.0,26602000.0,0.00445199,0.0005,1313,432000.0,864.0,addition,N/A,Q2 2018,MATERIALS,13F,09/30/2020,,82.34
Vanguard consumer discretion etf,VCR,"",114146.0,26577000.0,0.0044478,0.0003,1314,105359.0,1199.032662,addition,No Data,Q4 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,230.0466,285.87
Oak street health  inc.,OSH,"",521212.0,26571000.0,0.0044468,,1315,521212.0,,new,0.2164244,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,53.44,53.35
Spdr doubleline total return tactical etf,TOTL,"",538159.0,26558000.0,0.00444462,0.0086,1316,-357311.0,-39.902063,reduction,No Data,Q1 2015,FINANCE,13F,09/30/2020,48.83,49.22
Lgi homes inc,LGIH,"",232836.0,26494000.0,0.00443391,0.004,1317,-2071.0,-0.881625,reduction,0.9276177,Q3 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,76.77,100.88
Weibo corp adr,WB,PRN,27835000.0,26449000.0,0.00442638,0.0037,1318,7248000.0,35.206684,addition,N/A,Q1 2018,COMMUNICATIONS,13F,09/30/2020,,41.1
Ritchie brothers auctioneers  inc.,RBA,"",444952.0,26315000.0,0.00440395,0.0033,1319,26541.0,6.343284,addition,0.4055624,Q2 2007,INDUSTRIALS,13F,09/30/2020,36.8414,60.47
Marriot vacations worldwide corp,VAC,"",288606.0,26250000.0,0.00439308,0.004,1320,39632.0,15.918128,addition,0.7028411,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,103.5776,136.16
Huya inc,HUYA,"",1105957.0,26212000.0,0.00438672,0.0036,1321,111758.0,11.241009,addition,0.4700250,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,19.6171,21.96
Fiat chrysler automobiles n.v.,FCAU,PUT,2153500.0,26187000.0,0.00438253,0.0094,1322,-2612500.0,-54.815359,reduction,N/A,Q3 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,,15.23
Trimble navigation ltd.,TRMB,"",534479.0,26147000.0,0.00437584,0.0032,1323,147232.0,38.020178,addition,0.2136415,Q1 2003,INFORMATION TECHNOLOGY,13F,09/30/2020,40.9548,69.46
Jpmorgan municipal etf,JMUB,"",478000.0,26070000.0,0.00436295,0.005,1324,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,09/30/2020,51.36,55.01
Hilton worldwide holdings inc,HLT,PUT,300000.0,25980000.0,0.00434789,,1325,300000.0,,new,N/A,Q3 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,,108.41
Nuvasive inc,NUVA,"",546453.0,25918000.0,0.00433751,0.0053,1326,56074.0,11.434829,addition,1.0655509,Q1 2008,HEALTH CARE,13F,09/30/2020,57.3375,56.96
Pennymac mortgage investment trust,PMT,"",1600221.0,25843000.0,0.00432496,0.0044,1327,296100.0,22.704948,addition,1.6198306,Q1 2011,REAL ESTATE,13F,09/30/2020,18.4578,17.22
Healthcare realty trust inc,HR,"",871444.0,25829000.0,0.00432262,0.0045,1328,82583.0,10.468638,addition,0.6405132,Q3 2004,REAL ESTATE,13F,09/30/2020,32.6818,30.23
Trustmark corp. (jackson  ms),TRMK,"",1209459.0,25773000.0,0.00431325,0.0061,1329,-76860.0,-5.97519,reduction,1.9069476,Q4 2007,FINANCE,13F,09/30/2020,30.37,30.55
Ishares global healthcare etf,IXJ,"",361997.0,25762000.0,0.00431141,0.0047,1330,10864.0,3.093984,addition,No Data,Q4 2014,HEALTH CARE,13F,09/30/2020,68.8227,78.32
Omega healthcare investors  inc.,OHI,"",864766.0,25701000.0,0.0043012,0.0051,1331,-28177.0,-3.155521,reduction,0.3809475,Q3 2006,REAL ESTATE,13F,09/30/2020,32.52,35.85
Rpm international inc.,RPM,"",307733.0,25330000.0,0.00423911,0.0039,1332,37399.0,13.834368,addition,0.2365307,Q1 2001,MATERIALS,13F,09/30/2020,56.1872,86.27
Denbury inc.,DEN,"",1380005.0,25324000.0,0.00423811,,1333,1380005.0,,new,2.7600101,Q3 2020, ,13F,09/30/2020,,
Masimo corp,MASI,"",108767.0,25268000.0,0.00422873,0.0095,1334,-107128.0,-49.620417,reduction,0.1975598,Q3 2007,HEALTH CARE,13F,09/30/2020,185.68,261.37
Jpmorgan diversified return emerging markets equity etf,JPEM,"",544428.0,25201000.0,0.00421752,0.0,1335,543226.0,45193.510815,addition,No Data,Q1 2015,FINANCE,13F,09/30/2020,46.7529,56.53
Kingsoft cloud holdings limited adr,KC,"",863699.0,25177000.0,0.0042135,0.0013,1336,641800.0,289.230686,addition,0.3961599,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,30.0413,42.51
Blackstone strategic credit fund,BGB,"",2074274.0,25161000.0,0.00421083,0.0046,1337,575.0,0.027728,addition,No Data,Q2 2014,FINANCE,13F,09/30/2020,14.8393,12.98
Union pacific corp.,UNP,CALL,127200.0,25089000.0,0.00419878,0.0029,1338,37900.0,42.441209,addition,N/A,Q4 2014,TRANSPORTS,13F,09/30/2020,,216.6
Verisign inc.,VRSN,"",122348.0,25071000.0,0.00419576,0.0041,1339,20643.0,20.296937,addition,0.1072195,Q1 2001,COMMUNICATIONS,13F,09/30/2020,117.0423,195.27
Guardant health inc,GH,"",224742.0,24999000.0,0.00418372,0.0053,1340,-114580.0,-33.767336,reduction,0.2248041,Q4 2018,HEALTH CARE,13F,09/30/2020,66.72,159.29
Big lots inc,BIG,"",530631.0,24977000.0,0.00418003,0.0055,1341,-147618.0,-21.764573,reduction,1.4298862,Q3 2004,CONSUMER DISCRETIONARY,13F,09/30/2020,41.98,52.09
Servisfirst bancshares inc,SFBS,"",739929.0,24965000.0,0.00417802,0.005,1342,14803.0,2.041438,addition,1.3723929,Q3 2016,FINANCE,13F,09/30/2020,31.2958,41.99
Sk telecom co.  ltd. adr,SKM,"",1112634.0,24957000.0,0.00417669,0.004,1343,30038.0,2.774627,addition,0.1724721,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,20.8535,25.04
Alcoa corp,AA,"",2137289.0,24942000.0,0.00417418,0.0023,1344,1078854.0,101.929169,addition,1.1495153,Q4 2016,MATERIALS,13F,09/30/2020,12.5065,23.28
Natura & co. holding s.a adr,NTCO,"",1422794.0,24927000.0,0.00417167,0.004,1345,3047.0,0.214616,addition,N/A,Q1 2020,CONSUMER STAPLES,13F,09/30/2020,9.8579,18.65
The trade desk inc class a,TTD,PUT,50000.0,24915000.0,0.00416966,0.0196,1346,-200000.0,-80.0,reduction,N/A,Q2 2020,COMMUNICATIONS,13F,09/30/2020,,785.36
Crh plc adr,CRH,"",677856.0,24714000.0,0.00413602,0.0076,1347,-477454.0,-41.326917,reduction,0.0863448,Q2 2015,MATERIALS,13F,09/30/2020,32.64,44.48
Coca-cola european partners plc,CCEP,"",636877.0,24653000.0,0.00412581,0.0055,1348,-123148.0,-16.203151,reduction,0.1400821,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,44.0,48.59
Amkor technology inc.,AMKR,"",2186728.0,24622000.0,0.00412062,0.005,1349,75916.0,3.596531,addition,0.9019438,Q2 2003,INFORMATION TECHNOLOGY,13F,09/30/2020,7.5995,18.04
Silicon laboratories inc,SLAB,PRN,20572000.0,24622000.0,0.00412062,0.0062,1350,-5770000.0,-21.904183,reduction,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,,136.03
Overstock.com inc,OSTK,"",331820.0,24617000.0,0.00411979,0.0002,1351,295695.0,818.532872,addition,0.7759128,Q4 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,65.4962,59.52
Bio-rad laboratories inc class a,BIO,"",47664.0,24552000.0,0.00410891,0.0032,1352,10928.0,29.747387,addition,0.1926558,Q3 2001,HEALTH CARE,13F,09/30/2020,331.6259,601.15
Topbuild corp,BLD,"",146673.0,24545000.0,0.00410774,0.0042,1353,-43618.0,-22.921736,reduction,0.4441347,Q3 2015,INDUSTRIALS,13F,09/30/2020,95.92,200.23
Shopify inc,SHOP,PUT,23900.0,24514000.0,0.00410255,0.0032,1354,6400.0,36.571429,addition,N/A,Q2 2020,COMMUNICATIONS,13F,09/30/2020,,1170.47
Ugi corp. (united gas improvement),UGI,"",752815.0,24458000.0,0.00409318,0.0043,1355,56865.0,8.170846,addition,0.3611858,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,39.8488,37.63
Walmart inc,WMT,CALL,178000.0,24411000.0,0.00408531,0.0022,1356,84800.0,90.987124,addition,N/A,Q3 2014,CONSUMER STAPLES,13F,09/30/2020,,144.64
Sprouts farmers market inc,SFM,"",1153168.0,24355000.0,0.00407594,0.004,1357,338838.0,41.609421,addition,0.9776730,Q2 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,23.6276,20.92
Glaukos corp,GKOS,"",476952.0,24309000.0,0.00406824,0.001,1358,343531.0,257.478958,addition,1.0608029,Q1 2016,HEALTH CARE,13F,09/30/2020,49.1396,86.34
Vail resorts inc,MTN,"",113534.0,24306000.0,0.00406774,0.0035,1359,14610.0,14.768914,addition,0.2820609,Q1 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,185.417,278.5
Acacia communications inc,ACIA,"",359977.0,24295000.0,0.0040659,0.0048,1360,-6636.0,-1.810083,reduction,0.8541598,Q2 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,64.86,114.37
Ishares core msci total international stock etf,IXUS,"",416748.0,24276000.0,0.00406272,0.0042,1361,19694.0,4.960031,addition,No Data,Q2 2016,FINANCE,13F,09/30/2020,55.7962,69.1
Nortonlifelock inc,NLOK,"",1162946.0,24261000.0,0.00406021,0.0046,1362,-27766.0,-2.331882,reduction,0.1964869,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,20.07,20.45
Spdr energy select sector fund,XLE,CALL,735000.0,24240000.0,0.00405669,0.0059,1363,-30000.0,-3.921569,reduction,No Data,Q4 2014,ENERGY,13F,09/30/2020,,42.75
C.h. robinson worldwide inc,CHRW,"",233513.0,24215000.0,0.00405251,0.0035,1364,6977.0,3.079864,addition,0.1717688,Q1 2001,TRANSPORTS,13F,09/30/2020,81.7204,95.21
Fuller (h.b.) co.,FUL,"",528106.0,24209000.0,0.0040515,0.002,1365,299432.0,130.942739,addition,1.0207795,Q1 2001,MATERIALS,13F,09/30/2020,44.4247,53.02
Visa inc,V,CALL,121300.0,24192000.0,0.00404866,0.0029,1366,44500.0,57.942708,addition,N/A,Q2 2019,FINANCE,13F,09/30/2020,,201.59
Spdr s&p midcap 400 etf,MDY,"",71814.0,24176000.0,0.00404598,0.0062,1367,-26644.0,-27.061285,reduction,No Data,Q4 2001,FINANCE,13F,09/30/2020,341.33,441.24
Foot locker inc. (f. w. woolworth),FL,PUT,750000.0,24083000.0,0.00403042,0.0008,1368,600000.0,400.0,addition,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,,47.85
Novo-nordisk a/s ads,NVO,"",341672.0,23992000.0,0.00401519,0.0044,1369,-4575.0,-1.321311,reduction,0.0147753,Q2 2008,HEALTH CARE,13F,09/30/2020,44.71,72.03
Tapestry inc,TPR,"",1545482.0,23956000.0,0.00400916,0.0035,1370,164946.0,11.947968,addition,0.5571203,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,23.5444,33.62
Lexington realty trust,LXP,"",2270313.0,23929000.0,0.00400464,0.0047,1371,-61626.0,-2.642693,reduction,0.8197481,Q2 2003,REAL ESTATE,13F,09/30/2020,9.69,10.23
Ishares msci world index fund,URTH,"",241011.0,23909000.0,0.0040013,0.0044,1372,-6911.0,-2.78757,reduction,No Data,Q3 2015,FINANCE,13F,09/30/2020,73.65,113.55
American equity investment life holding  co.,AEL,"",1091428.0,23892000.0,0.00399845,0.0051,1373,22926.0,2.145621,addition,1.0999740,Q4 2008,FINANCE,13F,09/30/2020,20.9718,30.5
Davita healthcare partners inc,DVA,PUT,283900.0,23887000.0,0.00399762,,1374,283900.0,,new,N/A,Q3 2020,HEALTH CARE,13F,09/30/2020,,118.75
Brooks automation inc,BRKS,"",506776.0,23844000.0,0.00399042,0.0034,1375,109852.0,27.675827,addition,0.6828956,Q3 2003,INFORMATION TECHNOLOGY,13F,09/30/2020,41.9444,77.73
Ishares trust s&p smallcap 600 value index fund,IJS,"",390426.0,23826000.0,0.00398741,0.0044,1376,15704.0,4.19084,addition,No Data,Q2 2003,FINANCE,13F,09/30/2020,68.1972,88.62
Gaming and leisure properties inc,GLPI,"",643509.0,23745000.0,0.00397385,0.0048,1377,-78612.0,-10.886264,reduction,0.2799012,Q4 2013,REAL ESTATE,13F,09/30/2020,35.55,39.83
Costco co.,COST,PUT,67400.0,23734000.0,0.00397201,0.0058,1378,-32400.0,-32.46493,reduction,N/A,Q1 2017,CONSUMER STAPLES,13F,09/30/2020,,362.16
Cable one inc,CABO,"",13149.0,23733000.0,0.00397184,0.0039,1379,1667.0,14.518377,addition,0.2182528,Q3 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,1312.1159,1985.75
Bp midstream partners lp,BPMP,"",2366219.0,23733000.0,0.00397184,0.0051,1380,71848.0,3.13149,addition,4.5154294,Q4 2017,ENERGY,13F,09/30/2020,17.0756,12.95
Corporate office properties trust,OFC,"",1012390.0,23731000.0,0.00397151,0.0028,1381,433514.0,74.888923,addition,0.9025075,Q1 2007,REAL ESTATE,13F,09/30/2020,25.9328,26.2
American airlines group inc,AAL,"",1934913.0,23704000.0,0.00396699,0.0082,1382,-1323747.0,-40.622434,reduction,0.3167970,Q4 2013,TRANSPORTS,13F,09/30/2020,15.44,15.76
Wesco international  inc,WCC,"",544384.0,23697000.0,0.00396582,0.0022,1383,217402.0,66.487452,addition,1.0878362,Q1 2001,INDUSTRIALS,13F,09/30/2020,44.6567,85.71
Solar capital ltd,SLRC,"",1486225.0,23691000.0,0.00396481,0.0039,1384,229835.0,18.293285,addition,3.5167912,Q1 2010,FINANCE,13F,09/30/2020,18.8848,17.78
Molson coors brewing co,TAP,"",705156.0,23642000.0,0.00395661,0.0057,1385,-159911.0,-18.485389,reduction,0.3520558,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,77.97,52.54
Brinker international inc.,EAT,"",540851.0,23565000.0,0.00394373,0.002,1386,110595.0,25.704464,addition,1.1942098,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,40.3971,59.18
Chindata group holdings ltd ads,CD,"",1450000.0,23534000.0,0.00393854,,1387,1450000.0,,new,0.4036415,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,16.23,17.66
Momo inc adr,MOMO,PRN,29879000.0,23494000.0,0.00393185,0.0044,1388,794000.0,2.72993,addition,N/A,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,,14.67
Jabil inc,JBL,"",704660.0,23459000.0,0.00392599,0.0047,1389,-51741.0,-6.840419,reduction,0.4683011,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,33.4,44.6
Gds holdings ltd adr,GDS,PRN,14638000.0,23421000.0,0.00391963,0.004,1390,1554000.0,11.877102,addition,N/A,Q2 2019,COMMUNICATIONS,13F,09/30/2020,,105.04
Fate therapeutics inc,FATE,"",594055.0,23406000.0,0.00391712,0.0035,1391,65978.0,12.494011,addition,0.6809119,Q3 2016,HEALTH CARE,13F,09/30/2020,19.5067,113.59
Trueblue inc,TBI,"",1497720.0,23350000.0,0.00390775,0.0046,1392,-79061.0,-5.014076,reduction,4.2221684,Q1 2008,INDUSTRIALS,13F,09/30/2020,21.95,19.26
City holding co.,CHCO,"",406586.0,23334000.0,0.00390507,0.0047,1393,35966.0,9.704279,addition,2.5753088,Q3 2003,FINANCE,13F,09/30/2020,53.5445,71.05
Liberty latin america ltd note 2.000% 7/1,DEBT-LIBE,PRN,28325000.0,23315000.0,0.00390189,,1394,28325000.0,,new,N/A,Q3 2020, ,13F,09/30/2020,,
Mfa financial  inc.,MFA,PRN,24923000.0,23303000.0,0.00389988,0.0043,1395,-178000.0,-0.709135,reduction,N/A,Q2 2019,REAL ESTATE,13F,09/30/2020,,3.75
Tiffany & co. (de),TIF,CALL,200000.0,23288000.0,0.00389737,0.0001,1396,194800.0,3746.153846,addition,N/A,Q4 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,,
Perspecta inc,PRSP,"",1199745.0,23264000.0,0.00389335,0.0054,1397,-10946.0,-0.904112,reduction,0.7453513,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,20.66,26.25
Watsco inc.,WSO,"",99951.0,23226000.0,0.00388699,0.0043,1398,-25301.0,-20.200077,reduction,0.3042994,Q3 2003,INDUSTRIALS,13F,09/30/2020,149.35,236.98
