Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Genuine parts co.,GPC,"",16232296.0,1544828000.0,0.0511749,0.0516,387,-494789.0,-2.958011,reduction,11.2497990,Q2 2002,INDUSTRIALS,13F,09/30/2020,67.0,102.15
Immunomedics inc.,IMMU,"",18109323.0,1539836000.0,0.0510095,0.0237,388,-754812.0,-4.001307,reduction,N/A,Q2 2002,HEALTH CARE,13F,09/30/2020,17.44,
Bank of nova scotia (nyse) adr,BNS,"",36953204.0,1533928000.0,0.0508138,0.0538,389,169721.0,0.461405,addition,3.0497218,Q1 2015,FINANCE,13F,09/30/2020,51.2152,55.15
Alnylam pharmaceuticals inc,ALNY,"",10532206.0,1533489000.0,0.0507993,0.0573,390,-368978.0,-3.384752,reduction,9.0653610,Q2 2006,HEALTH CARE,13F,09/30/2020,73.9,166.36
Aes corp. (the),AES,"",84611595.0,1532317000.0,0.0507605,0.0454,391,-3652352.0,-4.137989,reduction,12.7210393,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,12.47,27.6
Idex corp.,IEX,"",8400242.0,1532288000.0,0.0507595,0.0489,392,-316195.0,-3.627572,reduction,11.0959052,Q2 2002,INDUSTRIALS,13F,09/30/2020,78.04,194.04
Nasdaq inc,NDAQ,"",12395164.0,1521010000.0,0.0503859,0.0543,393,-429919.0,-3.352173,reduction,7.5562945,Q1 2005,FINANCE,13F,09/30/2020,45.74,140.04
Udr inc. (old dominion reit - united dominion realty trust),UDR,"",46532197.0,1517415000.0,0.0502668,0.0638,394,-1624859.0,-3.374083,reduction,15.8013992,Q1 2007,REAL ESTATE,13F,09/30/2020,30.29,39.42
Teradyne inc,TER,"",19042975.0,1513155000.0,0.0501257,0.0498,395,2419684.0,14.555987,addition,11.4678150,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,27.1101,137.3
Garmin ltd,GRMN,"",15885577.0,1506906000.0,0.0499187,0.0562,396,-364365.0,-2.242254,reduction,8.3067294,Q3 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,55.47,121.01
Zebra technologies corp,ZBRA,"",5967590.0,1506578000.0,0.0499078,0.0561,397,-211616.0,-3.424647,reduction,11.1927837,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,93.65,409.22
Datadog inc,DDOG,"",14733451.0,1505169000.0,0.0498611,0.0347,398,3497167.0,31.123875,addition,7.0817290,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,81.9882,99.84
Celanese corp,CE,"",14006385.0,1504986000.0,0.0498551,0.0442,399,-416692.0,-2.889065,reduction,11.9820200,Q1 2005,MATERIALS,13F,09/30/2020,53.19,134.08
Perkinelmer inc.,PKI,"",11984079.0,1504121000.0,0.0498264,0.0428,400,-330168.0,-2.681187,reduction,10.7025087,Q2 2002,HEALTH CARE,13F,09/30/2020,36.81,148.52
Horizon therapeutics plc,HZNP,"",19252850.0,1495562000.0,0.0495429,0.035,401,1498315.0,8.439055,addition,8.7231401,Q1 2012,HEALTH CARE,13F,09/30/2020,25.8721,78.72
Fmc corp. (food machinery & chemical corp.),FMC,"",14094463.0,1492745000.0,0.0494496,0.0513,402,-424460.0,-2.923495,reduction,10.8621854,Q2 2002,MATERIALS,13F,09/30/2020,35.8,120.05
Henry (jack) & associates  inc.,JKHY,"",9181041.0,1492745000.0,0.0494496,0.0614,403,-226202.0,-2.404551,reduction,12.0302696,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,62.19,154.55
Catalent inc,CTLT,"",17241887.0,1476941000.0,0.048926,0.0394,404,2100099.0,13.869558,addition,10.4688151,Q3 2014,HEALTH CARE,13F,09/30/2020,40.4679,115.5
Vici properties inc,VICI,"",63015599.0,1472675000.0,0.0487847,0.0418,405,4696361.0,8.05285,addition,11.7419702,Q1 2018,REAL ESTATE,13F,09/30/2020,21.0748,25.16
Smucker (j.m.) co.,SJM,"",12620305.0,1457898000.0,0.0482952,0.0485,406,-309906.0,-2.396759,reduction,11.3092564,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,85.52,114.09
Hartford financial services group,HIG,"",39424260.0,1453179000.0,0.0481389,0.0557,407,-1347780.0,-3.305648,reduction,11.0022081,Q2 2002,FINANCE,13F,09/30/2020,37.82,51.67
Transunion,TRU,"",17210612.0,1447929000.0,0.047965,0.0542,408,-342328.0,-1.95026,reduction,9.0439369,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,44.04,91.27
Barrick gold corp,GOLD,"",51432485.0,1445767000.0,0.0478933,0.0497,409,-538659.0,-1.036458,reduction,2.8926049,Q1 2012,MATERIALS,13F,09/30/2020,13.66,23.14
Tiffany & co. (de),TIF,"",12415471.0,1438333000.0,0.0476471,0.0555,410,-422222.0,-3.288924,reduction,10.2257983,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,64.06,
Equity lifestyle properties inc,ELS,"",23396389.0,1434198000.0,0.0475101,0.0561,411,-1918387.0,-7.578131,reduction,12.8393070,Q2 2002,REAL ESTATE,13F,09/30/2020,41.2,60.01
Pool corp,POOL,"",4095404.0,1432695181.32,0.0474603,0.0379,412,667592.0,19.475747,addition,10.1980792,,CONSUMER DISCRETIONARY,13G,10/30/2020,,359.4
Whirlpool corp. (de),WHR,"",7733427.0,1422100000.0,0.0471093,0.0367,413,-260022.0,-3.252939,reduction,12.3642098,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,112.49,194.54
Darden restaurants inc,DRI,"",13981701.0,1408517000.0,0.0466594,0.0381,414,-192446.0,-1.357725,reduction,10.7280731,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,49.98,121.08
Atmos energy corp. (energas),ATO,"",14711484.0,1406271000.0,0.046585,0.0534,415,-400521.0,-2.65035,reduction,11.6723880,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,62.63,90.03
Cincinnati financial corp. (cincinnati insurance co.),CINF,"",17931094.0,1398088000.0,0.0463139,0.0427,416,-864157.0,-4.597741,reduction,11.1444619,Q2 2002,FINANCE,13F,09/30/2020,55.28,93.7
International flavors and fragrances  inc.,IFF,"",11378993.0,1393358000.0,0.0461572,0.0514,417,-451771.0,-3.818612,reduction,10.6407925,Q2 2002,MATERIALS,13F,09/30/2020,92.26,117.72
Ingersoll rand inc,IR,"",39070249.0,1390901000.0,0.0460758,0.038,418,971338.0,2.549516,addition,9.3546564,Q2 2017,INDUSTRIALS,13F,09/30/2020,26.1704,45.91
Seagate technology plc,STX,"",28019777.0,1380535000.0,0.0457324,0.0494,419,-766935.0,-2.664198,reduction,10.9055118,Q4 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,30.48,60.51
Evergy inc,EVRG,"",27087695.0,1376595000.0,0.0456019,0.0591,420,-995924.0,-3.546281,reduction,11.9417538,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,47.4,54.3
Brookfield asset management inc,BAM,"",41609716.0,1375617000.0,0.0455695,0.0483,421,238596.0,0.576721,addition,2.7564307,Q1 2015,REAL ESTATE,13F,09/30/2020,21.5265,38.74
Exact sciences corp,EXAS,"",13429296.0,1369117000.0,0.0453542,0.0424,422,-332924.0,-2.419116,reduction,7.9582002,Q2 2002,HEALTH CARE,13F,09/30/2020,35.67,145.97
Insulet corp,PODD,"",5761782.0,1363181000.0,0.0451576,0.041,423,-192371.0,-3.230871,reduction,8.7395238,Q2 2007,HEALTH CARE,13F,09/30/2020,48.4,281.2
Hewlett packard enterprise co,HPE,"",145306516.0,1361522000.0,0.0451026,0.0517,424,-4618682.0,-3.080658,reduction,11.2335939,Q4 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,7.68,12.54
Pultegroup inc,PHM,"",29082686.0,1346237000.0,0.0445963,0.0358,425,-596910.0,-2.01118,reduction,10.8479541,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,20.02,42.7
Abiomed inc,ABMD,"",4850859.0,1343980000.0,0.0445215,0.0412,426,41376.0,0.8603,addition,10.7343916,Q2 2002,HEALTH CARE,13F,09/30/2020,158.262,329.69
United rentals  inc.,URI,"",7674475.0,1339195000.0,0.044363,0.0419,427,-248790.0,-3.139993,reduction,10.6388043,Q2 2002,INDUSTRIALS,13F,09/30/2020,65.92,255.14
Regions financial corp.  (birmingham  al),RF,"",115955178.0,1336963000.0,0.044289,0.0476,428,-4825310.0,-3.995107,reduction,12.0730822,Q2 2002,FINANCE,13F,09/30/2020,11.09,18.23
Svb financial group,SIVB,"",5543009.0,1333759000.0,0.0441829,0.0433,429,-115186.0,-2.035738,reduction,10.7014296,Q2 2002,FINANCE,13F,09/30/2020,122.63,461.43
Oneok inc. (oklahoma natural gas),OKE,"",51223570.0,1330788000.0,0.0440845,0.0611,430,-626695.0,-1.208663,reduction,11.5265230,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,45.57,44.17
Nortonlifelock inc,NLOK,"",63783868.0,1329255000.0,0.0440337,0.0437,431,1587924.0,2.553099,addition,10.7766763,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,20.567,20.45
Leidos holdings inc,LDOS,"",14907014.0,1328960000.0,0.0440239,0.0527,432,-963515.0,-6.071096,reduction,10.4742209,Q4 2006,INDUSTRIALS,13F,09/30/2020,67.1,107.16
Expedia group inc,EXPE,"",14444044.0,1324374000.0,0.043872,0.043,433,-305644.0,-2.072207,reduction,10.6254663,Q3 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,93.69,140.69
Waters corporation,WAT,"",6732536.0,1317422000.0,0.0436417,0.0443,434,-194513.0,-2.808021,reduction,10.8505870,Q2 2002,HEALTH CARE,13F,09/30/2020,75.41,268.33
Keycorp  inc. (cleveland  ohio),KEY,"",109818185.0,1310131000.0,0.0434002,0.049,435,-3685996.0,-3.247454,reduction,11.2464180,Q2 2002,FINANCE,13F,09/30/2020,12.77,18.41
Iron mountain  inc.,IRM,"",48478520.0,1298740000.0,0.0430228,0.0452,436,-351803.0,-0.72046,reduction,16.8228107,Q2 2002,INDUSTRIALS,13F,09/30/2020,34.11,30.02
Tc energy corp,TRP,"",30892035.0,1298083000.0,0.0430011,0.0475,437,-345067.0,-1.10467,reduction,3.2861628,Q1 2015,ENERGY,13F,09/30/2020,43.38,44.41
Ulta beauty inc,ULTA,"",5794535.0,1297859000.0,0.0429937,0.0428,438,-140141.0,-2.361393,reduction,10.2851881,Q4 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,131.7,301.85
Carvana co,CVNA,"",5814545.0,1296993000.0,0.042965,0.0254,439,-153899.0,-2.578545,reduction,8.2383805,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,65.8,287.57
Jacobs engineering group inc,J,"",13957785.0,1294863000.0,0.0428944,0.0448,440,-950979.0,-6.378658,reduction,10.7382956,Q2 2002,INDUSTRIALS,13F,09/30/2020,56.92,110.19
Centurylink inc,LUMN,"",127429506.0,1285764000.0,0.042593,0.0464,441,-2909835.0,-2.232507,reduction,11.6147916,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,22.28,11.43
Fortune brands home & security inc,FBHS,"",14784104.0,1279122000.0,0.042373,0.0346,442,-474975.0,-3.112737,reduction,10.6415037,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,36.83,88.32
Medical properties trust inc,MPW,"",72450444.0,1277301000.0,0.0423126,0.0506,443,-3434997.0,-4.526556,reduction,13.3820547,Q3 2005,REAL ESTATE,13F,09/30/2020,14.82,21.19
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",13798364.0,1270692000.0,0.0420937,0.0527,444,-478943.0,-3.354575,reduction,10.7553844,Q2 2002,FINANCE,13F,09/30/2020,108.71,144.77
Zillow group inc class c,Z,"",12403599.0,1260081000.0,0.0417422,0.0227,445,1281110.0,11.518195,addition,7.4771091,Q3 2015,COMMUNICATIONS,13F,09/30/2020,40.6582,137.5
Hess corp,HES,"",30778033.0,1259745000.0,0.0417311,0.0566,446,-23074.0,-0.074913,reduction,10.0228902,Q2 2002,ENERGY,13F,09/30/2020,50.29,61.04
Hunt (j.b.) transport services  inc.,JBHT,"",9957901.0,1258478000.0,0.0416891,0.043,447,-121364.0,-1.204096,reduction,9.4227813,Q2 2002,TRANSPORTS,13F,09/30/2020,60.05,151.51
Factset research systems inc,FDS,"",3743081.0,1253484000.0,0.0415237,0.0447,448,-90844.0,-2.369478,reduction,9.8557573,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,107.9,318.2
Centerpoint energy inc,CNP,"",64735619.0,1252634000.0,0.0414955,0.0402,449,3996187.0,6.57923,addition,11.8819951,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,20.8981,21.46
Citizens financial group inc,CFG,"",49504488.0,1251474000.0,0.0414571,0.0457,450,-1505442.0,-2.951272,reduction,11.5915729,Q4 2014,FINANCE,13F,09/30/2020,26.44,40.63
Hasbro inc.,HAS,"",15088943.0,1248157000.0,0.0413472,0.0413,451,-461010.0,-2.964703,reduction,11.0113660,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,60.68,97.2
Biomarin pharmaceutical inc,BMRN,"",16335436.0,1242801000.0,0.0411698,0.074,452,-583115.0,-3.446601,reduction,8.9987693,Q2 2002,HEALTH CARE,13F,09/30/2020,66.44,82.97
Royal caribbean cruises ltd,RCL,"",19161197.0,1240304000.0,0.0410871,0.0329,453,693667.0,3.756144,addition,8.0717725,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,67.3997,72.92
Netease inc adr,NTES,"",13631635.0,1239579000.0,0.041063,0.0412,454,106110.0,0.784517,addition,0.3977322,Q4 2015,COMMUNICATIONS,13F,09/30/2020,55.0515,105.08
Las vegas sands corp,LVS,"",26472199.0,1235191000.0,0.0409177,0.0439,455,-731184.0,-2.687842,reduction,3.4657272,Q4 2004,CONSUMER DISCRETIONARY,13F,09/30/2020,50.67,53.44
Black knight inc,BKI,"",14127082.0,1229763000.0,0.0407379,0.0363,456,8864.0,0.062784,addition,8.9964618,Q4 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,47.3649,84.73
Arista networks inc,ANET,"",5925603.0,1226185000.0,0.0406193,0.0449,457,-98963.0,-1.642658,reduction,7.8317319,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,150.19,317.07
Omnicom group inc.,OMC,"",24766378.0,1225937000.0,0.0406111,0.0492,458,-626172.0,-2.465967,reduction,11.5206667,Q2 2002,COMMUNICATIONS,13F,09/30/2020,56.87,63.12
Draftkings inc cl a,DKNG,"",20756583.0,1221318000.0,0.0404581,0.0267,459,-1884256.0,-8.322377,reduction,5.2989151,Q2 2020,FINANCE,13F,09/30/2020,33.26,53.7
Canadian pacific railway ltd. (2001),CP,"",4004089.0,1218964000.0,0.0403801,0.0367,460,-50674.0,-1.24974,reduction,2.9811938,Q1 2015,TRANSPORTS,13F,09/30/2020,170.75,357.21
Baidu inc adr,BIDU,"",9597569.0,1214957000.0,0.0402474,0.0418,461,-235415.0,-2.394136,reduction,3.5200587,Q4 2015,COMMUNICATIONS,13F,09/30/2020,222.32,238.87
Camden property trust,CPT,"",13635890.0,1213321000.0,0.0401932,0.0467,462,-795354.0,-5.511334,reduction,14.0005254,Q2 2002,REAL ESTATE,13F,09/30/2020,65.17,100.58
Ss&c technologies holdings inc,SSNC,"",19908590.0,1204869000.0,0.0399132,0.0413,463,-724965.0,-3.513524,reduction,7.7778670,Q2 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,30.88,66.39
Avery dennison corp.,AVY,"",9421694.0,1204469000.0,0.0399,0.0392,464,-260381.0,-2.68931,reduction,11.2945952,Q2 2002,INDUSTRIALS,13F,09/30/2020,60.7,159.33
Halliburton co.,HAL,"",99500093.0,1198977000.0,0.039718,0.0447,465,2442582.0,2.516634,addition,11.2555749,Q2 2002,ENERGY,13F,09/30/2020,28.0181,20.74
Teledyne technologies  inc.,TDY,"",3856863.0,1196438000.0,0.0396339,0.0436,466,-94889.0,-2.401188,reduction,10.4573823,Q2 2002,INDUSTRIALS,13F,09/30/2020,128.16,382.59
Westinghouse air brake technologies corp,WAB,"",19327540.0,1195989000.0,0.0396191,0.0402,467,-353735.0,-1.797318,reduction,10.1549421,Q2 2002,INDUSTRIALS,13F,09/30/2020,64.11,81.9
E*trade financial corp.,ETFC,"",23864844.0,1194435000.0,0.0395676,0.0435,468,-791911.0,-3.211741,reduction,N/A,Q2 2002,FINANCE,13F,09/30/2020,28.21,
Host hotels& resorts inc,HST,"",110563746.0,1192983000.0,0.0395195,0.0438,469,-3905409.0,-3.411757,reduction,15.6754538,Q2 2002,REAL ESTATE,13F,09/30/2020,16.5,14.69
Burlington stores inc,BURL,"",5779307.0,1191058000.0,0.0394557,0.0418,470,-204119.0,-3.411407,reduction,8.7247792,Q4 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,66.39,253.92
Godaddy inc,GDDY,"",15663128.0,1189928000.0,0.0394183,0.0415,471,-278791.0,-1.748792,reduction,9.3286294,Q2 2015,COMMUNICATIONS,13F,09/30/2020,51.92,80.91
Principal financial group,PFG,"",29535759.0,1189406000.0,0.039401,0.045,472,-1036797.0,-3.391267,reduction,10.7509044,Q2 2002,FINANCE,13F,09/30/2020,39.77,53.31
Western digital corp,WDC,"",32492550.0,1187603000.0,0.0393413,0.0521,473,-807932.0,-2.426187,reduction,10.6797302,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,49.4,51.21
Gartner  inc.,IT,"",9493511.0,1186214000.0,0.0392952,0.042,474,-254687.0,-2.612657,reduction,10.6325943,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,68.02,160.41
Ubs group ag adr,UBS,"",105341176.0,1174554000.0,0.038909,0.0436,475,-1258667.0,-1.18074,reduction,2.9359760,Q1 2015,FINANCE,13F,09/30/2020,17.42,15.13
Eastman chemical co.,EMN,"",14975405.0,1169879000.0,0.0387541,0.0383,476,-549027.0,-3.536535,reduction,11.0545787,Q2 2002,MATERIALS,13F,09/30/2020,41.45,104.78
Bio-rad laboratories inc class a,BIO,"",2253208.0,1161439000.0,0.0384745,0.0369,477,-52973.0,-2.297001,reduction,9.1073661,Q2 2002,HEALTH CARE,13F,09/30/2020,177.36,601.15
Fair isaac corp,FICO,"",2722453.0,1158076000.0,0.0383631,0.042,478,-109339.0,-3.861124,reduction,9.3560947,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,79.54,483.3
Packaging corp. of america,PKG,"",10601799.0,1156126000.0,0.0382985,0.039,479,-402318.0,-3.656068,reduction,11.1796992,Q2 2002,MATERIALS,13F,09/30/2020,62.67,142.53
Generac holdlings inc,GNRC,"",5930622.0,1148406000.0,0.0380428,0.026,480,-86578.0,-1.438842,reduction,9.4374881,Q1 2010,INDUSTRIALS,13F,09/30/2020,39.34,252.81
Pg&e corp. (pacific gas & electric),PCG,"",122237864.0,1147814000.0,0.0380232,0.0218,481,52987833.0,76.516692,addition,6.1594260,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,19.0435,12.24
Cyrusone inc,CONE,"",16368294.0,1146271000.0,0.0379721,0.0439,482,-651104.0,-3.825658,reduction,13.5923821,Q1 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,42.38,72.33
Markel corp. (holding co.),MKL,"",1175311.0,1144400000.0,0.0379101,0.0402,483,-52902.0,-4.307233,reduction,8.5302935,Q2 2002,FINANCE,13F,09/30/2020,626.78,1005.44
Campbell soup co.,CPB,"",23560255.0,1139609000.0,0.0377514,0.0405,484,564959.0,2.456846,addition,7.7770738,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,41.8111,46.42
Trimble navigation ltd.,TRMB,"",23306948.0,1135048000.0,0.0376003,0.0369,485,-755249.0,-3.138737,reduction,9.3162340,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,25.11,69.46
Booz allen hamilton holding corp,BAH,"",13626563.0,1130732000.0,0.0374573,0.0398,486,-815679.0,-5.64787,reduction,9.8814708,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,28.34,92.18
Hubspot inc,HUBS,"",3868703.0,1130551000.0,0.0374513,0.0306,487,22543.0,0.586117,addition,8.4308200,Q4 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,84.3981,384.58
Advance auto parts  inc.,AAP,"",7357179.0,1129326000.0,0.0374107,0.0371,488,11453.0,0.155914,addition,10.8425746,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,100.253,165.25
Bank of montreal (nyse),BMO,"",19255584.0,1124719000.0,0.0372581,0.0367,489,-240704.0,-1.234615,reduction,2.9782821,Q3 2011,FINANCE,13F,09/30/2020,63.79,79.07
Charles river laboratories international inc,CRL,"",4917587.0,1113588000.0,0.0368894,0.0317,490,-209018.0,-4.077123,reduction,9.8860623,Q2 2002,HEALTH CARE,13F,09/30/2020,57.84,273.72
Elanco animal health inc,ELAN,"",39514430.0,1103638000.0,0.0365598,0.0282,491,2389161.0,6.435404,addition,8.3732083,Q3 2018,HEALTH CARE,13F,09/30/2020,31.0774,31.51
Netapp inc.,NTAP,"",25137514.0,1102029000.0,0.0365065,0.0408,492,-756467.0,-2.921401,reduction,11.2530082,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,32.0,64.66
Albemarle corp.,ALB,"",12246559.0,1093373000.0,0.0362197,0.0346,493,-401877.0,-3.177286,reduction,11.5037403,Q2 2002,MATERIALS,13F,09/30/2020,62.23,180.14
Brown & brown inc.,BRO,"",23929928.0,1083308000.0,0.0358863,0.0364,494,-1267506.0,-5.030298,reduction,8.4242797,Q2 2002,FINANCE,13F,09/30/2020,10.31,46.3
Monolithic power systems inc,MPWR,"",3866670.0,1081159000.0,0.0358151,0.0337,495,-143771.0,-3.584917,reduction,8.5741180,Q4 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,61.49,379.23
Gaming and leisure properties inc,GLPI,"",28996244.0,1070832000.0,0.035473,0.0361,496,-457811.0,-1.554322,reduction,12.6122317,Q4 2013,REAL ESTATE,13F,09/30/2020,36.55,39.83
American homes 4 rent,AMH,"",37334054.0,1063274000.0,0.0352227,0.0373,497,-1781983.0,-4.555633,reduction,11.8284962,Q3 2013,REAL ESTATE,13F,09/30/2020,18.94,30.24
Masimo corp,MASI,"",4498951.0,1062022000.0,0.0351812,0.0371,498,-88645.0,-1.932276,reduction,8.1717067,Q3 2007,HEALTH CARE,13F,09/30/2020,53.44,261.37
Zendesk inc,ZEN,"",10279948.0,1058013000.0,0.0350484,0.0329,499,-196622.0,-1.876778,reduction,8.8106276,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,36.95,143.34
Tal education group american depositary adr,TAL,"",13872427.0,1054858000.0,0.0349439,0.0324,500,530081.0,3.972922,addition,2.3105800,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,35.818,65.6
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",114968489.0,1054262000.0,0.0349241,0.038,501,-3460897.0,-2.92233,reduction,11.2467719,Q2 2002,FINANCE,13F,09/30/2020,10.25,14.76
Rpm international inc.,RPM,"",12711351.0,1053010000.0,0.0348826,0.0355,502,-635748.0,-4.763192,reduction,9.7702374,Q2 2002,MATERIALS,13F,09/30/2020,34.92,86.27
Dentsply international inc. (1983),XRAY,"",24025272.0,1050625000.0,0.0348036,0.0392,503,-1089646.0,-4.33864,reduction,10.9927677,Q2 2002,HEALTH CARE,13F,09/30/2020,48.35,58.44
Lamb weston holdings inc,LW,"",15737524.0,1042926000.0,0.0345486,0.0369,504,-557085.0,-3.41883,reduction,10.7529741,Q4 2016,CONSUMER STAPLES,13F,09/30/2020,47.01,78.5
Cboe global markets inc,CBOE,"",11812601.0,1036438000.0,0.0343337,0.0402,505,-338473.0,-2.78554,reduction,10.9333497,Q2 2010,FINANCE,13F,09/30/2020,65.65,96.61
Western union co (the),WU,"",48242468.0,1033837000.0,0.0342475,0.0383,506,-1765150.0,-3.529762,reduction,11.7343792,Q4 2006,FINANCE,13F,09/30/2020,19.43,21.93
United airlines holdings inc,UAL,"",29365835.0,1020462000.0,0.0338044,0.0356,507,355773.0,1.226378,addition,10.0340324,Q1 2006,TRANSPORTS,13F,09/30/2020,38.4743,43.89
Regency centers corp,REG,"",26636724.0,1012728000.0,0.0335482,0.045,508,-1009922.0,-3.652964,reduction,15.6981985,Q2 2002,REAL ESTATE,13F,09/30/2020,58.51,47.07
Arch capital group ltd.,ACGL,"",34594032.0,1011876000.0,0.03352,0.0371,509,-1940101.0,-5.310379,reduction,8.5201400,Q2 2002,FINANCE,13F,09/30/2020,20.95,34.69
Slack technologies inc,WORK,"",37567806.0,1009071000.0,0.0334271,0.0358,510,5077590.0,15.628059,addition,7.6583743,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,29.4545,41.8
Westrock co,WRK,"",28974086.0,1006559000.0,0.0333439,0.0296,511,-586125.0,-1.982817,reduction,11.0130082,Q2 2015,MATERIALS,13F,09/30/2020,42.06,45.68
Concho resources inc,CXO,"",22777802.0,1004956000.0,0.0332908,0.041,512,327278.0,1.457774,addition,11.6038646,Q3 2007,ENERGY,13F,09/30/2020,107.644,65.6
Canadian imperial bank of commerce (nyse),CM,"",13397135.0,1001034000.0,0.0331609,0.0322,513,-179105.0,-1.319253,reduction,2.9975391,Q1 2015,FINANCE,13F,09/30/2020,76.27,89.29
Sarepta therapeutics inc,SRPT,"",7091182.0,995814000.0,0.0329879,0.0405,514,-26515.0,-0.372522,reduction,8.9860707,Q4 2002,HEALTH CARE,13F,09/30/2020,85.74,90.32
Cognex corp,CGNX,"",15295920.0,995764000.0,0.0329863,0.0334,515,-495036.0,-3.134934,reduction,8.7589030,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,36.57,84.04
Ceridian hcm holding inc,CDAY,"",11974300.0,989676000.0,0.0327846,0.0305,516,1119859.0,10.317058,addition,8.2170726,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,52.4008,101.24
Dell technologies inc,DELL,"",14610507.0,988986000.0,0.0327617,0.0266,517,935666.0,6.842244,addition,5.5415654,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,50.8334,74.26
Cheniere energy inc,LNG,"",21372927.0,988925000.0,0.0327597,0.038,518,-790989.0,-3.568814,reduction,8.4721080,Q2 2004,ENERGY,13F,09/30/2020,37.71,66.27
Americold realty trust,COLD,"",27617512.0,987328000.0,0.0327068,0.0365,519,-730721.0,-2.57766,reduction,10.9723925,Q1 2018,INDUSTRIALS,13F,09/30/2020,27.9,34.16
Baker hughes company,BKR,"",74010349.0,983598000.0,0.0325833,0.0423,520,-3473586.0,-4.482976,reduction,10.7915592,Q2 2002,ENERGY,13F,09/30/2020,31.23,22.87
Essential utilities inc,WTRG,"",24432711.0,983416000.0,0.0325772,0.0382,521,-1083187.0,-4.245146,reduction,9.9614869,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,27.11,46.15
Rollins  inc.,ROL,"",27188670.0,982235000.0,0.0325381,0.0272,522,76764.0,0.283138,addition,3.6869229,Q2 2002,INDUSTRIALS,13F,09/30/2020,20.4245,37.24
Vereit inc,VER,"",30149605.8,979862000.0,0.0324595,0.036,523,-1441002.8,-4.561491,reduction,69.0424001,Q3 2012,REAL ESTATE,13F,09/30/2020,11.71,36.04
