Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Lexington realty trust,LXP,"",48234882.0,504055000.0,0.0185398,0.02,749,763886.0,1.609164,addition,17.4163005,Q4 2009,REAL ESTATE,13F,09/30/2020,9.9481,10.23
Ishares msci eurozone etf,EZU,"",11424565.0,503594825.2,0.0185229,0.0203,750,-3066190.0,-21.159629,reduction,No Data,,FINANCE,13G,12/31/2020,,44.4
Keurig dr pepper inc,KDP,"",18236287.0,503320000.0,0.0185128,0.0179,751,2401659.0,15.167132,addition,1.2958781,Q1 2009,CONSUMER STAPLES,13F,09/30/2020,52.1903,31.86
Assurant inc.,AIZ,"",4147275.0,503104000.0,0.0185048,0.0174,752,-83367.0,-1.970552,reduction,7.0580873,Q3 2007,FINANCE,13F,09/30/2020,96.93,140.17
First horizon,FHN,"",53106577.0,500796000.0,0.01842,0.0135,753,19273731.0,56.967513,addition,9.5623106,Q3 2008,FINANCE,13F,09/30/2020,15.0872,15.03
Ingredion inc.,INGR,"",6588172.0,498593000.0,0.0183389,0.023,754,-344286.0,-4.96629,reduction,9.8345181,Q2 2012,MATERIALS,13F,09/30/2020,117.83,77.97
Carnival corp.,CCL,"",32810413.0,498062000.0,0.0183194,0.0208,755,1055839.0,3.324998,addition,3.5611528,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,47.7181,20.79
Cabot oil & gas corp.,COG,"",28575681.0,496072000.0,0.0182462,0.0199,756,-435241.0,-1.500266,reduction,7.1693737,Q4 2009,ENERGY,13F,09/30/2020,23.89,19.07
Ishares edge msci min vol eafe etf,EFAV,"",7247134.0,493747000.0,0.0181607,0.0186,757,193542.0,2.743879,addition,No Data,Q3 2012,FINANCE,13F,09/30/2020,67.1664,73.74
Lincoln electric holdings inc,LECO,"",5352338.0,492629000.0,0.0181196,0.0186,758,-172947.0,-3.130101,reduction,8.9999561,Q1 2009,INDUSTRIALS,13F,09/30/2020,87.17,118.25
Huntington ingalls industries inc,HII,"",3499325.0,492529000.0,0.0181159,0.025,759,-89442.0,-2.492277,reduction,8.6418838,Q2 2011,INDUSTRIALS,13F,09/30/2020,201.99,171.47
Maximus  inc.,MMS,"",7194340.0,492165000.0,0.0181025,0.0207,760,-173234.0,-2.351303,reduction,11.7071521,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,62.84,76.3
Irhythm technologies inc,IRTC,"",2065919.0,491917000.0,0.0180934,0.0098,761,-56417.0,-2.65825,reduction,7.1555860,Q4 2016,HEALTH CARE,13F,09/30/2020,58.7,250.57
Lincoln national corp.,LNC,"",15651115.0,490350000.0,0.0180357,0.0213,762,1114209.0,7.664692,addition,8.0982520,Q3 2007,FINANCE,13F,09/30/2020,62.5287,51.4
Ishares edge msci usa quality factor etf,QUAL,"",4712935.0,488919000.0,0.0179831,0.0202,763,-554277.0,-10.523157,reduction,No Data,Q2 2016,FINANCE,13F,09/30/2020,89.55,115.22
Polaris inc,PII,"",5179758.0,488658000.0,0.0179735,0.0194,764,-61918.0,-1.181263,reduction,8.3950587,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,87.42,107.92
Commerce bancshares  inc. (commerce trust co.  kansas city  mo),CBSH,"",9107171.85,488231000.0,0.0179578,0.0214,765,-352410.45,-3.725434,reduction,7.4055622,Q3 2008,FINANCE,13F,09/30/2020,52.36,70.5
Bed bath & beyond inc.,BBBY,"",23282571.0,488002688.16,0.0179494,0.0107,766,3988642.0,20.673042,addition,19.2077086,,CONSUMER DISCRETIONARY,13G,11/30/2020,,25.6
Oshkosh corporation,OSK,"",6638203.0,487907000.0,0.0179459,0.0198,767,-277068.0,-4.006611,reduction,9.7184086,Q3 2007,INDUSTRIALS,13F,09/30/2020,72.65,94.01
Donaldson company  inc.,DCI,"",10479265.0,486447000.0,0.0178922,0.0202,768,-413744.0,-3.798253,reduction,8.3010708,Q2 2009,INDUSTRIALS,13F,09/30/2020,45.58,59.49
Wynn resorts ltd,WYNN,"",6760201.0,485449000.0,0.0178555,0.0206,769,-152999.0,-2.213143,reduction,6.2669540,Q1 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,116.88,106.23
Nevro corp,NVRO,"",3481879.0,485027000.0,0.0178399,0.0165,770,20130.0,0.581498,addition,10.1132826,Q1 2015,HEALTH CARE,13F,09/30/2020,93.7946,175.19
Saia inc,SAIA,"",3844614.0,484958000.0,0.0178374,0.0175,771,-89995.0,-2.287267,reduction,14.6986606,Q2 2011,TRANSPORTS,13F,09/30/2020,53.71,194.3
Spdr portfolio intm term corp bond etf,SPIB,"",13182035.0,484572000.0,0.0178232,0.0,772,13181608.0,3087027.63466,addition,No Data,Q4 2017,FINANCE,13F,09/30/2020,36.7599,37.0
Omnicell inc,OMCL,"",6490149.0,484555000.0,0.0178226,0.0186,773,-104607.0,-1.586215,reduction,15.3405387,Q3 2010,HEALTH CARE,13F,09/30/2020,49.59,120.67
Texas roadhouse inc  class a,TXRH,"",7958321.0,483788000.0,0.0177944,0.0175,774,-391425.0,-4.687867,reduction,11.4537020,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,48.64,80.62
Apartment investment and management co,AIV,"",119392081.29,483071356.01,0.017768,0.0157,775,24904000.92,26.356765,addition,10.2283466,,REAL ESTATE,13G,11/30/2020,,4.89
Lumentum holdings inc,LITE,"",6429703.0,483064000.0,0.0177677,0.0217,776,-255560.0,-3.822737,reduction,8.5161629,Q3 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,52.56,106.32
Liberty media corp series c,FWONK,"",13251773.0,480643000.0,0.0176787,0.0174,777,-456765.0,-3.331975,reduction,6.5119979,Q3 2014,COMMUNICATIONS,13F,09/30/2020,36.32,39.73
Knight transportation inc.,KNX,"",11799726.0,480248000.0,0.0176642,0.0199,778,-144274.0,-1.20792,reduction,6.9479004,Q3 2007,TRANSPORTS,13F,09/30/2020,35.98,43.99
Liveperson inc.,LPSN,"",9223495.0,479528000.0,0.0176377,0.0155,779,-169884.0,-1.80855,reduction,13.7900425,Q4 2010,COMMUNICATIONS,13F,09/30/2020,12.69,65.64
Balchem corp.,BCPC,"",4873787.0,475829000.0,0.0175016,0.0188,780,-84205.0,-1.698369,reduction,15.0652843,Q4 2009,MATERIALS,13F,09/30/2020,86.01,122.15
Bright horizons family solutions  inc.,BFAM,"",3124168.0,474996000.0,0.017471,0.0144,781,43826.0,1.422764,addition,5.1584306,Q2 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,91.6492,158.35
Synnex corp,SNX,"",8311899.23,474395000.0,0.0174489,0.0169,782,-369763.81,-4.259136,reduction,2.6744842,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,105.92,87.52
Floor & decor holdings inc,FND,"",6336203.0,473947000.0,0.0174324,0.0128,783,764306.0,13.71716,addition,6.0926680,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,47.3283,102.56
Douglas emmett inc,DEI,"",18871461.0,473673000.0,0.0174223,0.0236,784,-388049.0,-2.014844,reduction,10.7606405,Q4 2009,REAL ESTATE,13F,09/30/2020,38.54,29.05
Ishares msci taiwan capped etf,EWT,"",10535326.0,473036000.0,0.0173989,0.0168,785,71030.0,0.678784,addition,No Data,Q3 2010,FINANCE,13F,09/30/2020,45.4761,57.18
Molson coors brewing co,TAP,"",14079890.0,472520000.0,0.0173799,0.0189,786,280508.0,2.032758,addition,7.0295186,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,80.5351,52.54
Stag industrial inc,STAG,"",15486900.0,472195000.0,0.017368,0.0186,787,-424893.0,-2.670302,reduction,10.3778561,Q2 2011,REAL ESTATE,13F,09/30/2020,26.63,30.6
Cabot microelectronics corp,CCMP,"",3303731.0,471806000.0,0.0173537,0.0191,788,-117041.0,-3.421479,reduction,11.3602039,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,83.91,164.68
Wingstop inc,WING,"",3436697.0,469624000.0,0.0172734,0.0251,789,-1084913.0,-23.993953,reduction,11.5778161,Q1 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,38.51,144.95
Perrigo co plc,PRGO,"",10198198.0,468199000.0,0.017221,0.022,790,215903.0,2.162859,addition,7.4716832,Q1 2009,HEALTH CARE,13F,09/30/2020,65.2223,43.71
National instruments corp,NATI,"",13098840.0,467629000.0,0.0172,0.0209,791,-407124.0,-3.014402,reduction,9.9804001,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,37.03,45.49
Stericycle inc.,SRCL,"",7400434.0,466673000.0,0.0171649,0.0172,792,-319641.0,-4.140387,reduction,8.0832706,Q1 2009,INDUSTRIALS,13F,09/30/2020,67.94,68.06
Novavax inc,NVAX,"",4296684.0,465546000.0,0.0171234,0.0153,793,-296215.0,-6.449412,reduction,6.7494302,Q2 2011,HEALTH CARE,13F,09/30/2020,3503.74,127.43
Caci international inc. class a,CACI,"",2183305.0,465395000.0,0.0171179,0.0195,794,-70103.0,-3.110977,reduction,8.6574493,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,130.75,245.25
Essent group ltd,ESNT,"",12553405.0,464601000.0,0.0170887,0.0155,795,1815684.0,16.909398,addition,11.1661947,Q4 2013,FINANCE,13F,09/30/2020,37.7713,48.1
Qts realty trust inc,QTS,"",7353578.0,463423000.0,0.0170453,0.0179,796,350722.0,5.008271,addition,11.4350957,Q4 2013,REAL ESTATE,13F,09/30/2020,51.1543,61.59
Coresite realty corp,COR,"",3895638.0,463115000.0,0.017034,0.0198,797,-199083.0,-4.861943,reduction,9.1090717,Q1 2011,REAL ESTATE,13F,09/30/2020,96.88,122.44
Skechers usa  inc. class a,SKX,"",15320835.0,462994000.0,0.0170295,0.0163,798,2299419.0,17.658748,addition,11.2998665,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,29.0556,36.66
Qualys  inc.,QLYS,"",4717253.0,462337000.0,0.0170054,0.0184,799,289897.0,6.547858,addition,12.0903771,Q2 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,52.6595,119.99
Cirrus logic inc,CRUS,"",6848932.0,461960000.0,0.0169915,0.0175,800,-264478.0,-3.71802,reduction,11.8156525,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,55.68,98.76
Dish network corp  class a,DISH,"",15902729.0,461658000.0,0.0169804,0.0223,801,-297104.0,-1.833994,reduction,5.5299749,Q1 2009,COMMUNICATIONS,13F,09/30/2020,53.76,33.12
Spirit realty capital  inc.,SRC,"",13636130.0,460219000.0,0.0169275,0.0193,802,-266152.0,-1.914448,reduction,11.9352635,Q4 2012,REAL ESTATE,13F,09/30/2020,443.21,38.18
Ishares preferred and income securities,PFF,"",12614943.0,459815000.0,0.0169126,0.0051,803,8926854.0,242.045515,addition,No Data,Q4 2010,FINANCE,13F,09/30/2020,36.9119,38.07
Ii-vi inc.,IIVI,"",11329831.0,459538000.0,0.0169024,0.019,804,1259469.0,12.50669,addition,10.9228182,Q4 2009,INDUSTRIALS,13F,09/30/2020,38.0624,88.27
Aerojet rocketdyne holdings  inc. (general tire and rubber - gencorp),AJRD,"",11498823.0,458687000.0,0.0168711,0.0188,805,-396121.0,-3.330163,reduction,15.0337905,Q4 2009,INDUSTRIALS,13F,09/30/2020,25.13,52.46
Guidewire software  inc.,GWRE,"",4370154.0,455678000.0,0.0167605,0.02,806,-147048.0,-3.255289,reduction,5.2178340,Q2 2012,INFORMATION TECHNOLOGY,13F,09/30/2020,69.32,125.0
Aspen technology inc,AZPN,"",3594005.0,454963000.0,0.0167342,0.0155,807,-158348.0,-4.219965,reduction,5.3023789,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,66.39,141.8
Builders firstsource inc,BLDR,"",13936104.0,454598000.0,0.0167207,0.0078,808,4453456.0,46.964266,addition,6.7937466,Q2 2012,INDUSTRIALS,13F,09/30/2020,22.0052,40.87
Mosaic company (the),MOS,"",24843293.0,453885000.0,0.0166945,0.0136,809,-2397951.0,-8.802649,reduction,6.5534021,Q1 2009,MATERIALS,13F,09/30/2020,28.17,28.64
Simply good foods co/the,SMPL,"",14392138.0,451337447.68,0.0166008,0.0058,810,7311426.0,103.258345,addition,15.0355644,,CONSUMER STAPLES,13G,12/31/2020,,28.0
Five9 inc,FIVN,"",3468045.0,449737000.0,0.0165419,0.0152,811,26182.0,0.760693,addition,5.2560816,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,26.2667,169.91
Ishares asia 50 etf,AIA,"",6055687.0,449695316.62,0.0165404,0.0158,812,81140.0,1.358095,addition,No Data,,FINANCE,13G,10/31/2020,,94.34
Cubesmart,CUBE,"",13894470.0,448929000.0,0.0165122,0.0148,813,110857.0,0.804267,addition,7.1156466,Q2 2009,REAL ESTATE,13F,09/30/2020,26.3976,34.44
Hd supply holdings inc,HDS,"",8043044.0,448640994.32,0.0165016,0.0127,814,-324281.0,-3.875564,reduction,5.1837297,,INDUSTRIALS,13G,11/30/2020,,
L brands inc,LB,"",14098313.0,448468000.0,0.0164953,0.0078,815,973270.0,7.415366,addition,5.0693560,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,42.8513,45.2
Tradeweb markets inc,TW,"",7722676.0,447916000.0,0.016475,0.0173,816,251076.0,3.360405,addition,8.4654402,Q2 2019,FINANCE,13F,09/30/2020,49.9021,64.62
American financial group inc. (holding co.),AFG,"",6683986.0,447694000.0,0.0164668,0.018,817,-437345.0,-6.141338,reduction,7.6965237,Q3 2007,FINANCE,13F,09/30/2020,97.94,87.7
Black hills corp.,BKH,"",8366776.0,447541000.0,0.0164612,0.0195,818,-236325.0,-2.746975,reduction,13.3342105,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,67.32,61.97
Mohawk industries inc.,MHK,"",4571292.0,446111000.0,0.0164086,0.0185,819,22008.0,0.483768,addition,6.4204784,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,215.7583,148.97
Dynatrace inc,DT,"",10870138.0,445892000.0,0.0164005,0.0151,820,1541144.0,16.519938,addition,3.8533401,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,32.352,43.3
Healthequity inc,HQY,"",8671586.0,445459000.0,0.0163846,0.0199,821,189130.0,2.229661,addition,11.2631683,Q2 2015,HEALTH CARE,13F,09/30/2020,51.595,76.61
Post holdings inc,POST,"",5177045.0,445227000.0,0.0163761,0.019,822,-245670.0,-4.530387,reduction,7.8582843,Q1 2012,CONSUMER STAPLES,13F,09/30/2020,87.75,98.82
Zynga  inc.,ZNGA,"",48672800.0,443896000.0,0.0163271,0.019,823,-1178184.0,-2.363412,reduction,4.5109204,Q1 2012,INFORMATION TECHNOLOGY,13F,09/30/2020,4.33,9.67
Blueprint medicines corp,BPMC,"",4787270.0,443780000.0,0.0163228,0.0154,824,-149519.0,-3.028669,reduction,8.5899891,Q2 2015,HEALTH CARE,13F,09/30/2020,58.66,100.99
Discovery inc series c,DISCK,"",22641159.0,443766000.0,0.0163223,0.0177,825,-348870.0,-1.517484,reduction,6.9842843,Q1 2009,COMMUNICATIONS,13F,09/30/2020,25.65,32.35
Emcor group  inc.,EME,"",6551639.0,443610000.0,0.0163166,0.0185,826,-472671.0,-6.729074,reduction,11.9271171,Q2 2009,INDUSTRIALS,13F,09/30/2020,64.5,98.1
Ishares 7-10 year treasury bond etf,IEF,"",3637360.0,443103000.0,0.0162979,0.0155,827,445041.0,13.940994,addition,No Data,Q4 2014,FINANCE,13F,09/30/2020,115.8783,118.45
Innovative industrial properties inc,IIPR,"",3561140.0,441973000.0,0.0162564,0.0105,828,573754.0,19.205888,addition,16.0596702,Q1 2017,REAL ESTATE,13F,09/30/2020,82.5517,189.3
Taylor morrison home corp,TMHC,"",17937197.0,441076000.0,0.0162234,0.0138,829,61654.0,0.344907,addition,13.8038863,Q2 2013,INDUSTRIALS,13F,09/30/2020,16.767,24.82
American states water co.,AWR,"",5871031.0,440034000.0,0.016185,0.0187,830,-103159.0,-1.726745,reduction,15.9153712,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,49.38,81.37
East west bancorp  inc.,EWBC,"",13434089.0,439834000.0,0.0161777,0.0202,831,-544345.0,-3.894177,reduction,9.4897648,Q4 2009,FINANCE,13F,09/30/2020,52.6,61.52
Ishares edge msci usa value factor etf,VLUE,"",5957517.0,439546000.0,0.0161671,0.017,832,57126.0,0.968173,addition,No Data,Q2 2016,FINANCE,13F,09/30/2020,76.0084,92.75
Iridium communications inc,IRDM,"",17170507.0,439222000.0,0.0161552,0.016,833,1404079.0,8.905498,addition,12.8809341,Q4 2010,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,14.2399,46.55
Nuance communications  inc.,NUAN,"",13208579.0,438392000.0,0.0161247,0.0138,834,-422810.0,-3.101738,reduction,4.6362714,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,12.84,48.8
Huazhu grp ltd ads adr,HTHT,"",10123603.0,437747000.0,0.0161009,0.0126,835,1130258.0,12.567715,addition,3.1585674,Q3 2012,CONSUMER DISCRETIONARY,13F,09/30/2020,37.6967,45.53
Heico corp.  class a,HEI.A,"",4924541.0,436609000.0,0.0160591,0.0169,836,-302153.0,-5.780958,reduction,6.0776788,Q2 2015,INDUSTRIALS,13F,09/30/2020,40.52,118.95
Corelogic inc. (first american financial),CLGX,"",6441213.0,435878000.0,0.0160322,0.0182,837,-336606.0,-4.966288,reduction,8.2814627,Q2 2010,FINANCE,13F,09/30/2020,40.92,74.32
United therapeutics corp,UTHR,"",4305517.0,434856000.0,0.0159946,0.0218,838,-215439.0,-4.765342,reduction,9.6882657,Q2 2009,HEALTH CARE,13F,09/30/2020,131.21,172.82
John bean technologies corp,JBT,"",4716638.0,433411000.0,0.0159414,0.0166,839,-124258.0,-2.566839,reduction,14.8652908,Q4 2009,INDUSTRIALS,13F,09/30/2020,91.71,126.24
Ensign group inc. (the),ENSG,"",7593477.0,433283000.0,0.0159367,0.0131,840,-274220.0,-3.485391,reduction,13.9993117,Q4 2010,HEALTH CARE,13F,09/30/2020,21.1,84.7
M.d.c. holdings inc.,MDC,"",9188238.0,432766000.0,0.0159177,0.0131,841,18711.0,0.204056,addition,14.1646875,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,27.8992,48.01
Southwest gas holdings inc,SWX,"",6844587.0,431893000.0,0.0158856,0.0197,842,-287531.0,-4.031495,reduction,12.0438932,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,82.54,60.11
Sps commerce inc,SPSC,"",5537853.0,431232000.0,0.0158613,0.0171,843,-177225.0,-3.101008,reduction,15.6840438,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,19.11,106.99
Sailpoint technologies holdings inc,SAIL,"",10366300.0,430305113.0,0.0158272,0.0097,844,3749716.0,56.671479,addition,11.4025075,,INFORMATION TECHNOLOGY,13G,10/31/2020,,56.31
Altice usa inc,ATUS,"",16547182.0,430226000.0,0.0158243,0.0151,845,-252850.0,-1.505057,reduction,2.9632677,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,23.77,35.4
Thor industries  inc.,THO,"",4512022.0,429816000.0,0.0158092,0.0199,846,-178824.0,-3.812191,reduction,8.1494100,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,94.33,105.09
Leggett & platt inc.,LEG,"",10437164.0,429698000.0,0.0158049,0.0153,847,-497324.0,-4.548215,reduction,7.8759806,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,48.45,43.71
Shopify inc,SHOP,"",419836.0,429480000.0,0.0157969,0.0162,848,-7035.0,-1.648039,reduction,0.3789030,Q3 2016,COMMUNICATIONS,13F,09/30/2020,271.08,1170.47
Healthcare trust of america inc,HTA,"",16470106.0,428222000.0,0.0157506,0.0173,849,149572.0,0.916465,addition,7.5352612,Q4 2012,REAL ESTATE,13F,09/30/2020,30.5979,28.59
First financial bankshares inc,FFIN,"",15330591.0,427877000.0,0.0157379,0.0183,850,-541770.0,-3.413292,reduction,10.7875381,Q2 2009,FINANCE,13F,09/30/2020,21.25,39.97
Haemonetics corp. (ma),HAE,"",4891925.0,426821000.0,0.0156991,0.0182,851,-203677.0,-3.997114,reduction,9.6340790,Q4 2009,HEALTH CARE,13F,09/30/2020,46.91,125.7
One gas  inc.,OGS,"",6112106.0,421796000.0,0.0155142,0.0197,852,-278793.0,-4.362344,reduction,11.5112310,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,69.23,71.99
Amn healthcare services inc,AMN,"",7210961.0,421553000.0,0.0155053,0.0134,853,-223302.0,-3.003687,reduction,15.3324122,Q2 2011,HEALTH CARE,13F,09/30/2020,45.4,72.21
Kimco realty corp.,KIM,"",37420281.0,421350000.0,0.0154978,0.0188,854,694767.0,1.891783,addition,8.6521149,Q4 2008,REAL ESTATE,13F,09/30/2020,21.4277,16.47
Community bank system  inc.,CBU,"",7732491.0,421110000.0,0.015489,0.0172,855,176480.0,2.335624,addition,14.4420059,Q1 2009,FINANCE,13F,09/30/2020,55.6717,68.4
Ralph lauren corp. class a,RL,"",6188987.0,420668000.0,0.0154727,0.0135,856,1514706.0,32.405112,addition,12.8342139,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,78.3397,110.07
Msa safety inc,MSA,"",3119880.0,418596000.0,0.0153965,0.0146,857,-86517.0,-2.698262,reduction,8.0092829,Q1 2014,INDUSTRIALS,13F,09/30/2020,74.96,157.65
Crocs inc,CROX,"",9794318.0,418512000.0,0.0153934,0.0153,858,-624816.0,-5.996813,reduction,14.5106835,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,12.86,75.19
Credicorp ltd adr,BAP,"",3372723.0,418184000.0,0.0153814,0.0188,859,-148455.0,-4.216061,reduction,4.2474945,Q3 2008,FINANCE,13F,09/30/2020,172.81,153.9
Old republic international corp.,ORI,"",28340780.0,417744000.0,0.0153652,0.0201,860,-2497900.0,-8.099893,reduction,9.3206984,Q1 2009,FINANCE,13F,09/30/2020,20.64,18.86
Apollo glbl management llc,APO,"",9313957.0,416801000.0,0.0153305,0.0191,861,-278640.0,-2.90474,reduction,4.0705039,Q3 2019,FINANCE,13F,09/30/2020,47.99,47.95
Ppd  inc.,PPD,"",11261750.0,416573000.0,0.0153221,0.008,862,3785415.0,50.631961,addition,N/A,Q1 2020,HEALTH CARE,13F,09/30/2020,25.4652,36.5
Watts water technologies  inc.,WTS,"",4159411.0,416566000.0,0.0153219,0.0138,863,-106986.0,-2.507643,reduction,15.1615572,Q4 2009,INDUSTRIALS,13F,09/30/2020,67.52,129.21
Itt inc. (international telephone and telegraph),ITT,"",7052180.0,416431000.0,0.0153169,0.0176,864,-455912.0,-6.072275,reduction,8.1622454,Q3 2008,INDUSTRIALS,13F,09/30/2020,42.74,80.95
Kb home inc.,KBH,"",10845961.0,416377000.0,0.0153149,0.0132,865,68248.0,0.633233,addition,11.0849061,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,21.5069,35.76
Unifirst corp,UNF,"",2196862.0,416019000.0,0.0153017,0.016,866,-45952.0,-2.048855,reduction,14.4388296,Q4 2009,INDUSTRIALS,13F,09/30/2020,147.69,218.97
Bunge ltd. adr,BG,"",9091426.0,415478000.0,0.0152818,0.0147,867,127462.0,1.421938,addition,6.5096539,Q1 2009,CONSUMER STAPLES,13F,09/30/2020,71.858,70.66
Ollies bargain outlet holdings inc,OLLI,"",4753182.0,415190000.0,0.0152713,0.0194,868,-225577.0,-4.530788,reduction,7.2658250,Q4 2015,CONSUMER STAPLES,13F,09/30/2020,43.11,98.1
Renewable energy group inc,REGI,"",7751882.0,414105000.0,0.0152313,0.0073,869,416509.0,5.678089,addition,19.7084824,Q2 2013,HEALTH CARE,13F,09/30/2020,18.2471,80.01
Lci industries,LCII,"",3886583.0,413107000.0,0.0151946,0.0181,870,-60866.0,-1.541907,reduction,15.4510405,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,99.59,141.72
Gds holdings ltd adr,GDS,"",5042818.0,412655000.0,0.015178,0.0149,871,343556.0,7.31085,addition,2.6981746,Q2 2017,COMMUNICATIONS,13F,09/30/2020,43.1946,105.04
Hudson pacific properties inc,HPP,"",18806859.0,412435000.0,0.0151699,0.0187,872,145862.0,0.781641,addition,12.3611457,Q2 2011,REAL ESTATE,13F,09/30/2020,30.9594,25.29
Axalta coating systems ltd,AXTA,"",18569381.0,411683000.0,0.0151423,0.0142,873,2785879.0,17.650576,addition,7.8858637,Q4 2014,MATERIALS,13F,09/30/2020,28.1708,29.07
Flowers foods,FLO,"",16897863.0,411124000.0,0.0151217,0.0155,874,-451942.0,-2.604882,reduction,7.9856321,Q4 2007,CONSUMER STAPLES,13F,09/30/2020,19.81,22.35
10x genomics inc,TXG,"",3288510.0,410012000.0,0.0150808,0.0061,875,1584772.0,93.017354,addition,4.1026320,Q3 2019,HEALTH CARE,13F,09/30/2020,100.8531,179.67
American airlines group inc,AAL,"",29008091.0,409884325.83,0.0150761,0.0132,876,-52048.0,-0.179104,reduction,4.7493999,,TRANSPORTS,13G,11/30/2020,,15.76
Ipg photonics corp,IPGP,"",2407129.0,409138000.0,0.0150486,0.0154,877,-2475.0,-0.102714,reduction,4.5161336,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,144.88,243.92
Avista corp. (washington water power co.),AVA,"",11963067.0,408179000.0,0.0150134,0.0174,878,-39083.0,-0.325633,reduction,17.4043821,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,40.68,40.33
Stoneco ltd,STNE,"",7712579.0,407919000.0,0.0150038,0.0103,879,1036430.0,15.524369,addition,3.4149344,Q4 2018,FINANCE,13F,09/30/2020,37.5772,78.23
Middleby corp (the),MIDD,"",4524741.0,405913000.0,0.01493,0.0153,880,-339295.0,-6.975586,reduction,8.1362300,Q4 2009,INDUSTRIALS,13F,09/30/2020,111.09,133.96
Agco corp,AGCO,"",5449878.0,404762000.0,0.0148877,0.0127,881,-277374.0,-4.843056,reduction,7.2762530,Q3 2007,INDUSTRIALS,13F,09/30/2020,61.54,114.13
Lgi homes inc,LGIH,"",3480694.0,404353000.0,0.0148727,0.0123,882,-22716.0,-0.648397,reduction,13.8670714,Q2 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,43.95,100.88
Prosperity bancshares inc,PB,"",7800173.0,404283000.0,0.0148701,0.019,883,-199574.0,-2.494754,reduction,8.4272845,Q4 2007,FINANCE,13F,09/30/2020,70.12,69.53
Medpace holdings inc,MEDP,"",3605368.0,402901000.0,0.0148192,0.017,884,-985805.0,-21.471746,reduction,10.0788325,Q4 2016,HEALTH CARE,13F,09/30/2020,50.71,141.4
Signature bank (new york  ny),SBNY,"",4854531.0,402877000.0,0.0148184,0.0213,885,-147041.0,-2.939896,reduction,9.0621460,Q3 2007,FINANCE,13F,09/30/2020,145.48,154.33
Marriot vacations worldwide corp,VAC,"",4425140.0,401846000.0,0.0147804,0.0143,886,61660.0,1.413092,addition,10.7765268,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,104.2994,136.16
Ionis phrmacutls,IONS,"",8465407.0,401681000.0,0.0147744,0.0204,887,-185321.0,-2.142259,reduction,6.0543679,Q4 2009,HEALTH CARE,13F,09/30/2020,45.76,61.28
Jabil inc,JBL,"",11705239.0,401020000.0,0.0147501,0.0168,888,-1397186.0,-10.663568,reduction,7.7790369,Q2 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,28.95,44.6
