Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Dropbox inc,DBX,"",28743568.0,553601000.0,0.0183413,0.0183,734,4989421.0,21.004421,addition,6.9536167,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,23.2433,24.65
Rh common stock,RH,"",1445993.0,553266000.0,0.0183302,0.0149,735,-236921.0,-14.078022,reduction,7.4099505,Q4 2012,CONSUMER DISCRETIONARY,13F,09/30/2020,74.58,475.72
Deckers outdoor corp,DECK,"",2512778.0,552837000.0,0.018316,0.0184,736,-131131.0,-4.95974,reduction,8.9673660,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,61.5,292.74
Topbuild corp,BLD,"",3225023.0,550479000.0,0.0182379,0.0138,737,-183103.0,-5.372542,reduction,9.7489870,Q3 2015,INDUSTRIALS,13F,09/30/2020,39.05,198.06
Zions bancorp,ZION,"",18812062.0,549689000.0,0.0182117,0.0238,738,-935925.0,-4.739344,reduction,11.4721189,Q2 2002,FINANCE,13F,09/30/2020,35.35,43.34
Commerce bancshares  inc. (commerce trust co.  kansas city  mo),CBSH,"",9751777.0,548928000.0,0.0181865,0.0216,739,-494246.0,-4.823784,reduction,8.7433754,Q2 2002,FINANCE,13F,09/30/2020,39.8,66.38
Polaris inc,PII,"",5806395.0,547775000.0,0.0181483,0.0198,740,-213997.0,-3.554536,reduction,9.4661505,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,68.45,98.73
Inphi corp,IPHI,"",4878601.0,547624000.0,0.0181433,0.0196,741,163935.0,3.477129,addition,9.3945560,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,36.8807,160.5
Bjs wholesale club holdings inc,BJ,"",13144049.0,546135000.0,0.0180939,0.0177,742,-235172.0,-1.757741,reduction,9.5286162,Q2 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,25.98,38.21
Donaldson company  inc.,DCI,"",11760495.0,545921000.0,0.0180869,0.0205,743,-654351.0,-5.270714,reduction,9.3027335,Q2 2002,INDUSTRIALS,13F,09/30/2020,30.96,56.57
Mks instruments inc,MKSI,"",4997861.0,545917000.0,0.0180867,0.021,744,-238229.0,-4.54975,reduction,9.0663709,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,39.47,149.88
Elastic nv,ESTC,"",5042579.0,544044000.0,0.0180247,0.0143,745,667715.0,15.262532,addition,5.8449739,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,81.6629,155.99
Lyft inc,LYFT,"",19708795.0,542977000.0,0.0179893,0.0218,746,1050098.0,5.627928,addition,6.3152904,Q1 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,43.9756,48.86
Cloudflare inc,NET,"",13183573.0,541317000.0,0.0179343,0.0117,747,3970471.0,43.095919,addition,4.3122169,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,32.9256,84.98
Vanguard ftse developed markets etf,VEA,"",13189503.0,539451000.0,0.0178725,0.018,748,119718.0,0.915991,addition,No Data,Q4 2011,FINANCE,13F,09/30/2020,39.047,46.77
Synnex corp,SNX,"",9450781.0,539395000.0,0.0178706,0.0157,749,363486.48,3.999942,addition,7.4787741,Q2 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,65.4644,82.69
Qts realty trust inc,QTS,"",8550348.0,538842000.0,0.0178523,0.0196,750,-88832.0,-1.028246,reduction,13.9186204,Q4 2013,REAL ESTATE,13F,09/30/2020,41.48,61.57
Deutsche bank ag (nyse) adr,DB,"",64045065.0,537978000.0,0.0178237,0.0219,751,-744014.0,-1.148363,reduction,3.1136694,Q1 2015,FINANCE,13F,09/30/2020,20.52,10.85
Voya financial inc,VOYA,"",11213726.0,537474000.0,0.017807,0.0202,752,-1023026.0,-8.360274,reduction,8.8865141,Q2 2013,FINANCE,13F,09/30/2020,37.35,57.4
Erie indemnity co  class a,ERIE,"",2555706.0,537413000.0,0.017805,0.0175,753,-13316.0,-0.51833,reduction,4.8875740,Q2 2002,FINANCE,13F,09/30/2020,88.65,243.25
Aramark,ARMK,"",20266774.0,536057000.0,0.0177601,0.0173,754,-1335953.0,-6.184187,reduction,8.0113548,Q4 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,31.53,37.64
Fox corp,FOX,"",19137307.0,535270000.0,0.017734,0.0146,755,3845705.0,25.149131,addition,3.2045860,Q1 2019,COMMUNICATIONS,13F,09/30/2020,32.8761,28.0
Acceleron pharma inc,XLRN,"",4698201.0,528689000.0,0.0175159,0.0146,756,363888.0,8.395517,addition,7.8438201,Q4 2013,HEALTH CARE,13F,09/30/2020,47.5458,130.92
Darling ingredients inc,DAR,"",14655389.0,528033000.0,0.0174942,0.0138,757,-1186557.0,-7.48997,reduction,9.0487048,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,15.43,56.09
Steel dynamics  inc.,STLD,"",18398830.0,526758000.0,0.017452,0.0182,758,-1232414.0,-6.277819,reduction,8.7461538,Q2 2002,MATERIALS,13F,09/30/2020,19.88,36.38
Paylocity holding corp,PCTY,"",3241767.0,523287000.0,0.017337,0.0184,759,-312980.0,-8.804565,reduction,6.0240796,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,52.39,214.28
Caci international inc. class a,CACI,"",2450704.0,522392000.0,0.0173073,0.0204,760,-202118.0,-7.618981,reduction,9.7650156,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,84.95,246.5
Invesco ltd. adr,IVZ,"",45692776.0,521354000.0,0.0172729,0.0185,761,-2696338.0,-5.5722,reduction,9.9512558,Q4 2007,FINANCE,13F,09/30/2020,26.27,17.61
Terreno realty corp,TRNO,"",9455952.0,517807000.0,0.0171554,0.0184,762,-383699.0,-3.899518,reduction,13.8401296,Q2 2010,REAL ESTATE,13F,09/30/2020,31.11,57.53
Natera inc,NTRA,"",7151653.0,516636000.0,0.0171166,0.0123,763,216486.0,3.121569,addition,8.5083535,Q3 2015,HEALTH CARE,13F,09/30/2020,21.7947,111.74
Physicians realty trust,DOC,"",28827914.0,516309000.0,0.0171058,0.0181,764,-282834.0,-0.971579,reduction,13.8499745,Q3 2013,REAL ESTATE,13F,09/30/2020,18.51,17.98
Lumentum holdings inc,LITE,"",6844213.0,514205000.0,0.0170361,0.0204,765,-219893.0,-3.112821,reduction,9.0697630,Q3 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,33.5,98.3
Flir systems inc,FLIR,"",14265629.0,511422000.0,0.0169439,0.0211,766,-387730.0,-2.646014,reduction,10.8796638,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,29.42,44.54
Agree realty corp.,ADC,"",8030337.0,511052000.0,0.0169316,0.0184,767,121786.0,1.539928,addition,14.9121320,Q4 2009,REAL ESTATE,13F,09/30/2020,53.2205,64.67
Trip.com group ltd,TCOM,"",16399215.0,510671000.0,0.016919,0.0152,768,-174096.0,-1.05046,reduction,2.7651411,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,43.77,31.99
Spirit realty capital  inc.,SRC,"",15078927.0,508915000.0,0.0168608,0.0195,769,-696441.0,-4.414737,reduction,14.6336109,Q4 2012,REAL ESTATE,13F,09/30/2020,744.13,40.29
First solar inc,FSLR,"",7680112.0,508423000.0,0.0168445,0.0125,770,572725.0,8.058165,addition,7.2475993,Q4 2006,INDUSTRIALS,13F,09/30/2020,65.071,102.4
Sonoco products co.,SON,"",9917217.0,506472000.0,0.0167799,0.0194,771,-519010.0,-4.973157,reduction,9.8800196,Q2 2002,MATERIALS,13F,09/30/2020,41.35,59.43
Churchill downs inc,CHDN,"",3087725.0,505831000.0,0.0167586,0.0152,772,-131445.0,-4.083195,reduction,7.8300791,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,66.61,206.91
Alteryx inc,AYX,"",4450308.0,505332000.0,0.0167421,0.0267,773,-123975.0,-2.710261,reduction,6.7249200,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,62.12,128.94
Lincoln electric holdings inc,LECO,"",5486552.0,504983000.0,0.0167305,0.0173,774,-303243.0,-5.237543,reduction,9.2418237,Q2 2002,INDUSTRIALS,13F,09/30/2020,41.54,118.81
First horizon national corp. (first national bank  memphis  tn),FHN,"",53353557.0,503124000.0,0.016669,0.0111,775,21820207.0,69.197237,addition,9.6067815,Q2 2002,FINANCE,13F,09/30/2020,13.975,12.64
Landstar system inc,LSTR,"",4002629.0,502289000.0,0.0166413,0.0166,776,-156319.0,-3.758619,reduction,10.4290918,Q2 2002,TRANSPORTS,13F,09/30/2020,55.22,135.36
Axon enterprise inc. (taser international inc.),AAXN,"",5527791.0,501370000.0,0.0166108,0.02,777,-220252.0,-3.831774,reduction,8.7085318,Q2 2002,INDUSTRIALS,13F,09/30/2020,40.14,130.75
Hill-rom holdings,HRC,"",6002521.0,501270000.0,0.0166075,0.0245,778,-278566.0,-4.434997,reduction,9.0119846,Q2 2008,HEALTH CARE,13F,09/30/2020,49.59,97.94
Jabil inc,JBL,"",14616000.0,500744000.0,0.0165901,0.0175,779,-795433.0,-5.161318,reduction,9.7068528,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,22.9,42.87
Athene holding ltd class a,ATH,"",14684962.0,500463000.0,0.0165808,0.0177,780,-1319877.0,-8.246737,reduction,7.5597980,Q4 2016,FINANCE,13F,09/30/2020,46.12,42.38
Stericycle inc.,SRCL,"",7912351.0,498953000.0,0.0165308,0.0166,781,-428459.0,-5.136899,reduction,8.6489956,Q2 2002,INDUSTRIALS,13F,09/30/2020,71.43,69.72
Smartsheet inc,SMAR,"",10073950.0,497855000.0,0.0164944,0.0175,782,368030.0,3.79181,addition,8.3525131,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,43.4272,72.5
American financial group inc. (holding co.),AFG,"",7353136.0,492513000.0,0.0163174,0.0178,783,-572745.0,-7.226263,reduction,8.3048626,Q2 2002,FINANCE,13F,09/30/2020,57.56,87.57
Brixmor property group inc,BRX,"",42066718.0,491760000.0,0.0162925,0.0205,784,-2969184.0,-6.592927,reduction,14.1886616,Q4 2013,REAL ESTATE,13F,09/30/2020,24.72,16.3
Norwegian cruise line holdings ltd,NCLH,"",28729591.0,491564000.0,0.016286,0.0162,785,868321.0,3.116588,addition,10.4236655,Q1 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,42.8382,24.58
Siteone landscape supply inc,SITE,"",4027148.0,491111000.0,0.016271,0.0156,786,180365.0,4.688723,addition,9.1202283,Q2 2016,INDUSTRIALS,13F,09/30/2020,53.0887,159.11
Restaurant brands international inc,QSR,"",8521315.0,490062000.0,0.0162362,0.0164,787,44643.0,0.526657,addition,2.8074882,Q4 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,48.1195,60.71
Dxc technology company,DXC,"",27388604.0,488887000.0,0.0161973,0.0167,788,-1072841.0,-3.769454,reduction,10.7746605,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,35.72,22.9
Tetra tech  inc.,TTEK,"",5104127.0,487444000.0,0.0161495,0.0153,789,-339987.0,-6.245038,reduction,9.4716762,Q2 2002,INDUSTRIALS,13F,09/30/2020,28.98,115.42
Rayonier inc.,RYN,"",18428347.0,487246000.0,0.0161429,0.0164,790,-221472.0,-1.187529,reduction,13.4994227,Q2 2002,REAL ESTATE,13F,09/30/2020,29.96,29.59
Cdk global inc,CDK,"",11176362.0,487178000.0,0.0161406,0.0175,791,-728712.0,-6.12102,reduction,9.1955809,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,41.75,51.28
Peoples united financial  inc.,PBCT,"",46768603.0,482184000.0,0.0159752,0.0201,792,-2306853.0,-4.700625,reduction,11.0101526,Q2 2002,FINANCE,13F,09/30/2020,16.03,12.89
Liberty sirius xm group  series c,LSXMK,"",14537563.0,480902000.0,0.0159327,0.0179,793,-101410.0,-0.69274,reduction,4.2321146,Q2 2016,COMMUNICATIONS,13F,09/30/2020,30.88,42.79
Toll brothers  inc.,TOL,"",9870983.0,480323000.0,0.0159135,0.0124,794,-890729.0,-8.276834,reduction,7.8227519,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,30.21,45.62
Highwoods properties  inc.,HIW,"",14274764.0,479204000.0,0.0158765,0.0198,795,-657281.0,-4.401815,reduction,13.7394426,Q2 2002,REAL ESTATE,13F,09/30/2020,37.02,38.7
Bill.com holdings  inc.,BILL,"",4776601.0,479141000.0,0.0158744,0.0116,796,1150462.0,31.726914,addition,5.9573064,Q4 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,84.0795,148.39
Bwx technologies inc,BWXT,"",8466506.0,476748000.0,0.0157951,0.0178,797,-393324.0,-4.439408,reduction,8.8850457,Q3 2010,INDUSTRIALS,13F,09/30/2020,27.42,60.14
Itt inc. (international telephone and telegraph),ITT,"",8050615.0,475388000.0,0.01575,0.0177,798,-445897.0,-5.248001,reduction,9.3178414,Q2 2002,INDUSTRIALS,13F,09/30/2020,43.29,76.49
Post holdings inc,POST,"",5519695.0,474693000.0,0.015727,0.0182,799,-327294.0,-5.59765,reduction,8.1526461,Q1 2012,CONSUMER STAPLES,13F,09/30/2020,59.28,100.31
Msa safety inc,MSA,"",3491735.0,468487000.0,0.0155214,0.0149,800,-170207.0,-4.647998,reduction,8.9799606,Q1 2014,INDUSTRIALS,13F,09/30/2020,64.62,148.96
Herbalife nutrition ltd,HLF,"",10023605.0,467600000.0,0.015492,0.0149,801,679154.0,7.267993,addition,7.5642565,Q2 2005,HEALTH CARE,13F,09/30/2020,17.7411,48.44
Hudson pacific properties inc,HPP,"",21308378.0,467292000.0,0.0154818,0.0198,802,-869560.0,-3.920833,reduction,13.8944454,Q3 2010,REAL ESTATE,13F,09/30/2020,28.79,23.88
Primerica inc,PRI,"",4128334.0,467081000.0,0.0154748,0.0185,803,-337707.0,-7.561664,reduction,10.4463135,Q2 2010,FINANCE,13F,09/30/2020,43.12,134.75
Realpage inc,RP,"",8081943.0,465844000.0,0.0154338,0.0184,804,107895.0,1.353077,addition,7.9300570,Q3 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,38.0945,87.53
Corelogic inc. (first american financial),CLGX,"",6871082.0,464966000.0,0.0154047,0.0178,805,-605383.0,-8.097182,reduction,8.6473821,Q2 2010,FINANCE,13F,09/30/2020,26.95,77.5
Prosperity bancshares inc,PB,"",8961743.0,464486000.0,0.0153888,0.0195,806,-299335.0,-3.232183,reduction,9.6715933,Q2 2002,FINANCE,13F,09/30/2020,54.31,69.33
Alaska air group inc,ALK,"",12530335.0,458986000.0,0.0152066,0.0168,807,-515406.0,-3.950761,reduction,10.1345538,Q2 2002,TRANSPORTS,13F,09/30/2020,39.36,52.25
Zto express cayman inc adr,ZTO,"",15337042.0,458884000.0,0.0152032,0.0193,808,542296.0,3.665463,addition,1.9565181,Q3 2017,INDUSTRIALS,13F,09/30/2020,18.624,28.02
Equity commonwealth inc.,EQC,"",17212218.0,458362000.0,0.0151859,0.0209,809,-1061660.0,-5.809714,reduction,14.1639137,Q3 2010,REAL ESTATE,13F,09/30/2020,25.27,26.48
Meritage homes corp.,MTH,"",4148152.0,457914000.0,0.0151711,0.0116,810,-137072.0,-3.198713,reduction,11.0312873,Q2 2002,REAL ESTATE,13F,09/30/2020,39.23,88.47
Ingredion inc.,INGR,"",6047003.0,457638000.0,0.015162,0.0188,811,-332717.0,-5.215229,reduction,9.0271227,Q2 2012,MATERIALS,13F,09/30/2020,73.95,79.36
Mdu resources group,MDU,"",20323294.0,457274000.0,0.0151499,0.0174,812,-1743150.0,-7.899551,reduction,10.1351801,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,24.2,25.75
Lexington realty trust,LXP,"",43757136.0,457262000.0,0.0151495,0.0169,813,-1358888.0,-3.011985,reduction,15.8093463,Q2 2002,REAL ESTATE,13F,09/30/2020,10.14,10.76
Emergent biosolutions inc,EBS,"",4418861.0,456601000.0,0.0151276,0.0133,814,-330735.0,-6.963434,reduction,8.3493061,Q1 2007,HEALTH CARE,13F,09/30/2020,33.65,93.84
Terminix global holdings,TMX,"",11424071.0,455591000.0,0.0150941,0.0151,815,-540039.0,-4.513825,reduction,8.6551274,Q3 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,16.91,51.13
Jbg smith properties,JBGS,"",16985863.0,454201000.0,0.0150481,0.0187,816,-852401.0,-4.778498,reduction,12.6959504,Q3 2017,REAL ESTATE,13F,09/30/2020,35.05,30.88
Huntsman corp,HUN,"",20441450.0,454005000.0,0.0150416,0.0139,817,-1289568.0,-5.934227,reduction,9.2652291,Q1 2005,MATERIALS,13F,09/30/2020,19.2,25.53
Oshkosh corporation,OSK,"",6150307.0,452048000.0,0.0149768,0.0169,818,-509273.0,-7.647224,reduction,9.0304596,Q2 2002,INDUSTRIALS,13F,09/30/2020,44.46,85.61
Planet fitness inc,PLNT,"",7335445.0,452010000.0,0.0149755,0.0175,819,-803735.0,-9.874889,reduction,8.4794770,Q3 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,27.4,77.74
Cgi inc,GIB,"",6665107.0,451694000.0,0.014965,0.0153,820,-184468.0,-2.693131,reduction,2.8904675,Q1 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,47.62,79.35
Stamps.com inc,STMP,"",1867210.0,449904000.0,0.0149057,0.0119,821,48151.0,2.647028,addition,10.6238243,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,101.4233,221.71
Thor industries  inc.,THO,"",4717734.0,449412000.0,0.0148894,0.0182,822,-106311.0,-2.203773,reduction,8.5468122,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,53.93,102.37
Syneos health inc class a,SYNH,"",8451568.0,449286000.0,0.0148853,0.0165,823,481343.0,6.039265,addition,8.1289872,Q4 2014,HEALTH CARE,13F,09/30/2020,45.1347,68.02
Gap (the),GPS,"",26222533.0,446569000.0,0.0147952,0.0124,824,-1440245.0,-5.206437,reduction,7.0190095,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,24.07,20.43
Knight transportation inc.,KNX,"",10950375.0,445680000.0,0.0147658,0.0171,825,-640697.0,-5.527504,reduction,6.4336937,Q2 2002,TRANSPORTS,13F,09/30/2020,31.32,42.21
Blueprint medicines corp,BPMC,"",4794780.0,444476000.0,0.0147259,0.0136,826,-134430.0,-2.727212,reduction,8.6748688,Q2 2015,HEALTH CARE,13F,09/30/2020,61.59,123.0
Tapestry inc,TPR,"",28308599.0,442463000.0,0.0146592,0.0141,827,-1642229.0,-5.483084,reduction,10.2059480,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,35.19,30.85
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",7412235.0,442067000.0,0.0146461,0.0134,828,-430904.0,-5.494025,reduction,N/A,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,82.61,93.82
Maximus  inc.,MMS,"",6449774.0,441228000.0,0.0146183,0.0171,829,-378106.0,-5.537678,reduction,10.5194887,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,42.79,72.84
Helen of troy ltd.,HELE,"",2277075.0,440660000.0,0.0145995,0.0161,830,-128238.0,-5.331448,reduction,8.9921424,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,53.37,224.83
Ultragenyx pharmaceutical inc,RARE,"",5357835.0,440360000.0,0.0145895,0.0143,831,219578.0,4.273395,addition,8.8428373,Q1 2014,HEALTH CARE,13F,09/30/2020,66.0114,172.87
Bce inc. (bell telephone of canada),BCE,"",10611618.0,440063000.0,0.0145797,0.016,832,-170154.0,-1.578164,reduction,1.1734261,Q1 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,43.18,42.76
Lithia motors inc  class a,LAD,"",1930131.0,439955000.0,0.0145761,0.0129,833,-471683.0,-19.638615,reduction,8.4503115,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,63.72,290.01
Sabra healthcare reit inc,SBRA,"",31884768.0,439531000.0,0.0145621,0.0169,834,-1162198.0,-3.516807,reduction,15.5111221,Q4 2010,HEALTH CARE,13F,09/30/2020,21.34,17.75
Ppd  inc.,PPD,"",11782936.0,435851000.0,0.0144401,0.0059,835,5565697.0,89.520396,addition,N/A,Q1 2020,HEALTH CARE,13F,09/30/2020,27.4976,34.85
Middleby corp (the),MIDD,"",4809929.0,431499000.0,0.014296,0.0141,836,-243016.0,-4.809393,reduction,8.6482042,Q2 2002,INDUSTRIALS,13F,09/30/2020,45.5,129.41
Simpson manufacturing co.  inc.,SSD,"",4437158.0,431115000.0,0.0142832,0.0136,837,-108219.0,-2.380859,reduction,10.2062887,Q2 2002,INDUSTRIALS,13F,09/30/2020,37.46,92.89
Pegasystems inc.,PEGA,"",3548796.0,429548000.0,0.0142313,0.0132,838,-119026.0,-3.245141,reduction,4.4130881,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,31.42,138.63
Acadia pharmaceuticals inc,ACAD,"",10369690.0,427750000.0,0.0141717,0.0183,839,-291729.0,-2.736306,reduction,6.5277690,Q3 2004,HEALTH CARE,13F,09/30/2020,23.63,55.01
Fiat chrysler automobiles n.v.,FCAU,"",34943290.0,427008000.0,0.0141472,0.0128,840,-361469.0,-1.023853,reduction,1.7266482,Q1 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,9.42,17.68
Brunswick corp.,BC,"",7243811.0,426732000.0,0.014138,0.0171,841,-267115.0,-3.556352,reduction,9.1506440,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2020,34.43,81.49
Idacorp inc. holding co.,IDA,"",5335064.0,426272000.0,0.0141228,0.0177,842,-366497.0,-6.428012,reduction,10.5726205,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,58.25,95.11
Neogen corp.,NEOG,"",5446249.0,426168000.0,0.0141193,0.0154,843,-165677.0,-2.952231,reduction,10.2679983,Q2 2002,HEALTH CARE,13F,09/30/2020,38.08,80.95
Haemonetics corp. (ma),HAE,"",4864834.0,424457000.0,0.0140626,0.0168,844,-436179.0,-8.22822,reduction,9.5955003,Q2 2002,HEALTH CARE,13F,09/30/2020,41.86,118.75
Zillow group inc. class b,ZG,"",4158250.0,422229000.0,0.0139888,0.01,845,-755354.0,-15.372708,reduction,1.8319410,Q3 2011,COMMUNICATIONS,13F,09/30/2020,31.89,143.86
Q2 holdings inc,QTWO,"",4626409.0,422207000.0,0.0139881,0.0139,846,46931.0,1.024811,addition,8.6505014,Q2 2014,COMMUNICATIONS,13F,09/30/2020,52.6952,128.13
East west bancorp  inc.,EWBC,"",12890297.0,422029000.0,0.0139822,0.0175,847,-728259.0,-5.347549,reduction,9.1106017,Q2 2002,FINANCE,13F,09/30/2020,31.36,50.39
Flowers foods,FLO,"",17319698.0,421388000.0,0.013961,0.0144,848,-863769.0,-4.750299,reduction,8.1850050,Q2 2002,CONSUMER STAPLES,13F,09/30/2020,14.79,23.16
Wingstop inc,WING,"",3078902.0,420732000.0,0.0139392,0.0178,849,-542155.0,-14.972286,reduction,10.4020621,Q2 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,41.38,140.76
Sirius xm holdings inc,SIRI,"",78488501.0,420697000.0,0.0139381,0.0139,850,11723710.0,17.559719,addition,1.8083701,Q2 2002,COMMUNICATIONS,13F,09/30/2020,3.2419,6.31
Unum group  inc.,UNM,"",24957895.0,420042000.0,0.0139164,0.0154,851,-1192284.0,-4.559372,reduction,12.2608892,Q2 2002,FINANCE,13F,09/30/2020,26.25,21.92
Kinsale capital group inc,KNSL,"",2200183.0,418430000.0,0.013863,0.0122,852,-19486.0,-0.877879,reduction,10.1478254,Q3 2016,FINANCE,13F,09/30/2020,83.2,207.28
Axalta coating systems ltd,AXTA,"",18640909.0,413269000.0,0.013692,0.0159,853,-1239117.0,-6.232975,reduction,7.9201705,Q4 2014,MATERIALS,13F,09/30/2020,28.42,28.76
Nevro corp,NVRO,"",2953467.0,411419000.0,0.0136307,0.013,854,-103183.0,-3.375689,reduction,8.6074380,Q4 2014,HEALTH CARE,13F,09/30/2020,68.58,182.41
Bruker corp,BRKR,"",10342385.0,411110000.0,0.0136204,0.0158,855,-575717.0,-5.27305,reduction,6.7559647,Q2 2002,HEALTH CARE,13F,09/30/2020,19.34,54.33
Silicon laboratories inc,SLAB,"",4188228.0,409817000.0,0.0135776,0.0154,856,-141973.0,-3.27867,reduction,9.5631323,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,53.38,126.29
Snowflake  inc.,SNOW,"",1631663.0,409548000.0,0.0135687,,857,1631663.0,,new,0.5896977,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,251.0,323.04
Discovery inc series a,DISCA,"",18720066.0,407537000.0,0.0135021,0.0142,858,-233703.0,-1.233016,reduction,3.6931304,Q4 2008,COMMUNICATIONS,13F,09/30/2020,24.71,28.57
Woodward inc,WWD,"",5082666.0,407428000.0,0.0134985,0.0146,859,-236887.0,-4.453137,reduction,8.1474265,Q2 2002,INDUSTRIALS,13F,09/30/2020,42.89,121.0
Euronet worldwide inc.,EEFT,"",4471508.0,407355000.0,0.013496,0.0158,860,-180305.0,-3.876016,reduction,8.5515240,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,57.48,142.95
Rogers communications inc. class b (nyse),RCI,"",10273215.0,407332000.0,0.0134953,0.015,861,-217403.0,-2.072356,reduction,2.6089346,Q1 2015,COMMUNICATIONS,13F,09/30/2020,39.45,46.76
National instruments corp,NATI,"",11326493.0,404355000.0,0.0133966,0.0159,862,-242731.0,-2.098075,reduction,8.6174896,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2020,29.53,43.1
Wyndham hotels & resorts inc,WH,"",7992962.0,403645000.0,0.0133731,0.0129,863,-517923.0,-6.085419,reduction,8.5797254,Q2 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,57.38,56.28
Freshpet inc,FRPT,"",3606417.0,402656000.0,0.0133404,0.0086,864,693210.0,23.795425,addition,8.9103011,Q4 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,54.2569,143.31
Science applications international corp,SAIC,"",5129973.0,402293000.0,0.0133283,0.0146,865,-169140.0,-3.191855,reduction,8.8197671,Q3 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,60.53,96.81
Neogenomics  inc.,NEO,"",10882750.0,401465000.0,0.0133009,0.0124,866,-357852.0,-3.183566,reduction,9.8548292,Q1 2013,HEALTH CARE,13F,09/30/2020,16.79,55.4
Performance food group co,PFGC,"",11554535.0,400018000.0,0.013253,0.0126,867,-667745.0,-5.463342,reduction,8.7046385,Q4 2015,CONSUMER STAPLES,13F,09/30/2020,29.67,47.97
Blackline inc,BL,"",4441313.0,398074000.0,0.0131886,0.0133,868,-77322.0,-1.71118,reduction,7.8056278,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,41.63,137.83
Everbridge inc,EVBG,"",3156994.0,396929000.0,0.0131506,0.016,869,-111083.0,-3.399033,reduction,9.1281871,Q3 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,61.48,152.34
Tradeweb markets inc,TW,"",6835337.0,396448000.0,0.0131347,0.0134,870,314262.0,4.819175,addition,3.0083956,Q2 2019,FINANCE,13F,09/30/2020,46.4563,63.39
Cullen/frost bankers  inc. (frost national bank) (san antonio  tx),CFR,"",6194356.0,396130000.0,0.0131241,0.017,871,-229775.0,-3.576748,reduction,9.8792170,Q2 2002,FINANCE,13F,09/30/2020,70.93,87.48
