Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Omnicom group inc.,OMC,"",19364044.0,958521000.0,0.0353072,0.0428,481,-269168.0,-1.370983,reduction,9.0120347,Q3 2007,COMMUNICATIONS,13F,09/30/2020,80.61,61.3
Cyrusone inc,CONE,"",13535829.0,947915000.0,0.0349165,0.0406,482,-448984.0,-3.210511,reduction,11.5816391,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,55.98,72.75
Ishares global healthcare etf,IXJ,"",12730319.0,945990004.89,0.0348456,0.0317,483,766354.0,6.405519,addition,No Data,,HEALTH CARE,13G,11/30/2020,,74.97
Ishares core msci international developed markets etf,IDEV,"",17424796.0,940243000.0,0.0346339,0.0354,484,88268.0,0.509145,addition,No Data,Q1 2017,FINANCE,13F,09/30/2020,56.2483,61.25
Nucor corp. (nuclear corp. of america),NUE,"",20913264.0,938169000.0,0.0345575,0.0349,485,-197676.0,-0.936368,reduction,6.9273286,Q3 2007,MATERIALS,13F,09/30/2020,58.36,52.44
Taiwan semiconductor manufacturing co ltd adr,TSM,"",11458622.0,928952000.0,0.034218,0.0242,486,760168.0,7.1054,addition,0.2209498,Q2 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,43.7329,105.97
Lennox international  inc.,LII,"",3394313.0,925324000.0,0.0340844,0.0322,487,-72533.0,-2.09219,reduction,8.8731039,Q3 2007,INDUSTRIALS,13F,09/30/2020,176.99,273.43
Centurylink inc,LUMN,"",91620160.0,924447000.0,0.0340521,0.0362,488,1154132.0,1.275763,addition,8.3477901,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,19.3222,9.86
Principal financial group,PFG,"",22909460.0,922565000.0,0.0339827,0.0382,489,-110736.0,-0.481038,reduction,8.3453186,Q3 2008,FINANCE,13F,09/30/2020,59.31,48.48
Liberty broadband corp class c,LBRDK,"",6443510.0,920584000.0,0.0339098,0.0334,490,-313976.0,-4.646343,reduction,3.5417500,Q4 2014,COMMUNICATIONS,13F,09/30/2020,88.87,159.43
Amedisys inc,AMED,"",3887550.0,919133000.0,0.0338563,0.0317,491,-110876.0,-2.772991,reduction,11.9739758,Q3 2007,HEALTH CARE,13F,09/30/2020,60.43,292.35
Nisource inc.,NI,"",39860623.0,915598510.31,0.0337261,0.0303,492,2503939.0,6.702787,addition,10.4068474,,UTILITIES AND TELECOMMUNICATIONS,13G,10/31/2020,,22.09
Fortune brands home & security inc,FBHS,"",10518438.0,910053000.0,0.0335219,0.0271,493,-85005.0,-0.801674,reduction,7.6138732,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,58.65,89.07
Essential utilities inc,WTRG,"",22512254.0,906119000.0,0.0333769,0.0386,494,-408886.0,-1.783882,reduction,9.1828768,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,35.47,45.47
Hasbro inc.,HAS,"",10952174.0,905961000.0,0.0333711,0.0333,495,-180776.0,-1.623792,reduction,7.9929624,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,97.75,93.15
Martin marietta materials inc.,MLM,"",3835276.0,902669000.0,0.0332499,0.032,496,-46381.0,-1.194876,reduction,6.1592204,Q2 2009,MATERIALS,13F,09/30/2020,218.38,275.05
United rentals  inc.,URI,"",5171945.0,902502000.0,0.0332437,0.031,497,-31781.0,-0.610735,reduction,7.1752568,Q3 2007,INDUSTRIALS,13F,09/30/2020,123.18,232.62
Berkeley (w.r.) corp.,WRB,"",14720791.0,900178000.0,0.0331581,0.0346,498,-404127.0,-2.671929,reduction,8.2699304,Q3 2007,FINANCE,13F,09/30/2020,45.87,66.1
Ceridian hcm holding inc,CDAY,"",10888575.0,899942000.0,0.0331494,0.0299,499,1422810.0,15.031115,addition,7.5235162,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,61.8295,110.06
Dell technologies inc,DELL,"",13272412.0,898408000.0,0.0330929,0.0215,500,3445585.0,35.063047,addition,1.7774349,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,55.9177,72.99
Horizon therapeutics plc,HZNP,"",11553123.0,897447000.0,0.0330575,0.0251,501,240952.0,2.130024,addition,5.2431568,Q2 2015,HEALTH CARE,13F,09/30/2020,20.3609,68.92
Equity lifestyle properties inc,ELS,"",14630067.0,896823000.0,0.0330345,0.0361,502,164411.0,1.136561,addition,8.0316496,Q4 2009,REAL ESTATE,13F,09/30/2020,47.0618,61.44
Perkinelmer inc.,PKI,"",7116449.0,893186000.0,0.0329006,0.0283,503,-113941.0,-1.575862,reduction,6.3645126,Q4 2008,HEALTH CARE,13F,09/30/2020,66.76,139.71
Ulta beauty inc,ULTA,"",3978997.0,891216000.0,0.032828,0.0331,504,-94577.0,-2.32172,reduction,7.0645911,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,272.62,264.64
Entegris inc.,ENTG,"",11965194.0,889494000.0,0.0327646,0.0242,505,1714600.0,16.726836,addition,8.8750106,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,39.952,96.26
Las vegas sands corp,LVS,"",18933142.0,883422000.0,0.0325409,0.0379,506,-1914734.0,-9.184312,reduction,2.4787981,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,61.38,57.01
Arista networks inc,ANET,"",4224958.0,874270000.0,0.0322038,0.0358,507,-40096.0,-0.940105,reduction,5.5572833,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,185.5,288.84
Evergy inc,EVRG,"",17155562.0,871847000.0,0.0321145,0.041,508,-160042.0,-0.924265,reduction,7.5632624,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,54.28,53.43
Waste connections inc,WCN,"",8397949.0,871705000.0,0.0321093,0.0328,509,-362425.0,-4.137095,reduction,3.1943971,Q3 2007,INDUSTRIALS,13F,09/30/2020,78.61,101.49
Markel corp. (holding co.),MKL,"",893943.0,870433000.0,0.0320625,0.0344,510,-39781.0,-4.260467,reduction,6.4882681,Q4 2009,FINANCE,13F,09/30/2020,990.76,990.9
Graco inc.,GGG,"",14167401.0,869169000.0,0.0320159,0.0282,511,-565739.0,-3.839908,reduction,8.4981991,Q2 2009,INDUSTRIALS,13F,09/30/2020,35.38,72.84
Jazz pharmaceuticals plc,JAZZ,"",6095185.0,869111000.0,0.0320138,0.0175,512,2129982.0,53.716846,addition,10.9905075,Q3 2010,HEALTH CARE,13F,09/30/2020,151.2228,157.28
Fidelity national financial inc,FNF,"",27739214.0,868513000.0,0.0319917,0.0333,513,495112.0,1.817318,addition,9.5046436,Q4 2008,FINANCE,13F,09/30/2020,27.2046,38.53
Celanese corp,CE,"",8074060.0,867559000.0,0.0319566,0.0281,514,-76382.0,-0.937152,reduction,6.8256106,Q3 2007,MATERIALS,13F,09/30/2020,90.27,129.85
Trex company,TREX,"",12092076.0,865793000.0,0.0318915,0.0292,515,825028.0,7.322486,addition,10.4461486,Q4 2010,INDUSTRIALS,13F,09/30/2020,43.2975,86.29
Godaddy inc,GDDY,"",11392747.0,865508000.0,0.031881,0.0338,516,-157349.0,-1.362318,reduction,6.7837078,Q2 2015,COMMUNICATIONS,13F,09/30/2020,62.23,84.96
Packaging corp. of america,PKG,"",7827319.0,853566000.0,0.0314412,0.032,517,-206586.0,-2.571427,reduction,8.2536165,Q2 2009,MATERIALS,13F,09/30/2020,93.55,136.1
Ishares esg msci usa etf,ESGU,"",11163745.0,850789000.0,0.0313389,0.0218,518,3359008.0,43.038068,addition,No Data,Q4 2016,FINANCE,13F,09/30/2020,70.0858,85.17
Hess corp,HES,"",20785100.0,850735000.0,0.0313369,0.0426,519,189488.0,0.920041,addition,6.7672073,Q3 2007,ENERGY,13F,09/30/2020,49.8083,53.54
Not found,HST,"",78428489.0,846243000.0,0.0311714,0.0341,520,-720365.0,-0.91014,reduction,11.1204566,Q4 2008,REAL ESTATE,13F,09/30/2020,18.69,14.2
Oge energy corp. (oklahoma gas & electric),OGE,"",28096121.0,842600000.0,0.0310372,0.0355,521,-1198002.0,-4.089564,reduction,14.0361411,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,35.67,31.15
Centerpoint energy inc,CNP,"",43537892.0,842459000.0,0.031032,0.0331,522,-887045.0,-1.996728,reduction,7.9912584,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,27.06,21.58
Zscaler inc,ZS,"",5981644.0,841558000.0,0.0309988,0.0236,523,580073.0,10.738968,addition,4.5006465,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,58.8399,205.27
E*trade financial corp.,ETFC,"",16799735.0,840826000.0,0.0309719,0.0351,524,-878448.0,-4.969108,reduction,7.5983763,Q4 2007,FINANCE,13F,09/30/2020,40.71,
Aes corp. (the),AES,"",46369077.0,839743000.0,0.030932,0.0284,525,-2790233.0,-5.675899,reduction,6.9714187,Q4 2008,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,11.41,23.27
Datadog inc,DDOG,"",8216856.0,839434000.0,0.0309206,0.018,526,3032965.0,58.507499,addition,2.7088347,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,89.4477,106.28
Bio-rad laboratories inc class a,BIO,"",1622229.0,836193000.0,0.0308012,0.0285,527,39908.0,2.522118,addition,5.4660302,Q2 2009,HEALTH CARE,13F,09/30/2020,236.8957,575.07
Peloton interactive inc,PTON,"",8422961.0,835895000.0,0.0307902,0.0095,528,4304190.0,104.501804,addition,2.9176629,Q3 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,68.5459,162.72
W.p. carey inc,WPC,"",12826977.0,835807000.0,0.030787,0.0345,529,41154.0,0.321872,addition,7.3757313,Q1 2013,FINANCE,13F,09/30/2020,66.4857,70.4
Spotify technology sa,SPOT,"",3424704.0,830729000.0,0.0306,0.0353,530,-3818.0,-0.11136,reduction,1.8281109,Q2 2018,COMMUNICATIONS,13F,09/30/2020,146.6,328.39
Cree inc.,CREE,"",13026096.0,830282000.0,0.0305835,0.0275,531,1388658.0,11.932678,addition,11.8725416,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,35.4909,103.1
Churchill downs inc,CHDN,"",5066586.0,830006000.0,0.0305733,0.0283,532,-255475.0,-4.800302,reduction,12.8482198,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,78.26,206.91
Seagate technology plc,STX,"",16826860.0,829060000.0,0.0305385,0.0331,533,-283015.0,-1.654103,reduction,6.5592343,Q4 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,46.42,62.95
Ishares trust core s&p small cap index fund,IJR,"",11789378.0,827968000.0,0.0304983,0.0317,534,177229.0,1.526238,addition,No Data,Q1 2015,FINANCE,13F,09/30/2020,72.7811,92.07
Expedia group inc,EXPE,"",9000970.0,825298000.0,0.0303999,0.0313,535,-537263.0,-5.632731,reduction,6.3734192,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,126.7,126.96
Cdk global inc,CDK,"",18918730.0,824667000.0,0.0303767,0.0319,536,-401664.0,-2.078964,reduction,15.5657729,Q4 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,58.66,51.28
Ishares edge msci min vol usa etf,USMV,"",12913692.0,822990000.0,0.0303149,0.033,537,-737132.0,-5.399908,reduction,No Data,Q1 2015,FINANCE,13F,09/30/2020,55.84,67.11
Everest re group ltd.,RE,"",4157428.0,821259000.0,0.0302511,0.0347,538,-62148.0,-1.472849,reduction,10.4009037,Q1 2009,FINANCE,13F,09/30/2020,236.44,229.18
Cboe global markets inc,CBOE,"",9345053.0,819935000.0,0.0302024,0.0334,539,382157.0,4.263767,addition,8.5925293,Q2 2010,FINANCE,13F,09/30/2020,95.4512,92.05
Ishares 1-3 year treasury bond etf,SHY,"",9475268.0,819705000.0,0.0301939,0.0301,540,762024.0,8.745583,addition,No Data,Q4 2013,FINANCE,13F,09/30/2020,85.0571,86.37
Toro co,TTC,"",9737316.0,817447000.0,0.0301107,0.0282,541,-924768.0,-8.673426,reduction,9.0750640,Q4 2009,INDUSTRIALS,13F,09/30/2020,62.92,93.9
Owens corning inc,OC,"",11821743.0,813454000.0,0.0299636,0.0256,542,328658.0,2.859615,addition,10.9446205,Q4 2009,INDUSTRIALS,13F,09/30/2020,65.0281,78.4
Alleghany corp (ny),Y,"",1545245.0,804222000.0,0.0296236,0.0313,543,-58361.0,-3.63936,reduction,10.7968488,Q4 2009,FINANCE,13F,09/30/2020,624.31,598.15
Dun & bradstreet holdings  inc.,DNB,"",31290496.0,802915000.0,0.0295754,,544,31290496.0,,new,7.4008542,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,25.66,26.49
Darling ingredients inc,DAR,"",22228465.0,800893000.0,0.0295009,0.0182,545,3741982.0,20.241719,addition,13.7245635,Q4 2009,CONSUMER STAPLES,13F,09/30/2020,19.0808,56.09
Western digital corp,WDC,"",21903825.0,800587000.0,0.0294897,0.0384,546,132657.0,0.609324,addition,7.2403167,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,72.5904,49.92
Omega healthcare investors  inc.,OHI,"",26706396.0,799592000.0,0.029453,0.0328,547,-901795.0,-3.266404,reduction,11.7664306,Q2 2009,REAL ESTATE,13F,09/30/2020,33.72,37.22
Whirlpool corp. (de),WHR,"",4343215.0,798676000.0,0.0294193,0.023,548,-97129.0,-2.187421,reduction,6.9721440,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,168.37,193.2
Watsco inc.,WSO,"",3419589.0,796389000.0,0.029335,0.0251,549,-123307.0,-3.480401,reduction,8.9004284,Q4 2008,INDUSTRIALS,13F,09/30/2020,153.74,234.19
Ingersoll rand inc,IR,"",22354664.0,795826000.0,0.0293143,0.0245,550,542883.0,2.488944,addition,5.3600713,Q2 2017,INDUSTRIALS,13F,09/30/2020,25.4916,46.03
Avery dennison corp.,AVY,"",6222366.0,795469000.0,0.0293011,0.028,551,66190.0,1.07518,addition,7.4553143,Q4 2008,INDUSTRIALS,13F,09/30/2020,84.1794,153.4
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",86661381.0,794688000.0,0.0292724,0.0309,552,861483.0,1.004061,addition,8.5186832,Q4 2008,FINANCE,13F,09/30/2020,12.9916,12.35
Ally financial inc,ALLY,"",31673569.0,794057000.0,0.0292491,0.0263,553,-1543608.0,-4.647017,reduction,8.4725585,Q2 2014,FINANCE,13F,09/30/2020,22.48,34.54
Netapp inc.,NTAP,"",18087698.0,792967000.0,0.029209,0.0325,554,-248065.0,-1.352903,reduction,8.1474250,Q2 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,41.45,65.8
Royal caribbean cruises ltd,RCL,"",12242025.0,792424000.0,0.029189,0.0239,555,334645.0,2.8104,addition,5.7027729,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,98.783,70.66
Leidos holdings inc,LDOS,"",8863760.0,790205000.0,0.0291072,0.0338,556,-170623.0,-1.888596,reduction,6.2335879,Q2 2008,INDUSTRIALS,13F,09/30/2020,53.3,104.24
Royal gold inc,RGLD,"",6573901.0,789984000.0,0.0290991,0.0334,557,-151161.0,-2.247726,reduction,10.0225590,Q3 2008,MATERIALS,13F,09/30/2020,73.26,108.65
Pinnacle west capital corp,PNW,"",10556659.0,787002000.0,0.0289893,0.0317,558,-262717.0,-2.428208,reduction,9.3789476,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,83.17,77.87
Campbell soup co.,CPB,"",16227578.0,784928000.0,0.0289129,0.0303,559,919799.0,6.008703,addition,5.3685505,Q4 2008,CONSUMER STAPLES,13F,09/30/2020,54.6053,48.55
Newell brands inc,NWL,"",45710798.0,784397000.0,0.0288933,0.0298,560,-1269329.0,-2.701842,reduction,10.7732260,Q3 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,33.59,21.22
Ishares msci india index fund,INDA,"",23009316.0,779096000.0,0.028698,0.0292,561,-2193733.0,-8.704237,reduction,No Data,Q4 2014,FINANCE,13F,09/30/2020,31.41,39.36
Hunt (j.b.) transport services  inc.,JBHT,"",6136105.0,775481000.0,0.0285649,0.0287,562,154803.0,2.588115,addition,5.8158151,Q3 2007,TRANSPORTS,13F,09/30/2020,93.4035,137.42
Zillow group inc class c,Z,"",7614554.0,773560000.0,0.0284941,0.0178,563,-146018.0,-1.881537,reduction,3.3546357,Q3 2015,COMMUNICATIONS,13F,09/30/2020,36.86,138.64
Hubbell inc class b,HUBB,"",5613429.0,768141000.0,0.0282945,0.0317,564,-721787.0,-11.39325,reduction,10.3515000,Q4 2015,INDUSTRIALS,13F,09/30/2020,119.73,160.83
Rexford industrial realty inc,REXR,"",16778476.0,767783000.0,0.0282813,0.0188,565,5389192.0,47.318093,addition,13.5540711,Q3 2013,REAL ESTATE,13F,09/30/2020,33.7995,48.4
Sarepta therapeutics inc,SRPT,"",5455591.0,766128000.0,0.0282204,0.0344,566,83856.0,1.56106,addition,6.9493181,Q4 2012,HEALTH CARE,13F,09/30/2020,58.3611,175.03
Jacobs engineering group inc,J,"",8161435.0,757134000.0,0.0278891,0.0281,567,-126494.0,-1.526244,reduction,6.2679962,Q4 2007,INDUSTRIALS,13F,09/30/2020,59.01,107.28
Gartner  inc.,IT,"",6051096.0,756083000.0,0.0278504,0.0293,568,8985.0,0.148706,addition,6.7812619,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,113.537,158.63
Avalara inc,AVLR,"",5892692.0,750377000.0,0.0276402,0.0278,569,668719.0,12.800966,addition,7.0067636,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,89.2907,180.51
Exelixis inc,EXEL,"",30626404.0,748816000.0,0.0275827,0.0298,570,-875010.0,-2.777685,reduction,9.9115917,Q4 2009,HEALTH CARE,13F,09/30/2020,21.49,20.71
Quidel corp.,QDEL,"",3411877.0,748495000.0,0.0275709,0.0314,571,-103509.0,-2.944456,reduction,8.1331725,Q4 2009,HEALTH CARE,13F,09/30/2020,84.3,197.49
Westrock co,WRK,"",21517652.0,747521000.0,0.027535,0.0265,572,-1950116.0,-8.309763,reduction,8.2876113,Q2 2015,MATERIALS,13F,09/30/2020,46.83,44.48
Westinghouse air brake technologies corp,WAB,"",12076507.0,747295000.0,0.0275267,0.0281,573,-161183.0,-1.317103,reduction,6.3460512,Q4 2008,INDUSTRIALS,13F,09/30/2020,75.76,73.31
Lamb weston holdings inc,LW,"",11240142.0,744882000.0,0.0274378,0.0293,574,-255324.0,-2.221084,reduction,7.7350972,Q4 2016,CONSUMER STAPLES,13F,09/30/2020,51.77,77.65
Burlington stores inc,BURL,"",3574782.0,736730000.0,0.0271375,0.0302,575,-262264.0,-6.83505,reduction,5.4029458,Q1 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,129.59,247.88
National retail properties  inc.,NNN,"",21279013.0,734341000.0,0.0270495,0.0305,576,-243605.0,-1.131856,reduction,12.2617288,Q4 2009,REAL ESTATE,13F,09/30/2020,44.38,42.1
Halozyme therapeutics inc,HALO,"",18684140.0,730549874.0,0.0269098,0.0128,577,5474905.0,41.447555,addition,13.6354040,,HEALTH CARE,13G,11/30/2020,,42.91
Dentsply international inc. (1983),XRAY,"",16536344.0,723136000.0,0.0266368,0.0285,578,348018.0,2.149808,addition,7.5682458,Q2 2009,HEALTH CARE,13F,09/30/2020,60.1471,51.82
Annaly mortgage management  inc.,NLY,"",101412261.0,722055000.0,0.0265969,0.027,579,-1621677.0,-1.573925,reduction,7.2290812,Q3 2007,REAL ESTATE,13F,09/30/2020,10.56,8.44
Schein (henry) inc.,HSIC,"",12252812.0,720222000.0,0.0265294,0.0265,580,883188.0,7.767961,addition,8.5823383,Q3 2007,HEALTH CARE,13F,09/30/2020,50.9855,65.83
Ss&c technologies holdings inc,SSNC,"",11821653.0,715448000.0,0.0263536,0.0277,581,-452453.0,-3.68624,reduction,4.5895117,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,41.61,71.69
Halliburton co.,HAL,"",59300112.0,714566000.0,0.0263211,0.0313,582,-1138994.0,-1.884532,reduction,6.7503825,Q3 2007,ENERGY,13F,09/30/2020,43.43,19.21
Eastman chemical co.,EMN,"",9127472.0,713037000.0,0.0262648,0.0263,583,-324303.0,-3.431133,reduction,6.7436191,Q3 2007,MATERIALS,13F,09/30/2020,80.94,101.31
Deckers outdoor corp,DECK,"",3240541.0,712951000.0,0.0262616,0.0254,584,-3160.0,-0.09742,reduction,11.5645382,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,65.21,292.74
Xpo logistics inc,XPO,"",8418063.0,712675000.0,0.0262514,0.0268,585,-270133.0,-3.109196,reduction,9.2176334,Q2 2012,TRANSPORTS,13F,09/30/2020,59.89,119.14
Robert half international  inc.,RHI,"",13426775.0,710814000.0,0.0261829,0.0282,586,63318.0,0.473815,addition,11.7126178,Q2 2008,INDUSTRIALS,13F,09/30/2020,49.7551,62.21
Companhia vale de rio doce s.a. adr,VALE,"",66810428.0,706853000.0,0.026037,0.028,587,-1294152.0,-1.900242,reduction,1.3023701,Q4 2007,MATERIALS,13F,09/30/2020,9.92,16.89
Reinsurance group of america inc,RGA,"",6937312.0,700807258.24,0.0258143,0.0221,588,648321.0,10.308824,addition,10.2115615,,FINANCE,13G,10/31/2020,,113.58
Wix.com ltd,WIX,"",2748427.0,700436000.0,0.0258006,0.0269,589,118013.0,4.48648,addition,4.9865231,Q4 2013,COMMUNICATIONS,13F,09/30/2020,119.4449,267.1
Chemed corporation,CHE,"",1457751.0,700230000.0,0.025793,0.0273,590,-61183.0,-4.028022,reduction,9.1571910,Q4 2009,HEALTH CARE,13F,09/30/2020,194.09,536.74
Baker hughes company,BKR,"",52667237.0,699946000.0,0.0257826,0.0313,591,1731357.0,3.399091,addition,5.0947601,Q3 2007,ENERGY,13F,09/30/2020,37.6809,21.01
Eastgroup properties  inc.,EGP,"",5402588.0,698716000.0,0.0257372,0.0275,592,-399455.0,-6.88473,reduction,13.7355121,Q4 2009,REAL ESTATE,13F,09/30/2020,79.33,137.26
Asml holding nv (adr),ASML,"",1887696.0,697070000.0,0.0256766,0.0274,593,23546.0,1.263096,addition,0.4511847,Q3 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,158.8873,483.09
Store capital corp,STOR,"",25310692.0,694271000.0,0.0255735,0.0237,594,415723.0,1.669908,addition,9.9867020,Q4 2014,REAL ESTATE,13F,09/30/2020,24.5383,33.06
Topbuild corp,BLD,"",4062961.0,693507000.0,0.0255454,0.0188,595,-79264.0,-1.913561,reduction,12.2820066,Q3 2015,INDUSTRIALS,13F,09/30/2020,49.96,198.06
Cheniere energy inc,LNG,"",14954212.0,691930000.0,0.0254873,0.0299,596,-526615.0,-3.401724,reduction,5.9282615,Q2 2010,ENERGY,13F,09/30/2020,52.28,57.9
Boston beer inc class a,SAM,"",783081.0,691744000.0,0.0254804,0.0183,597,-69894.0,-8.194144,reduction,6.4135790,Q4 2009,CONSUMER STAPLES,13F,09/30/2020,165.55,1014.93
Advance auto parts  inc.,AAP,"",4496376.0,690196000.0,0.0254234,0.026,598,-79580.0,-1.73909,reduction,6.5034082,Q1 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,144.06,160.68
Quanta services  inc.,PWR,"",13047526.0,689693000.0,0.0254049,0.0221,599,-1093173.0,-7.730686,reduction,9.3924048,Q4 2007,INDUSTRIALS,13F,09/30/2020,36.77,70.93
Encompass health corp,EHC,"",10606815.0,689234000.0,0.025388,0.0269,600,-276494.0,-2.540532,reduction,10.6659096,Q1 2009,HEALTH CARE,13F,09/30/2020,47.24,82.68
Ishares intermediate-term corp bd etf,IGIB,"",11270077.0,685334000.0,0.0252443,0.0077,601,8054741.0,250.510087,addition,No Data,Q4 2012,FINANCE,13F,09/30/2020,56.8929,61.65
Ugi corp. (united gas improvement),UGI,"",20646960.0,680938000.0,0.0250824,0.0275,602,-990787.0,-4.578975,reduction,9.9111332,Q3 2008,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,49.11,35.01
American express co,AXP,"",7450395.0,679774039.8,0.0250395,0.1715,603,-38903652.0,-83.927196,reduction,0.9253297,,FINANCE,13G,10/31/2020,,117.35
Sanofi sa,SNY,"",13434775.0,674022000.0,0.0248276,0.0284,604,-493424.0,-3.542626,reduction,0.5346782,Q4 2016,HEALTH CARE,13F,09/30/2020,46.9,47.45
Universal display corp,OLED,"",3723726.0,673023000.0,0.0247908,0.0229,605,-110097.0,-2.871729,reduction,7.9059416,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,96.17,233.15
Albemarle corp.,ALB,"",7512008.0,670673000.0,0.0247043,0.0238,606,-202051.0,-2.619257,reduction,7.0629466,Q4 2007,MATERIALS,13F,09/30/2020,98.85,149.64
Avantor inc,AVTR,"",29767829.0,669478000.0,0.0246603,0.0176,607,3757281.0,14.44522,addition,5.1624136,Q2 2019,HEALTH CARE,13F,09/30/2020,17.8764,27.07
Ishares inc. msci japan index,EWJ,"",11274034.0,665957000.0,0.0245306,0.0234,608,621464.0,5.833935,addition,No Data,Q2 2013,FINANCE,13F,09/30/2020,57.3314,65.82
Novocure ltd,NVCR,"",5976306.0,665223000.0,0.0245035,0.0102,609,1676559.0,38.992038,addition,5.9118017,Q1 2016,HEALTH CARE,13F,09/30/2020,48.8964,171.97
Meritage homes corp.,MTH,"",5994725.0,661761000.0,0.024376,0.0175,610,226625.0,3.928937,addition,15.9419264,Q4 2009,REAL ESTATE,13F,09/30/2020,40.7463,88.47
Envestnet inc,ENV,"",8566327.0,660978000.0,0.0243472,0.0188,611,2169473.0,33.914687,addition,15.9306889,Q2 2011,COMMUNICATIONS,13F,09/30/2020,55.482,83.85
Globant s.a.,GLOB,"",3679138.0,659376000.0,0.0242882,0.0202,612,297018.0,8.782007,addition,9.3001732,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,122.1517,218.67
Neurocrine biosciences inc.,NBIX,"",6814862.0,655319000.0,0.0241387,0.0366,613,-691828.0,-9.216153,reduction,7.3077812,Q4 2010,HEALTH CARE,13F,09/30/2020,64.67,97.67
Regency centers corp,REG,"",17218514.0,654648000.0,0.024114,0.0318,614,-125360.0,-0.722791,reduction,10.1483893,Q2 2009,REAL ESTATE,13F,09/30/2020,65.87,45.41
Penumbra inc,PEN,"",3365903.0,654266000.0,0.0240999,0.0239,615,18024.0,0.538371,addition,9.3219098,Q4 2015,HEALTH CARE,13F,09/30/2020,119.5727,187.41
Steel dynamics  inc.,STLD,"",22844912.0,654049000.0,0.0240919,0.024,616,-179093.0,-0.777853,reduction,10.8596641,Q4 2008,MATERIALS,13F,09/30/2020,34.69,36.38
Interpublic group of companies inc (the),IPG,"",39068450.0,651272000.0,0.0239896,0.0289,617,-3173921.0,-7.513596,reduction,10.0195322,Q3 2007,COMMUNICATIONS,13F,09/30/2020,23.16,23.52
Sei investments co.,SEIC,"",12799295.0,649181000.0,0.0239126,0.0287,618,-283946.0,-2.170303,reduction,8.7366251,Q1 2009,FINANCE,13F,09/30/2020,51.65,56.51
Rh common stock,RH,"",1696167.0,648987000.0,0.0239055,0.02,619,-320000.0,-15.871701,reduction,8.6919601,Q2 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,73.04,475.72
Pra health sciences inc,PRAH,"",6394741.0,648682000.0,0.0238942,0.0256,620,-204148.0,-3.093672,reduction,9.9978712,Q4 2014,HEALTH CARE,13F,09/30/2020,80.57,121.14
Repligen corp.,RGEN,"",4388903.0,647539000.0,0.0238521,0.0221,621,-80380.0,-1.798499,reduction,8.3594028,Q2 2012,HEALTH CARE,13F,09/30/2020,44.42,195.69
