Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Intel corp.,INTC,"",7310325.0,374216000.0,0.0628998,0.0969,301,-1084306.0,-12.916661,reduction,0.1718863,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,45.75,47.07
Pagseguro digital ltd,PAGS,"",9877569.0,370803000.0,0.0623261,0.0599,302,1098988.0,12.518971,addition,3.0021512,Q1 2018,FINANCE,13F,09/30/2020,35.3104,53.82
Schwab u.s. tips etf,SCHP,"",5951584.0,367690000.0,0.0618029,0.0653,303,315814.0,5.603742,addition,No Data,Q2 2017,FINANCE,13F,09/30/2020,55.92,61.86
Microsoft corp.,MSFT,CALL,1773600.0,367596000.0,0.0617871,0.0373,304,825000.0,86.970272,addition,N/A,Q1 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,,222.75
Ishares jp morgan usd emerging markets b,EMB,"",3326880.0,367122000.0,0.0617074,0.0601,305,473881.0,16.609925,addition,No Data,Q4 2009,FINANCE,13F,09/30/2020,98.9442,115.49
Phillips 66,PSX,"",6997564.0,365202000.0,0.0613847,0.0654,306,2286501.0,48.534715,addition,1.6023855,Q2 2012,ENERGY,13F,09/30/2020,68.0517,68.73
Discovery inc series c,DISCK,"",18718504.0,364449000.0,0.0612581,0.0649,307,1250313.0,7.157656,addition,3.6928223,Q4 2008,COMMUNICATIONS,13F,09/30/2020,20.7758,25.14
Mettler-toledo international  inc.,MTD,"",375719.0,363918000.0,0.0611689,0.0441,308,91754.0,32.311729,addition,1.5673724,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,786.2799,1140.19
Wec energy group (wisconsin electric power),WEC,"",3762186.0,363651000.0,0.061124,0.0627,309,55278.0,1.491216,addition,1.1926995,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,53.0341,89.43
Hasbro inc.,HAS,"",4471080.0,363231000.0,0.0610534,0.0636,310,75081.0,1.707939,addition,3.2630210,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,99.9065,93.15
Barrick gold corp,GOLD,"",12782308.0,361483000.0,0.0607596,0.0633,311,599728.0,4.922832,addition,0.7188874,Q1 2001,MATERIALS,13F,09/30/2020,16.6635,22.9
Msci inc,MSCI,"",1014821.0,361305000.0,0.0607297,0.0612,312,65110.0,6.85577,addition,1.2133611,Q4 2007,FINANCE,13F,09/30/2020,225.2476,432.46
Ishares silver trust,SLV,PUT,16020100.0,360452000.0,0.0605863,0.0162,313,11074300.0,223.913219,addition,No Data,Q3 2018,FINANCE,13F,09/30/2020,,23.96
Zillow group inc class c,Z,CALL,3510800.0,356065000.0,0.0598489,0.0352,314,348300.0,11.013439,addition,N/A,Q4 2018,COMMUNICATIONS,13F,09/30/2020,,138.64
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",16929360.0,355346000.0,0.059728,0.0647,315,-468272.0,-2.691585,reduction,2.3769145,Q1 2001,FINANCE,13F,09/30/2020,18.88,27.58
Akamai technologies inc.,AKAM,"",3189339.0,354688000.0,0.0596174,0.0567,316,446436.0,16.27604,addition,1.9601990,Q1 2003,COMMUNICATIONS,13F,09/30/2020,95.7906,107.46
Packaging corp. of america,PKG,"",3247514.0,353167000.0,0.0593618,0.0664,317,-201334.0,-5.837717,reduction,3.4243826,Q3 2006,MATERIALS,13F,09/30/2020,93.57,136.1
Lincoln electric holdings inc,LECO,"",3866010.0,352889000.0,0.0593151,0.0656,318,-167739.0,-4.15839,reduction,6.5121014,Q1 2001,INDUSTRIALS,13F,09/30/2020,78.03,118.81
Atlassian corp plc,TEAM,"",1925270.0,351074000.0,0.05901,0.0648,319,63878.0,3.431733,addition,0.7780526,Q4 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,94.7664,241.79
Kroger co.,KR,"",10366416.0,350073000.0,0.0588417,0.0468,320,3209421.0,44.843136,addition,1.3387684,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,27.4202,31.53
Intel corp.,INTC,PUT,6810200.0,348614000.0,0.0585965,0.0055,321,6332600.0,1325.921273,addition,N/A,Q1 2013,INFORMATION TECHNOLOGY,13F,09/30/2020,,47.07
W.p. carey inc,WPC,"",5342057.0,347929000.0,0.0584814,0.0699,322,-13455.0,-0.251236,reduction,3.0717742,Q4 2004,FINANCE,13F,09/30/2020,71.51,70.4
Vanguard ftse emerging markets etf,VWO,"",8114595.0,345276000.0,0.0580354,0.0602,323,242535.0,3.08096,addition,No Data,Q3 2007,FINANCE,13F,09/30/2020,39.4275,48.92
Roper technologies inc,ROP,"",846422.0,339719000.0,0.0571014,0.058,324,72306.0,9.340461,addition,0.8083425,Q1 2001,INDUSTRIALS,13F,09/30/2020,216.2832,420.12
Middleby corp (the),MIDD,"",3817315.0,338671000.0,0.0569252,0.0562,325,130949.0,3.552252,addition,6.8634942,Q2 2005,INDUSTRIALS,13F,09/30/2020,90.5791,129.41
Svb financial group,SIVB,"",1422340.0,337223000.0,0.0566818,0.0708,326,-279436.0,-16.420257,reduction,2.7479022,Q1 2001,FINANCE,13F,09/30/2020,167.17,375.99
Marathon petroleum corp,MPC,"",11422711.0,336170000.0,0.0565049,0.073,327,1301307.0,12.856981,addition,1.7554619,Q3 2011,ENERGY,13F,09/30/2020,55.8957,41.21
Kinder morgan inc. (de),KMI,"",26880861.0,334666000.0,0.0562521,0.0457,328,11281319.0,72.318271,addition,1.1875607,Q1 2011,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,18.0288,13.83
Zebra technologies corp,ZBRA,"",1283979.0,332448000.0,0.0558792,0.0691,329,-115128.0,-8.228677,reduction,2.4071668,Q1 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,170.71,376.89
Motorola solutions inc,MSI,"",2103045.0,331544000.0,0.0557273,0.0293,330,1020623.0,94.290674,addition,1.2386366,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,143.3662,168.47
Weyerhaeuser corp.,WY,"",11811986.0,331326000.0,0.0556907,0.0488,331,560093.0,4.977767,addition,1.5828096,Q1 2001,MATERIALS,13F,09/30/2020,27.3007,33.85
Alnylam pharmaceuticals inc,ALNY,"",2275265.0,329937000.0,0.0554572,0.0635,332,52378.0,2.356305,addition,1.9619464,Q3 2010,HEALTH CARE,13F,09/30/2020,129.6166,137.56
Teradyne inc,TER,"",4119201.0,328960000.0,0.055293,0.0346,333,1997510.0,94.147074,addition,2.4809631,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,59.367,118.88
Danaher corp.,DHR,"",1549798.0,327023000.0,0.0549674,0.0305,334,654647.0,73.132578,addition,0.2184633,Q4 2019,HEALTH CARE,13F,09/30/2020,180.79,221.49
Vanguard tax-exempt bond etf,VTEB,"",5997435.0,326741000.0,0.05492,0.0598,335,277492.0,4.851307,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,53.7438,55.14
Ishares msci eafe value etf,EFV,"",8055957.0,325945000.0,0.0547862,0.0716,336,-1221998.0,-13.170984,reduction,No Data,Q2 2007,FINANCE,13F,09/30/2020,40.54,47.03
Vanguard dividend appreciation etf,VIG,"",2520275.0,321839000.0,0.054096,0.082,337,-1106316.0,-30.505673,reduction,No Data,Q2 2010,FINANCE,13F,09/30/2020,107.28,139.23
Cadence design systems  inc.,CDNS,"",3035758.0,321121000.0,0.0539754,0.0531,338,166848.0,5.815728,addition,1.0888893,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,78.912,134.0
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",2983791.0,320578000.0,0.0538841,0.1166,339,-2313960.0,-43.678157,reduction,1.1784735,Q1 2001,FINANCE,13F,09/30/2020,91.05,138.49
Wex  inc.,WEX,"",2268395.0,320388000.0,0.0538522,0.0696,340,81480.0,3.725796,addition,5.1443534,Q2 2009,FINANCE,13F,09/30/2020,139.9919,203.51
Brixmor property group inc,BRX,"",27465948.0,320254000.0,0.0538296,0.0664,341,645749.0,2.407697,addition,9.2639754,Q4 2013,REAL ESTATE,13F,09/30/2020,17.8224,16.3
Centene corp,CNC,"",5710130.0,318968000.0,0.0536135,0.0508,342,1565764.0,37.780544,addition,0.9854064,Q2 2002,HEALTH CARE,13F,09/30/2020,46.1948,58.02
3m co. (minnesota mining & manufacturing),MMM,"",1994269.0,318706000.0,0.0535694,0.0238,343,1204552.0,152.529577,addition,0.3462156,Q1 2001,INDUSTRIALS,13F,09/30/2020,154.5015,174.52
Insulet corp,PODD,"",1369094.0,317588000.0,0.0533815,0.0353,344,426797.0,45.293257,addition,2.0854272,Q2 2008,HEALTH CARE,13F,09/30/2020,121.3472,257.28
Equity lifestyle properties inc,ELS,"",5142966.0,317064000.0,0.0532934,0.0676,345,-467090.0,-8.325942,reduction,2.8233979,Q1 2001,REAL ESTATE,13F,09/30/2020,35.61,61.44
Old dominion freight line inc,ODFL,"",1710632.0,316656000.0,0.0532249,0.0523,346,111556.0,6.976279,addition,1.4579484,Q2 2004,TRANSPORTS,13F,09/30/2020,41.9733,198.25
Eastgroup properties  inc.,EGP,"",2424186.0,314587000.0,0.0528771,0.0557,347,-11122.0,-0.456698,reduction,6.1632381,Q2 2005,REAL ESTATE,13F,09/30/2020,66.17,137.26
Carvana co,CVNA,"",1391745.0,314575000.0,0.0528751,0.0,348,1389852.0,73420.602219,addition,0.8156276,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,222.8993,274.71
Southwest airlines co.,LUV,"",8350082.0,314047000.0,0.0527863,0.0618,349,-1012227.0,-10.811724,reduction,1.4155750,Q1 2001,TRANSPORTS,13F,09/30/2020,36.76,46.28
Csx corp,CSX,"",4004962.0,310786000.0,0.0522382,0.0834,350,-2193320.0,-35.385934,reduction,0.5234885,Q1 2001,TRANSPORTS,13F,09/30/2020,68.11,90.05
Royal bank of canada (nyse),RY,"",4405874.0,308939000.0,0.0519278,0.0592,351,-115958.0,-2.564403,reduction,0.3094729,Q1 2002,FINANCE,13F,09/30/2020,74.05,81.87
Ross stores inc. (de),ROST,"",3352292.0,305159000.0,0.0512924,0.1173,352,-3780533.0,-53.001903,reduction,0.9416401,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,77.73,118.02
Mongodb inc,MDB,"",1312490.0,304615000.0,0.051201,0.0554,353,44426.0,3.503451,addition,2.2295097,Q4 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,138.5179,378.48
Edison international (southern california edison),EIX,"",5968167.0,304494000.0,0.0511806,0.0618,354,69271.0,1.174304,addition,1.5779576,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,69.9852,62.19
Molina healthcare inc,MOH,"",1769956.0,304077000.0,0.0511105,0.0917,355,-900778.0,-33.727732,reduction,2.9847487,Q2 2006,HEALTH CARE,13F,09/30/2020,118.05,207.1
Newell brands inc,NWL,"",17694187.0,302926000.0,0.0509171,0.0533,356,300788.0,1.729323,addition,4.1702067,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,24.041,21.22
National vision holdings inc,EYE,"",7838374.0,302796000.0,0.0508952,0.0459,357,50781.0,0.652076,addition,9.7463735,Q4 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,28.6525,47.31
Vaneck vect gold miners etf,GDX,"",7683842.0,302512000.0,0.0508475,0.0534,358,136180.0,1.804267,addition,No Data,Q2 2007,FINANCE,13F,09/30/2020,23.0801,36.03
Copart inc.,CPRT,"",2860032.0,302421000.0,0.0508322,0.0435,359,153697.0,5.679156,addition,1.2120222,Q4 2006,INDUSTRIALS,13F,09/30/2020,42.3567,123.71
Fedex corporation,FDX,"",1191721.0,302101000.0,0.0507784,0.0145,360,657092.0,122.906165,addition,0.4538299,Q1 2001,TRANSPORTS,13F,09/30/2020,211.7903,268.82
Ihs markit ltd,INFO,"",3898923.0,301854000.0,0.0507369,0.0468,361,686985.0,21.388489,addition,0.9787471,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,62.3388,86.37
Kimberly-clark corp.,KMB,"",2057598.0,301108000.0,0.0506115,0.0532,362,106290.0,5.447115,addition,0.6033177,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,128.788,133.89
Westrock co,WRK,"",8791265.0,301103000.0,0.0506107,0.0471,363,146630.0,1.696197,addition,3.3859915,Q3 2015,MATERIALS,13F,09/30/2020,42.8721,44.48
State street corp. (state street bank & trust co.  boston  ma),STT,"",5020832.0,300698000.0,0.0505426,0.0412,364,1657450.0,49.279267,addition,1.4248214,Q1 2001,FINANCE,13F,09/30/2020,63.6374,71.78
Liberty sirius xm group  series c,LSXMK,"",9045956.0,300687000.0,0.0505407,0.0453,365,2227273.0,32.66427,addition,2.6334209,Q2 2016,COMMUNICATIONS,13F,09/30/2020,36.4268,42.79
Toro co,TTC,"",3564977.0,298531000.0,0.0501783,0.0484,366,-216321.0,-5.720813,reduction,3.3225166,Q1 2001,INDUSTRIALS,13F,09/30/2020,40.79,93.9
Vanguard s&p 500 growth etf,VOOG,"",1425307.0,295324000.0,0.0496393,0.0515,367,-2838.0,-0.198719,reduction,No Data,Q4 2016,FINANCE,13F,09/30/2020,165.1,227.38
Hubspot inc,HUBS,"",975676.0,292304000.0,0.0491317,0.0512,368,-206497.0,-17.467579,reduction,2.1413253,Q4 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,151.65,414.76
Carters inc,CRI,"",3410673.0,292021000.0,0.0490841,0.0318,369,1366989.0,66.888472,addition,7.8163554,Q1 2007,CONSUMER DISCRETIONARY,13F,09/30/2020,84.4229,95.01
Spdr s&p consumer staples etf,XLP,"",4607445.0,291789000.0,0.0490451,0.0525,370,-35138.0,-0.756863,reduction,No Data,Q4 2004,CONSUMER STAPLES,13F,09/30/2020,57.49,66.72
Carmax inc.,KMX,"",3131394.0,291470000.0,0.0489915,0.0418,371,711207.0,29.386448,addition,1.9074994,Q3 2006,CONSUMER DISCRETIONARY,13F,09/30/2020,88.6485,92.3
Ishares nasdaq biotechnology index fund,IBB,"",2160266.0,290793000.0,0.0488777,0.079,372,-834510.0,-27.865523,reduction,No Data,Q4 2002,HEALTH CARE,13F,09/30/2020,122.45,156.12
Federal realty investment trust,FRT,"",3964405.0,289361000.0,0.048637,0.0663,373,-68009.0,-1.686558,reduction,5.2412349,Q2 2003,REAL ESTATE,13F,09/30/2020,128.03,86.58
Applied materials inc.,AMAT,"",4826881.0,287924000.0,0.0483955,0.0475,374,753621.0,18.501667,addition,0.5285199,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,53.3741,85.33
Colgate-palmolive co.,CL,"",3764951.0,286965000.0,0.0482343,0.0467,375,462211.0,13.994774,addition,0.4391125,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,70.3427,85.04
Performance food group co,PFGC,"",8290795.0,286199000.0,0.0481055,0.0448,376,329496.0,4.138722,addition,6.2458916,Q4 2015,CONSUMER STAPLES,13F,09/30/2020,27.8502,47.97
Resmed inc.,RMD,"",1630909.0,281593000.0,0.0473313,0.0522,377,223033.0,15.841807,addition,1.1255360,Q2 2007,HEALTH CARE,13F,09/30/2020,116.5966,212.42
Zendesk inc,ZEN,"",2737796.0,278708000.0,0.0468464,0.0393,378,435305.0,18.905829,addition,2.3719048,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,74.5194,142.83
Post holdings inc,POST,"",3328693.0,278544000.0,0.0468188,0.0563,379,-3089.0,-0.092713,reduction,4.9165137,Q1 2012,CONSUMER STAPLES,13F,09/30/2020,71.23,100.31
Otis worldwide corp,OTIS,"",4456903.0,278155000.0,0.0467535,0.0516,380,-243772.0,-5.185894,reduction,1.0291190,Q2 2020,INDUSTRIALS,13F,09/30/2020,56.86,65.79
Fti consulting  inc.,FCN,"",2595835.0,277753000.0,0.0466859,0.0564,381,44225.0,1.733219,addition,7.0934450,Q4 2007,INDUSTRIALS,13F,09/30/2020,98.873,111.05
Snap-on inc.,SNA,"",1907862.0,277403000.0,0.0466271,0.0586,382,-282855.0,-12.911526,reduction,3.5028400,Q2 2003,CONSUMER DISCRETIONARY,13F,09/30/2020,133.37,169.77
Dte energy co. (detroit edison),DTE,"",2385763.0,272933000.0,0.0458757,0.0479,383,75059.0,3.248317,addition,1.2383877,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,104.5798,119.72
Xp inc.,XP,"",6593060.0,272887000.0,0.045868,0.0607,384,-898343.0,-11.991652,reduction,1.1948271,Q4 2019,FINANCE,13F,09/30/2020,30.16,41.35
Illumina inc,ILMN,"",886625.0,270864000.0,0.045528,0.0992,385,-501190.0,-36.113603,reduction,0.6057821,Q3 2005,HEALTH CARE,13F,09/30/2020,205.5,367.29
Nordson corporation,NDSN,"",1401141.0,268206000.0,0.0450812,0.059,386,-210071.0,-13.038073,reduction,2.4143228,Q4 2002,INDUSTRIALS,13F,09/30/2020,139.9,198.95
Garmin ltd,GRMN,"",2819177.0,267850000.0,0.0450213,0.0671,387,-745239.0,-20.907745,reduction,1.4741763,Q1 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,85.94,120.21
Caterpillar inc.,CAT,"",1814257.0,267439000.0,0.0449523,0.0247,388,802949.0,79.397078,addition,0.3350388,Q1 2001,INDUSTRIALS,13F,09/30/2020,142.8288,179.56
Msa safety inc,MSA,"",2012169.0,266934000.0,0.0448674,0.042,389,112088.0,5.899117,addition,5.1748481,Q4 2015,INDUSTRIALS,13F,09/30/2020,103.962,148.96
Vanguard total stock market index fund-etf shares,VTI,"",1579028.0,266919000.0,0.0448649,0.0447,390,100034.0,6.763652,addition,No Data,Q1 2004,FINANCE,13F,09/30/2020,108.4537,192.82
Vanguard ftse developed markets etf,VEA,"",6498333.0,266431000.0,0.0447828,0.0361,391,1676583.0,34.771255,addition,No Data,Q2 2009,FINANCE,13F,09/30/2020,41.8498,46.77
Idex corp.,IEX,"",1465360.0,266329000.0,0.0447657,0.0431,392,52493.0,3.715353,addition,1.9406066,Q2 2007,INDUSTRIALS,13F,09/30/2020,72.0792,196.56
Tc energy corp,TRP,"",6142306.0,265716000.0,0.0446627,0.0504,393,51043.0,0.837971,addition,0.6534558,Q4 2002,ENERGY,13F,09/30/2020,46.2248,41.34
Laboratory corp of america holdings,LH,"",1422169.0,265191000.0,0.0445744,0.0489,394,-102217.0,-6.705454,reduction,1.4601324,Q1 2001,HEALTH CARE,13F,09/30/2020,150.13,203.87
Anthem inc,ANTM,"",1019940.0,264969000.0,0.0445371,0.0496,395,43614.0,4.467155,addition,0.4055323,Q4 2001,HEALTH CARE,13F,09/30/2020,231.5066,308.67
Ishares tips bond etf,TIP,"",2070529.0,262710000.0,0.0441574,0.0188,396,1279420.0,161.72487,addition,No Data,Q2 2008,FINANCE,13F,09/30/2020,121.468,127.25
V.f. corp. (vanity fair mills inc.),VFC,"",3756619.0,261685000.0,0.0439851,0.044,397,18666.0,0.499364,addition,0.9641042,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,76.1107,83.9
Jazz pharmaceuticals plc,JAZZ,"",1860038.0,259922000.0,0.0436888,0.0371,398,119823.0,6.885529,addition,3.3539198,Q4 2010,HEALTH CARE,13F,09/30/2020,143.9185,157.28
Rayonier inc.,RYN,"",9717190.0,258281000.0,0.0434129,0.0467,399,-39707.0,-0.406963,reduction,7.1181889,Q3 2002,REAL ESTATE,13F,09/30/2020,29.68,29.59
Jpmorgan chase & co. (chemical bank),JPM,"",2707362.0,258147000.0,0.0433904,0.0501,400,-54301.0,-1.966243,reduction,0.0888357,Q1 2001,FINANCE,13F,09/30/2020,77.18,124.52
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",28500355.0,257928000.0,0.0433536,0.0613,401,-6661643.0,-18.945576,reduction,2.8015420,Q1 2001,FINANCE,13F,09/30/2020,11.47,12.35
Regions financial corp.  (birmingham  al),RF,"",22593612.0,256889000.0,0.043179,0.0445,402,1860931.0,8.975834,addition,2.3530951,Q1 2001,FINANCE,13F,09/30/2020,10.3279,15.95
Spdr bloomberg barclays high yield bond,JNK,"",2467082.0,256305000.0,0.0430808,0.0297,403,944529.0,62.03587,addition,No Data,Q1 2009,FINANCE,13F,09/30/2020,732.7481,108.55
Thor industries  inc.,THO,"",2717357.0,256139000.0,0.0430529,0.0586,404,-131469.0,-4.614848,reduction,4.9228591,Q4 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,83.78,102.37
Ishares s&p 100 etf,OEF,"",1653218.0,254976000.0,0.0428574,0.0219,405,856489.0,107.500668,addition,No Data,Q2 2006,FINANCE,13F,09/30/2020,139.0554,169.3
Goldman sachs group inc,GS,"",1291908.0,254235000.0,0.0427329,0.0409,406,218528.0,20.358866,addition,0.3754715,Q1 2001,FINANCE,13F,09/30/2020,174.4742,256.16
New york times co. class a,NYT,"",6021957.0,252802000.0,0.042492,0.052,407,-387400.0,-6.044288,reduction,3.6112587,Q4 2015,COMMUNICATIONS,13F,09/30/2020,31.01,51.35
Aptargroup  inc.,ATR,"",2227044.0,250810000.0,0.0421572,0.049,408,-38665.0,-1.70653,reduction,3.4541842,Q1 2001,MATERIALS,13F,09/30/2020,66.06,135.7
Ishares silver trust,SLV,CALL,11114200.0,250070000.0,0.0420328,0.0098,409,8114200.0,270.473333,addition,No Data,Q3 2019,FINANCE,13F,09/30/2020,,23.96
Bjs wholesale club holdings inc,BJ,"",6182443.0,250018000.0,0.0420241,0.0358,410,1203990.0,24.184019,addition,4.4818858,Q2 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,27.9251,38.21
American electric power company inc,AEP,"",3078870.0,249296000.0,0.0419027,0.0516,411,-276696.0,-8.245882,reduction,0.6205455,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,77.61,81.42
Altice usa inc,ATUS,"",9380362.0,246702000.0,0.0414667,0.043,412,-514159.0,-5.196401,reduction,1.6226266,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,21.75,36.03
Slack technologies inc,WORK,"",9113063.0,245779000.0,0.0413116,0.026,413,4787394.0,110.674071,addition,1.5973129,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,28.602,42.65
Inphi corp,IPHI,"",2169850.0,245109000.0,0.0411989,0.0449,414,188873.0,9.534336,addition,4.1784063,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,43.1027,160.5
Amedisys inc,AMED,"",1055291.0,244870000.0,0.0411588,0.0376,415,74250.0,7.568491,addition,3.2503836,Q4 2015,HEALTH CARE,13F,09/30/2020,101.8832,292.35
Biomarin pharmaceutical inc,BMRN,"",3219869.0,244710000.0,0.0411319,0.0664,416,429959.0,15.411214,addition,1.7755038,Q4 2005,HEALTH CARE,13F,09/30/2020,88.9817,88.66
Microsoft corp.,MSFT,PUT,1178100.0,244173000.0,0.0410416,0.035,417,285700.0,32.014792,addition,N/A,Q1 2008,INFORMATION TECHNOLOGY,13F,09/30/2020,,222.75
Vici properties inc,VICI,"",10381428.0,242821000.0,0.0408144,0.041,418,-135423.0,-1.287676,reduction,1.9452942,Q1 2018,REAL ESTATE,13F,09/30/2020,20.25,25.88
Ishares china large-cap etf,FXI,CALL,4831800.0,242696000.0,0.0407934,0.0517,419,-1875400.0,-27.960997,reduction,No Data,Q3 2015,FINANCE,13F,09/30/2020,,44.85
Energizer holdings inc,ENR,"",6167523.0,242446000.0,0.0407513,0.0567,420,-19119.0,-0.309037,reduction,9.0013881,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,,43.62
Apartment investment and management co,AIV,"",5858134.05,242164000.0,0.0407039,0.0036,421,5459095.15,1368.060896,addition,4.8763294,Q1 2001,REAL ESTATE,13F,09/30/2020,41.981,4.99
Vanguard short-term bond etf,BSV,"",2913365.0,241954000.0,0.0406686,0.0484,422,-102709.0,-3.405387,reduction,No Data,Q4 2009,FINANCE,13F,09/30/2020,78.66,82.86
Exelixis inc,EXEL,"",9767212.0,239295000.0,0.0402217,0.0445,423,64458.0,0.664327,addition,3.1609528,Q3 2015,HEALTH CARE,13F,09/30/2020,22.0062,20.71
Welltower inc,WELL,"",4381809.0,238809000.0,0.04014,0.0752,424,-3148045.0,-41.807517,reduction,1.0500363,Q3 2007,REAL ESTATE,13F,09/30/2020,58.31,63.52
Lennar corp. class a,LEN,"",3020338.0,238517000.0,0.0400909,0.0388,425,-241421.0,-7.401558,reduction,0.9673083,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,56.91,80.43
Globant s.a.,GLOB,"",1328247.0,237449000.0,0.0399114,0.0387,426,-11262.0,-0.840756,reduction,3.3575601,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,67.51,218.67
Weingarten realty investors,WRI,"",14884011.0,236060414.46,0.039678,0.0361,427,2181141.0,17.170458,addition,11.6187729,,REAL ESTATE,13G,10/30/2020,,21.38
Walgreens boots alliance inc.,WBA,"",6651187.0,235319000.0,0.0395534,0.0697,428,-1871851.0,-21.962251,reduction,0.7675621,Q1 2001,CONSUMER STAPLES,13F,09/30/2020,65.58,39.62
Newmont mining corp. (holding co.),NEM,"",3747001.0,235199000.0,0.0395332,0.0506,429,-501735.0,-11.809042,reduction,0.4660748,Q1 2001,MATERIALS,13F,09/30/2020,37.4,60.48
Ishares 1-3 year treasury bond etf,SHY,"",2704516.0,233940000.0,0.0393216,0.0455,430,-20179.0,-0.740597,reduction,No Data,Q2 2008,FINANCE,13F,09/30/2020,83.84,86.37
On semiconductor corp,ON,"",10724582.0,233582000.0,0.0392614,0.0353,431,1485315.0,16.076113,addition,2.6105194,Q1 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,17.3049,31.99
Mohawk industries inc.,MHK,"",2420008.0,232975000.0,0.0391594,0.0315,432,813746.0,50.660851,addition,3.3991242,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,135.8348,138.72
American tower corp.  class a,AMT,"",969973.0,232910000.0,0.0391485,0.0494,433,-21099.0,-2.128907,reduction,0.2186739,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,178.15,218.65
Cabot oil & gas corp.,COG,"",13162801.0,232192000.0,0.0390278,0.0421,434,466169.0,3.671596,addition,3.3024248,Q1 2001,ENERGY,13F,09/30/2020,20.601,16.94
Helen of troy ltd.,HELE,"",1162942.0,231891000.0,0.0389772,0.025,435,475625.0,69.200238,addition,4.5924443,Q2 2007,CONSUMER STAPLES,13F,09/30/2020,165.0567,224.83
Spdr gold trust,GLD,"",1297424.0,231188000.0,0.038859,0.0413,436,19436.0,1.520828,addition,No Data,Q1 2006,MATERIALS,13F,09/30/2020,132.5183,176.35
Facebook inc,FB,CALL,877300.0,229668000.0,0.0386036,0.0028,437,812900.0,1262.267081,addition,N/A,Q3 2014,COMMUNICATIONS,13F,09/30/2020,,267.4
Allstate corp (the),ALL,"",2454280.0,229325000.0,0.0385459,0.0418,438,222871.0,9.987905,addition,0.7858319,Q1 2001,FINANCE,13F,09/30/2020,87.8302,107.19
General motors co,GM,"",7953154.0,228574000.0,0.0384197,0.0343,439,917953.0,13.048,addition,0.5478596,Q4 2010,CONSUMER DISCRETIONARY,13F,09/30/2020,30.1827,41.58
Spdr consumer discretionary select sector etf,XLY,"",1567218.0,228485000.0,0.0384047,0.0344,440,172367.0,12.357377,addition,No Data,Q3 2007,FINANCE,13F,09/30/2020,116.9775,157.88
Gsx techedu inc,GSX,"",2398494.0,225411000.0,0.037888,0.0215,441,537588.0,28.888509,addition,1.0063968,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,39.7331,55.0
